,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,price_m,delivery_m,effectiveness_m,ease of use_m,sentiment
755,Garden,62329,Smart Seed Sun & Shade Southern Mixture 20lb bag,https://www.lowes.com/pd/Pennington-Smart-Seed-Mixture-Blend-Grass-Seed/5001461175,Lowes,Pennington Grass,5001461175,5001461179,Yes,2021-10-02T00:00:00,2021,10,39,Sticky,"I had hoped to hit the ""easy button"" and do the one step process.  Experienced in lawn care. The whole lawn was cropped and dethatched ensure proper contact with the soil. This seed is so sticky I had trouble getting my broadcast spreader to lay it down evenly.  So, more than 2 weeks later, with religious watering, less than half the seed has come up and where it is growing its in splotchy clumps. Lots of white seed on the ground not showing any signs of growth.  Never again.  Today, Im going to buy a different brand to fill in all the places where this seed failed and hope the color matches well enough.",organic reviews,62.98,2,0,0,1,No,"i had hoped to hit the ""easy button"" and do the one step process.  experienced in lawn care. the whole lawn was cropped and dethatched ensure proper contact with the soil. this seed is so sticky i had trouble getting my broadcast spreader to lay it down evenly.  so, more than 2 weeks later, with religious watering, less than half the seed has come up and where it is growing its in splotchy clumps. lots of white seed on the ground not showing any signs of growth.  never again.  today, im going to buy a different brand to fill in all the places where this seed failed and hope the color matches well enough.",10/2/2021,118,0.2138606905937194,0.3322072029113769,0.4050968289375305,0.0740015357732772,Negative
758,Garden,100641,The Rebels Shady Lawn 7lb bag,http://www.homedepot.com/p/314933313,Homedepot,Pennington Grass,314933294,314933313,Yes,2022-04-19T00:00:00,2022,4,16,Disappointed,Has not started to grow yet.,organic reviews,29.98,1,0,0,0,No,has not started to grow yet.,4/19/2022,6,0.3319039344787597,0.0827743783593177,0.1255671828985214,0.0917015373706817,Negative
766,Garden,73408,22.5 lbs. Wild Bird Food Blend Bucket,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026398,312026384,Yes,2022-02-09T00:00:00,2022,2,6,I dont buy junk food I like panning...,I dont buy junk food I like panning,organic reviews,22.98,5,0,0,0,No,i dont buy junk food i like panning,2/9/2022,8,0.2374260574579239,0.0022575664333999,0.6421967148780823,0.5630694627761841,Neutral
771,Garden,110815,Lawn Booster Tall Fescue 35lb bag,http://www.homedepot.com/p/311569530,Homedepot,Pennington Grass,311569532,311569530,Yes,2022-04-27T00:00:00,2022,4,17,This product was like food to the weeds. I would...,This product was like food to the weeds. I would never buy or recommend this product!,organic reviews,49.97,1,0,0,0,No,this product was like food to the weeds. i would never buy or recommend this product!,4/27/2022,16,0.5379874110221863,0.3211815953254699,0.6593115329742432,0.0681216716766357,Negative
772,Garden,6342,Lawn Booster Tall Fescue 9.6lb bag,https://www.amazon.com/dp/B084NLVFH6,Amazon,Pennington Grass,B084NLVFH6,B084NLVFH6,No,2021-07-11T00:00:00,2021,7,27,I shouldve read the reviews,"Sadly, this lawn booster has done nothing for my lawn.",organic reviews,17.98,1,0,0,0,No,"sadly, this lawn booster has done nothing for my lawn.",7/11/2021,10,0.3245606422424316,0.0167419034987688,0.1559477150440216,0.008493554778397,Negative
774,Garden,27323,Kentucky 31 Tall Fescue 20lb bag,http://www.homedepot.com/p/t/314933308,Homedepot,Pennington Grass,314933308,306924565,Yes,2021-07-23T00:00:00,2021,7,29,"My yard is beautiful, full and lush.","My yard is beautiful, full and lush.",organic reviews,33.61,5,0,0,0,No,"my yard is beautiful, full and lush.",7/23/2021,7,0.0204576440155506,0.0164302829653024,0.5505869388580322,0.0274002384394407,Positive
785,Garden,74279,"Pennington Black Plastic Hopper Cardinal Wild Bird Feeder, 6 lb. Capacity",https://www.walmart.com//ip/Pennington-Black-Plastic-Hopper-Cardinal-Wild-Bird-Feeder-6-lb-Capacity/449023846?selected=true,Walmart,Pennington Bird,449023846,449023846,No,2022-02-26T00:00:00,2022,2,8,Poor quality,"Plastic tabs that connect the base to the body of the feeder are already broken, less than 2 weeks after purchase.",organic reviews,13.94,1,0,0,0,No,"plastic tabs that connect the base to the body of the feeder are already broken, less than 2 weeks after purchase.",2/26/2022,21,0.400842934846878,0.1438134759664535,0.2561546564102173,0.0017574217636138,Negative
786,Garden,100269,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,Image for Weeds,311670295,311670269,Yes,2022-04-19T00:00:00,2022,4,16,It turned the weeds half brown but it did not...,It turned the weeds half brown but it did not kill them. I still had to go rip them out before any more came out.,organic reviews,13.47,2,0,0,0,No,it turned the weeds half brown but it did not kill them. i still had to go rip them out before any more came out.,4/19/2022,25,0.28570157289505,0.1495455354452133,0.6632958054542542,0.0278009381145238,Negative
795,Garden,110580,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,Image for Weeds,100175861,100175861,Yes,2022-04-27T00:00:00,2022,4,17,I didnt have good results with this product!!...,I didnt have good results with this product!!,organic reviews,20.47,1,0,0,0,No,i didnt have good results with this product!!,4/27/2022,8,0.3073603808879852,0.5029918551445007,0.67332524061203,0.0065329503268003,Negative
804,Garden,70352,Sevin Insect Killer,https://www.homedepot.com/p/Sevin-16-oz-Insect-Killer-Concentrate-100530122/308861793,Homedepot,GardenTech,308861793,303593722,Yes,2021-12-29T00:00:00,2021,12,52,Poor execution,Nozzle and tube plug repeatedly. A problem to fix.,organic reviews,12.35,2,0,0,0,No,nozzle and tube plug repeatedly. a problem to fix.,12/29/2021,9,0.0348993800580501,0.5436355471611023,0.042959239333868,0.0008386308327317,Negative
806,Garden,140269,One Step Complete Tall Fescue 5lb bag,https://www.amazon.com.com/dp/B084NS48VX,Amazon,Pennington Grass,B084NS48VX,B084NS48VX,Yes,2022-06-23T00:00:00,2022,6,25,Good so far!,"Seems to grow, good for bare spots.",organic reviews,49.99,4,0,0,0,No,"seems to grow, good for bare spots.",6/23/2022,7,0.0364143699407577,0.0467267334461212,0.6190685033798218,0.2793651521205902,Positive
807,Garden,111811,Smart Seed Dense Shade Mixture 3lb bag,https://www.lowes.com/pd/Pennington-Smart-Seed-Dense-Shade-7-lb-Mixture-Blend-Grass-Seed/5013148065,Lowes,Pennington Grass,5013148071,5013148071,Yes,2022-04-30T00:00:00,2022,4,17,Starts growing really fast,[This review was collected as part of a promotion.] This seed starts growing really fast and its seeming to come in thick as well. Havent had enough time to see how it will be when all grown in.,syndicated reviews,18.38,5,0,0,0,Yes,[this review was collected as part of a promotion.] this seed starts growing really fast and its seeming to come in thick as well. havent had enough time to see how it will be when all grown in.,4/30/2022,38,0.2951243221759796,0.228076085448265,0.622711718082428,0.3398288190364837,Neutral
809,Garden,78288,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026390,312026384,Yes,2022-03-22T00:00:00,2022,3,12,Contains large amount of millet which many birds dislike. Found...,Contains large amount of millet which many birds dislike. Found many birds coming to my feeder sort thru and discard the millet which leads to fast emptying of the feeder and a lot of wasted seed on the ground.,organic reviews,9.98,2,0,0,0,No,contains large amount of millet which many birds dislike. found many birds coming to my feeder sort thru and discard the millet which leads to fast emptying of the feeder and a lot of wasted seed on the ground.,3/22/2022,39,0.4992618262767792,0.128276988863945,0.1611530482769012,0.0004458107578102,Negative
812,Garden,77051,Pennington 10 lbs. Premium Wild Finch Bird Food,http://www.homedepot.com/p/312026387,Homedepot,Pennington Bird,312026387,312026387,No,2022-03-15T00:00:00,2022,3,11,Bird seed,The bird are eating it.,organic reviews,13.48,4,0,0,0,No,the bird are eating it.,3/15/2022,5,0.0251418985426425,0.0329871922731399,0.5306283831596375,0.058076087385416,Neutral
818,Garden,27229,Kentucky 31 Tall Fescue 20lb bag,http://www.homedepot.com/p/t/314933308,Homedepot,Pennington Grass,314933308,306924565,Yes,2021-08-14T00:00:00,2021,8,32,Had 2 trees cut down which ruined the grass in...,Had 2 trees cut down which ruined the grass in the process. We put down tip soil and  the Pennington seeds watering 2x daily  and grass started coming in within the 1st week,organic reviews,33.61,4,0,0,0,No,had 2 trees cut down which ruined the grass in the process. we put down tip soil and  the pennington seeds watering 2x daily  and grass started coming in within the 1st week,8/14/2021,35,0.0278864558786153,0.0007551626767963,0.3564566969871521,0.1716618835926056,Negative
823,Garden,77125,Kentucky 31 Tall Fescue 40lb bag,http://www.homedepot.com/p/306924565,Homedepot,Pennington Grass,306924565,306924565,Yes,2022-03-15T00:00:00,2022,3,11,Can not rate at this time. Need to wait to...,Can not rate at this time. Need to wait to see if it yield any grasses and how it holds up to the summer heat and moisture or lack of!,organic reviews,70.97,2,0,0,0,No,can not rate at this time. need to wait to see if it yield any grasses and how it holds up to the summer heat and moisture or lack of!,3/15/2022,30,0.4237899780273437,0.3279613852500915,0.2588773667812347,0.0038299923762679,Neutral
829,Garden,69078,Kentucky 31 Tall Fescue,https://www.homedepot.com/p/Pennington-5-lbs-Kentucky-31-Tall-Fescue-Penkoted-Grass-Seed-100516050/204711452,Homedepot,Pennington Grass,204711452,306924565,Yes,2021-06-02T00:00:00,2021,6,22,The bag must have gotten wet before I bought it...,"The bag must have gotten wet before I bought it and half the seed had germinated.  I needed to get seed down, so didnt have time to return.",organic reviews,12.48,1,0,0,0,No,"the bag must have gotten wet before i bought it and half the seed had germinated.  i needed to get seed down, so didnt have time to return.",6/2/2021,29,0.2025769799947738,0.0502165667712688,0.4117626547813415,0.0041562803089618,Negative
832,Garden,140526,Lawn Booster Tall Fescue 35lb bag,http://www.homedepot.com/p/318280742,Homedepot,Pennington Grass,311569532,318280742,Yes,2022-06-22T00:00:00,2022,6,25,Very Disappointing Results,VERY slow to not growing at all after almost 2 weeks of watering 2x day.,organic reviews,49.97,1,0,0,0,No,very slow to not growing at all after almost 2 weeks of watering 2x day.,6/22/2022,15,0.1402921676635742,0.082552284002304,0.2678388059139251,0.0252063553780317,Negative
837,Garden,80387,Smart Seed Kentucky Bluegrass Blend 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933309,314933301,Yes,2022-04-06T00:00:00,2022,4,14,Ill let you know when the grass grows. Its only...,Ill let you know when the grass grows. Its only been a week,organic reviews,19.48,3,0,0,0,No,ill let you know when the grass grows. its only been a week,4/6/2022,13,0.0279253721237182,0.0929001495242118,0.4305342137813568,0.0332351103425025,Neutral
840,Garden,77284,The Rebels Tall Fescue 40lb bag,http://www.homedepot.com/p/314933287,Homedepot,Pennington Grass,314933300,314933287,Yes,2022-03-18T00:00:00,2022,3,11,No germination,"I put down some tall fescue seed but I didnt have enough, so I bought a small bag of this. I prepared the soil, put down seed and lightly covered and applied a small amount of starter fertilizer. The first fescue I put down germinated fine. This has no germination. Environmentally everything is exactly the same. Maybe the bag overheated prior to purchase and sterilized the seed. Its not the cost of seed that bothers me. Its all the wasted effort.",organic reviews,99.97,1,0,0,0,No,"i put down some tall fescue seed but i didnt have enough, so i bought a small bag of this. i prepared the soil, put down seed and lightly covered and applied a small amount of starter fertilizer. the first fescue i put down germinated fine. this has no germination. environmentally everything is exactly the same. maybe the bag overheated prior to purchase and sterilized the seed. its not the cost of seed that bothers me. its all the wasted effort.",3/18/2022,81,0.5242547988891602,0.4450996220111847,0.4315343797206878,0.0502340830862522,Neutral
846,Garden,90370,Smart Seed Bermudagrass 8.75 lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933298,314933301,Yes,2022-04-13T00:00:00,2022,4,15,It did not germinate....,It did not germinate.,organic reviews,30.47,1,0,0,0,No,it did not germinate.,4/13/2022,4,0.2335019409656524,0.0193269606679677,0.135948359966278,0.0717109218239784,Neutral
847,Garden,15019,AMDRO Ant Block Home Perimeter Ant Bait 24oz,http://www.homedepot.com/p/t/100598633,Homedepot,Amdro,100598633,100598633,Yes,2021-08-11T00:00:00,2021,8,32,Have to constantly reapply...,Have to constantly reapply,organic reviews,14.47,3,0,0,0,No,have to constantly reapply,8/11/2021,4,0.2407848387956619,0.0744342729449272,0.3778713345527649,0.0002987894404213,Neutral
850,Garden,1961,MOSS OUT! For Lawns Liquid 32 oz. Ready To Spray,https://www.amazon.com/dp/B000BQQUNE,Amazon,Moss Out,B000BQQUNE,B000BQQUNE,No,2021-10-24T00:00:00,2021,10,42,Rust color,My cement and pavers turned a rusty brown. I didnt know that this would happen and dont know how to get it out.,organic reviews,0.0,3,0,0,0,No,my cement and pavers turned a rusty brown. i didnt know that this would happen and dont know how to get it out.,10/24/2021,23,0.0675412341952323,0.034991331398487,0.2143069207668304,0.0003281161771155,Negative
852,Garden,66356,Pennington Classic Wild Bird Feed 20lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-20-lb-Bag/17256227?selected=true,Walmart,Pennington Bird,17256227,16794608,Yes,2021-09-11T00:00:00,2021,9,36,Good value,I dont care for the taste but the birds love it!,organic reviews,10.97,5,0,0,0,No,i dont care for the taste but the birds love it!,9/11/2021,11,0.0426477752625942,0.3557673096656799,0.3114814758300781,0.0100105628371238,Neutral
857,Garden,132516,Lawn Booster Tall Fescue 9.6lb bag,http://www.homedepot.com/p/311569530,Homedepot,Pennington Grass,311569531,311569530,Yes,2022-05-12T00:00:00,2022,5,19,so far no results at all.  its been a...,so far no results at all.  its been a week,organic reviews,19.97,1,0,0,0,No,so far no results at all.  its been a week,5/12/2022,11,0.4188887178897857,0.3303378820419311,0.1385900527238845,0.0274731647223234,Negative
860,Garden,66612,Pennington Ultra Songbird Blend Bird Seed 6lb,https://www.walmart.com//ip/Pennington-Ultra-Songbird-Blend-Wild-Bird-Feed-and-Seed-6-lb-Bag/26535520?selected=true,Walmart,Pennington Bird,26535520,753880875,No,2021-08-05T00:00:00,2021,8,31,,"birds love it. Cardinals, blue jays, etc. But squirrels do to. Continual battle.",organic reviews,9.72,5,0,0,0,No,"birds love it. cardinals, blue jays, etc. but squirrels do to. continual battle.",8/5/2021,13,0.0754491165280342,0.2234880179166793,0.5344281196594238,0.1428771018981933,Positive
861,Garden,143176,Smart Seed Pennsylvania State Mixture 7lb bag,http://www.homedepot.com/p/314933324,Homedepot,Pennington Grass,314933323,314933324,Yes,2022-06-09T00:00:00,2022,6,23,If you follow the directions you will have grass...,If you follow the directions you will have grass,organic reviews,33.97,5,0,0,0,No,if you follow the directions you will have grass,6/9/2022,9,0.0024094393011182,0.315740704536438,0.5394124388694763,0.5084977149963379,Neutral
876,Garden,80332,Pennington Wild Bird Food Blend Bucket,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026398,312026384,Yes,2022-04-05T00:00:00,2022,4,14,portion of seed mix is not good...,portion of seed mix is not good,organic reviews,22.98,2,0,0,0,No,portion of seed mix is not good,4/5/2022,7,0.0144086200743913,0.0211496632546186,0.0036872522905468,0.0001663995353737,Negative
880,Garden,80437,Smart Seed Pacific Northwest Mixture 3lb bag,https://www.homedepot.com/p/Pennington-Smart-Seed-3-lbs-Pacific-Northwest-Grass-Seed-and-Fertilizer-100543712/314933289,Homedepot,Pennington Grass,314933289,314933289,Yes,2022-04-06T00:00:00,2022,4,14,Ill let you know when the grass grows. Its only...,Ill let you know when the grass grows. Its only been a week,organic reviews,17.97,3,0,0,0,No,ill let you know when the grass grows. its only been a week,4/6/2022,13,0.0279253721237182,0.0929001495242118,0.4305342137813568,0.0332351103425025,Neutral
888,Garden,76200,AMDRO Gopher Gasser 6-pack,https://www.walmart.com//ip/Amdro-Gopher-Gasser-Controls-Gophers-Moles-Skunks-6-Pack/35610010?selected=true,Walmart,Amdro,35610010,35610010,No,2022-03-11T00:00:00,2022,3,10,waste of money,"5 of these were duds, dont waste your money",organic reviews,7.78,1,0,0,0,No,"5 of these were duds, dont waste your money",3/11/2022,9,0.5536577105522156,0.2248420715332031,0.0018308584112673,0.0006565165240317,Negative
891,Garden,68092,Expert Gardener Sun & Shade Grass Seed Southern Mix; 7 lb.,https://www.walmart.com/ip/Expert-Gardener-Sun-Shade-Grass-Seed-Southern-Mix-7-lb/484325100,Walmart,Expert Gardener,484325100,274168974,No,2021-07-01T00:00:00,2021,7,26,,Bought planted watered and it came up. Bought another bag watered and came up. Now its all dead??? Not sure why,organic reviews,14.96,2,0,0,0,No,bought planted watered and it came up. bought another bag watered and came up. now its all dead??? not sure why,7/1/2021,21,0.1425024718046188,0.0162547584623098,0.5263957977294922,0.032894242554903,Negative
897,Garden,120237,AMDRO Ant Killing Bait 8-pk,https://www.walmart.com//ip/Amdro-Ant-Killer-Bait-Stations-for-Indoor-Outdoor-8-Pack/953884416?selected=true,Walmart,Amdro,953884416,953884416,Yes,2022-05-10T00:00:00,2022,5,19,,didnt do anything didnt catch a single ant,organic reviews,5.98,1,0,0,0,No,didnt do anything didnt catch a single ant,5/10/2022,8,0.0381451584398746,0.0138318110257387,0.2659697234630584,0.1091097295284271,Negative
898,Garden,6061,Sevin Insect Killer Dust 3 lb. Bifenthrin,https://www.amazon.com/Sevin-100517556-Ready-Use-White/dp/B006O8OWFG,Amazon,GardenTech,B006O8OWFG,B006O8OWFG,No,2021-06-29T00:00:00,2021,6,26,Supposed to work,"All r true, but my flowers got eaten anyway. Cant explain.",organic reviews,0.0,3,0,0,0,No,"all r true, but my flowers got eaten anyway. cant explain.",6/29/2021,11,0.0469580888748168,0.2670875787734985,0.3830064237117767,0.0009566434891894,Negative
902,Garden,120261,Pennington Kentucky Tall Fescue Grass Seed,https://www.walmart.com//ip/Pennington-Kentucky-31-Tall-Fescue-Grass-Seed-5-lbs/39912231?selected=true,Walmart,Pennington Grass,39912231,831091964,Yes,2022-05-10T00:00:00,2022,5,19,A disappointment to say the least.,Grass does not grow. Very sporadic if any growth at all. Planted same areas twice. Whatever small amount grew it took a real long time.,organic reviews,14.57,1,0,0,0,No,grass does not grow. very sporadic if any growth at all. planted same areas twice. whatever small amount grew it took a real long time.,5/10/2022,25,0.0547033473849296,0.051430121064186,0.1757620871067047,0.0036808981094509,Negative
904,Garden,73359,20 lbs. Wild Bird Seed Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026386,312026384,Yes,2022-02-10T00:00:00,2022,2,6,Something wrong with it,"a few birds tried it but then nothing. Maybe its that ""coating"" they put on it. Some kind of vitamins. I didnt notice that when I bought it or I would have chosen something else. Do birds need vitamins ?In past years I couldnt keep them away, including squirrels. Now even the squirrels dont want it.",organic reviews,12.98,1,0,0,0,No,"a few birds tried it but then nothing. maybe its that ""coating"" they put on it. some kind of vitamins. i didnt notice that when i bought it or i would have chosen something else. do birds need vitamins ?in past years i couldnt keep them away, including squirrels. now even the squirrels dont want it.",2/10/2022,56,0.1176274120807647,0.182940125465393,0.6683183908462524,0.3332797288894653,Negative
909,Garden,101976,Image All-In-One Weed Killer Concentrate,https://www.walmart.com//ip/Image-All-in-One-Lawn-Weed-Killer-Herbicide-24-oz-Concentrate/932621795?selected=true,Walmart,Image for Weeds,932621795,932621795,No,2022-04-20T00:00:00,2022,4,16,Killed tall Fescue. Spot spray 4 oz per gallon as prescribed,"You can call the 800 number and get a nice ""sorry"". Ill stick with 2,4,D in the future. Ill need to wait a couple of weeks and reseed where I sprayed.",syndicated reviews,25.22,1,0,0,0,No,"you can call the 800 number and get a nice ""sorry"". ill stick with 2,4,d in the future. ill need to wait a couple of weeks and reseed where i sprayed.",4/20/2022,31,0.1846092790365219,0.1185771152377128,0.552156388759613,0.5989851951599121,Neutral
911,Garden,140452,Pennington ElectroNectar,http://www.homedepot.com/p/315193815,Homedepot,Pennington Bird,315193815,315193815,No,2022-06-24T00:00:00,2022,6,25,"Not clear, very cloudy, Hummers would not drink it....","Not clear, very cloudy, Hummers would not drink it.",organic reviews,10.36,1,0,0,0,No,"not clear, very cloudy, hummers would not drink it.",6/24/2022,9,0.1982578784227371,0.259868860244751,0.1029056683182716,0.0017430306179448,Negative
913,Garden,5474,One Step Complete Sun & Shade 10lb bag,https://www.amazon.com/dp/B084NMGHK5,Amazon,Pennington Grass,B084NMGHK5,B084NMJZWG,Yes,2021-06-08T00:00:00,2021,6,23,"""Great Grass""",Beautiful grass which grows in sun or shade.,organic reviews,15.94,5,0,0,0,No,beautiful grass which grows in sun or shade.,6/8/2021,8,0.0056539201177656,0.0123894223943352,0.2737224996089935,0.1698630005121231,Positive
916,Garden,6650,Smart Seed Sun & Shade Southern Mixture 7lb bag,https://www.amazon.com/dp/B08QCJRT1X,Amazon,Pennington Grass,B08QCJRT1X,B08QCS6X98,Yes,2021-10-31T00:00:00,2021,10,43,Product is reasonable.,I used the grass seeds for bald spots on the lawn and to grow new grass around the house perimeter.Most of the seeds germinated . I noticed that quite a few of the seeds did not sprout. I think it is expected.,organic reviews,26.43,4,0,0,1,No,i used the grass seeds for bald spots on the lawn and to grow new grass around the house perimeter.most of the seeds germinated . i noticed that quite a few of the seeds did not sprout. i think it is expected.,10/31/2021,42,0.056280743330717,0.0268206130713224,0.2654354870319366,0.0310446191579103,Neutral
925,Garden,46626,The Rebels Tall Fescue 3 lb,http://www.homedepot.com/p/t/314933287,Homedepot,Pennington Grass,314933287,314933287,Yes,2021-10-05T00:00:00,2021,10,40,Have not seen much growth....,Have not seen much growth.,organic reviews,11.58,2,0,0,0,No,have not seen much growth.,10/5/2021,5,0.5434187054634094,0.2154653221368789,0.0894869789481163,0.1002519428730011,Negative
931,Garden,140031,MOSS OUT! For Lawns 20 lb Granules ,https://www.amazon.com.com/dp/B0015HZIT0,Amazon,Moss Out,B0015HZIT0,B0015HZIT0,No,2022-06-22T00:00:00,2022,6,25,No change in moss that I noticed.,Did not see any results,organic reviews,22.48,2,0,0,0,No,did not see any results,6/22/2022,5,0.3406649827957153,0.3143654465675354,0.0420634746551513,0.0496450811624527,Neutral
934,Garden,110741,Kentucky 31 Tall Fescue 40lb bag,http://www.homedepot.com/p/306924565,Homedepot,Pennington Grass,306924565,306924565,Yes,2022-04-26T00:00:00,2022,4,17,Horrid seed bad customer support rude,Called customer support because seed has not grown at all in 30 days said because I didnt keep packaging Id get a partial refund no where on the package did I see I was supposed to keep a empty bag laying around even went to my local store re read the bag it is not posted on the bag scammy company tactics dont buy this product Id you want actual seed that grows,syndicated reviews,70.97,1,0,0,0,No,called customer support because seed has not grown at all in 30 days said because i didnt keep packaging id get a partial refund no where on the package did i see i was supposed to keep a empty bag laying around even went to my local store re read the bag it is not posted on the bag scammy company tactics dont buy this product id you want actual seed that grows,4/26/2022,73,0.1089387759566307,0.3157199323177337,0.2607728242874145,0.0091774621978402,Negative
945,Garden,67534,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,Expert Gardener,112134279,112490018,Yes,2021-06-02T00:00:00,2021,6,22,"Great for potted plants, not for seedlings!",I have bought about 5 bags of this soil. Great for the price. The only downside is that there are lots of medium large chunks of wood throughout so I do not recommend for seedlings but is great for potted plants. I definitely recommend!,organic reviews,9.97,5,0,0,0,No,i have bought about 5 bags of this soil. great for the price. the only downside is that there are lots of medium large chunks of wood throughout so i do not recommend for seedlings but is great for potted plants. i definitely recommend!,6/2/2021,44,0.6080092787742615,0.0716486424207687,0.1457574516534805,0.0136392274871468,Positive
951,Garden,49835,"Pennington Smart Patch Tall Fescue Mix, 5 lb",http://www.homedepot.com/p/t/317713418,Homedepot,Pennington Grass,317713418,317713418,No,2021-10-21T00:00:00,2021,10,42,A Little Smart,[This review was collected as part of a promotion.] Prepped area as per directions on October 10th.  I watered the product and the next 2 days it rained as well.  I kept it moist as per directions.  It gave some coverage but not as much as I had liked.,syndicated reviews,0.0,2,3,0,0,Yes,[this review was collected as part of a promotion.] prepped area as per directions on october 10th.  i watered the product and the next 2 days it rained as well.  i kept it moist as per directions.  it gave some coverage but not as much as i had liked.,10/21/2021,52,0.1742356121540069,0.1066265180706977,0.6183130741119385,0.1895565688610077,Neutral
955,Garden,72634,Pennington Select Black Oil Sunflower Seed 40lb,https://www.walmart.com//ip/Pennington-Select-Black-Oil-Sunflower-Seed-Wild-Bird-Feed-40-lb-Bag/46855890?selected=true,Walmart,Pennington Bird,46855890,44496029,Yes,2022-01-04T00:00:00,2022,1,1,,"I do not know if the birds like the food or not; it never last long enough, the squirrels love it! I do not bother putting it in the bird feeders anymore. I sprinkle it under the trees, sit back and watch the squirrels.....Great fun!",organic reviews,24.98,5,0,0,0,No,"i do not know if the birds like the food or not; it never last long enough, the squirrels love it! i do not bother putting it in the bird feeders anymore. i sprinkle it under the trees, sit back and watch the squirrels.....great fun!",1/4/2022,45,0.4404148459434509,0.2511941194534302,0.4117057621479034,0.2751376926898956,Positive
961,Garden,3815,AMDRO Ant Block Home Perimeter Ant Bait 24oz,https://www.amazon.com/dp/B000QDEQ7E,Amazon,Amdro,B000QDEQ7E,B000QDEQ7E,No,2021-07-10T00:00:00,2021,7,27,Does not kill carpenter ants,"I bought this to kill the carpenter ants I keep finding all around my house, especially on my deck and sometimes inside the house. This product had no effect on them. I even see them crawling around on the granules I put down.",organic reviews,14.47,1,0,0,0,No,"i bought this to kill the carpenter ants i keep finding all around my house, especially on my deck and sometimes inside the house. this product had no effect on them. i even see them crawling around on the granules i put down.",7/10/2021,43,0.1647797971963882,0.0233742110431194,0.5688020586967468,0.01163169182837,Negative
963,Garden,68756,Sevin Insect Killer,https://www.homedepot.com/p/Sevin-16-oz-Insect-Killer-Concentrate-100530122/308861793,Homedepot,GardenTech,308861793,303593722,Yes,2021-07-17T00:00:00,2021,7,28,Its been a few days and every morning I can...,Its been a few days and every morning I can smell the poison working hard,organic reviews,12.35,5,0,0,0,No,its been a few days and every morning i can smell the poison working hard,7/17/2021,15,0.2907063961029053,0.1898869574069976,0.6114147305488586,0.0001436982129234,Negative
974,Garden,142461,Pennington Premium Black Oil Sunflower Bird Seed Bucket,http://www.homedepot.com/p/312026381,Homedepot,Pennington Bird,312026401,312026381,Yes,2022-06-30T00:00:00,2022,6,26,When I opened the package the seed was clumped together....,When I opened the package the seed was clumped together.  It was full of mold and not suitable for the bird feeder.,organic reviews,20.98,1,0,0,0,No,when i opened the package the seed was clumped together.  it was full of mold and not suitable for the bird feeder.,6/30/2022,23,0.239212617278099,0.5122525691986084,0.1607603281736374,0.0002563510206528,Negative
975,Garden,150045,Pennington Ultra Songbird Blend 5lb,https://www.walmart.com//ip/Pennington-Ultra-Songbird-Blend-Wild-Bird-Feed-and-Seed-5-lb-Bag/753880875?selected=true,Walmart,Pennington Bird,753880875,753880875,Yes,2022-06-14T00:00:00,2022,6,24,Attracts so many beautiful birds,"...and a few squirrels! We love seeing the blue Jays, orioles, cardinals, rosy finches, doves, and others that stop by for a bite.",organic reviews,10.97,5,0,0,0,No,"...and a few squirrels! we love seeing the blue jays, orioles, cardinals, rosy finches, doves, and others that stop by for a bite.",6/14/2022,23,0.0051276595331728,0.0475034676492214,0.2400237023830413,0.2241420298814773,Positive
977,Garden,66803,Pennington Select Birder's Blend 10lb,https://www.walmart.com//ip/Pennington-Select-Birder-s-Blend-Wild-Bird-Seed-and-Feed-10-lb-Bag/747667879?selected=true,Walmart,Pennington Bird,747667879,44496052,No,2021-08-20T00:00:00,2021,8,33,Good quality seed.,We like that the milo seed ratio is less than other brands bc most birds dont like it and it just gets spread around everywhere bc they pick it out. Still we wish the ratio was even more less.,organic reviews,12.97,5,0,0,0,No,we like that the milo seed ratio is less than other brands bc most birds dont like it and it just gets spread around everywhere bc they pick it out. still we wish the ratio was even more less.,8/20/2021,39,0.1822688430547714,0.1327498108148574,0.4680604338645935,0.0466079898178577,Neutral
