,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost,ease of use,effective,efficient,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,other_m,align_type
96,Garden,80117,Alaska 5-1-1 Fish Fertilizer 5 Gal Bucket (concentrate),http://www.homedepot.com/p/202949934,Homedepot,PenningtonFertilizer,202949934,202949934,Yes,2022-04-05T00:00:00,2022,4,14,Instant notable results great product...,Instant notable results great product,organic reviews,99.97,5,0,0,0,No,instant notable results great product,4/5/2022,5,positive,0.0,0.0,1.0,1.0,positive,,efficient,effective,ease of use,0.9984893798828125,,"('', 'efficient', 'effective', 'ease of use', '')"
97,Garden,22766,Ironite Mineral Supplement 1-0-1 by Pennington 30lb bag ,http://www.homedepot.com/p/t/206441318,Homedepot,PenningtonFertilizer,206441318,205561089,Yes,2021-06-25T00:00:00,2021,6,25,Lawn appears to be a darker green....,Lawn appears to be a darker green.,organic reviews,28.98,4,0,0,0,No,lawn appears to be a darker green.,6/25/2021,7,positive,0.0,0.0,1.0,0.0,neutral,,,,,0.6179348826408386,other,"('', '', '', '', 'other')"
98,Garden,141335,Alaska 5-1-1 Fish Fertilizer 1 Gal (concentrate),http://www.homedepot.com/p/202949934,Homedepot,PenningtonFertilizer,100211859,202949934,Yes,2022-06-15T00:00:00,2022,6,24,Great fertilizer for vegetables and roses....,Great fertilizer for vegetables and roses.,organic reviews,20.52,5,0,0,0,No,great fertilizer for vegetables and roses.,6/15/2022,6,positive,0.0,0.0,1.0,0.0,positive,,efficient,effective,,0.997202455997467,,"('', 'efficient', 'effective', '', '')"
99,Garden,143879,Ironite Mineral Supplement 1-0-1 by Pennington 30lb bag ,https://www.lowes.com/pd/Ironite-15-lb-Improves-Soil-Structure/50260119,Lowes,PenningtonFertilizer,50260121,50260121,No,2022-06-25T00:00:00,2022,6,25,Green and Fuller,"[This review was collected as part of a promotion.] After using Ironite Mineral Supplement 1-0-0 for a week, I started to notice my drab grass getting its color back! It has also started to get fuller in some areas. Definitely helped to bring my front lawn back to life!",syndicated reviews,30.48,4,0,0,0,Yes,"[this review was collected as part of a promotion.] after using ironite mineral supplement 1-0-0 for a week, i started to notice my drab grass getting its color back! it has also started to get fuller in some areas. definitely helped to bring my front lawn back to life!",6/25/2022,49,positive,0.0,0.0,1.0,1.0,positive,,efficient,effective,,0.9988674521446228,,"('', 'efficient', 'effective', '', '')"
100,Garden,77038,Pennington Fast Acting Lime 30lb,http://www.homedepot.com/p/205876384,Homedepot,PenningtonFertilizer,205876384,205876384,No,2022-03-15T00:00:00,2022,3,11,Got it down before heavy rains . Seems to be...,Got it down before heavy rains . Seems to be taking hold.,organic reviews,19.15,5,0,0,0,No,got it down before heavy rains . seems to be taking hold.,3/15/2022,12,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,,0.9950765371322632,,"('', 'efficient', 'effective', '', '')"
101,Garden,140937,Ironite Mineral Supplement 1-0-0 1 15 lbs.,http://www.homedepot.com/p/317814846,Homedepot,PenningtonFertilizer,317814846,317814846,No,2022-06-30T00:00:00,2022,6,26,Works as advertised,[This review was collected as part of a promotion.] Definitely could see a difference in only a short amount of time. My grass was looking pretty rough but this helped to get it back to looking greener and healthier overall.,syndicated reviews,0.0,5,0,0,0,Yes,[this review was collected as part of a promotion.] definitely could see a difference in only a short amount of time. my grass was looking pretty rough but this helped to get it back to looking greener and healthier overall.,6/30/2022,40,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9987787008285522,,"('', 'efficient', 'effective', '', '')"
102,Garden,74149,Alaska 5-1-1 Fish Fertilizer 1 Gal (concentrate),https://www.walmart.com//ip/Alaska-Fish-Emulsion-Fertilizer-and-Plant-Food-1-Gallon/17757317?selected=true,Walmart,PenningtonFertilizer,17757317,17757317,No,2022-02-25T00:00:00,2022,2,8,"Tried and true, convenient to have shipped!","Five stars for natural nitrogen with plenty of bioavailable micronutrients. Some discount commercial fish emulsion fertilizer as it has been processed so that there is nothing living in it, while homemade fish emulsion is loaded with critters that are beneficial in a garden, but this is still organic, and if you have healthy soil there are plenty of critters to break this down further. This is not as smelly as homemade, but it is still quite odiferous. Great thing about it is that it wont burn plants (unless you go crazy with it). Another great thing is that this is made from byproducts of commercial fishing that would otherwise be wasted, while plenty of other fertilizers use fossil fuels to synthesize, so this is more sustainable. I rem...",organic reviews,18.88,5,0,0,0,No,"five stars for natural nitrogen with plenty of bioavailable micronutrients. some discount commercial fish emulsion fertilizer as it has been processed so that there is nothing living in it, while homemade fish emulsion is loaded with critters that are beneficial in a garden, but this is still organic, and if you have healthy soil there are plenty of critters to break this down further. this is not as smelly as homemade, but it is still quite odiferous. great thing about it is that it wont burn plants (unless you go crazy with it). another great thing is that this is made from byproducts of commercial fishing that would otherwise be wasted, while plenty of other fertilizers use fossil fuels to synthesize, so this is more sustainable. i rem...",2/25/2022,128,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,,0.9965155124664307,,"('cost', 'efficient', 'effective', '', '')"
103,Garden,22646,Ironite 1-0-1 3lb bag,http://www.homedepot.com/p/t/205602145,Homedepot,PenningtonFertilizer,205602145,205602145,No,2021-07-08T00:00:00,2021,7,27,I used to use this product at another residence and it worked well so I thought I would try it wh...,I used to use this product at another residence and it worked well so I thought I would try it where I live now. I just put it on my lawn so havent had a chance to see results yet.,organic reviews,0.0,4,0,0,0,No,i used to use this product at another residence and it worked well so i thought i would try it where i live now. i just put it on my lawn so havent had a chance to see results yet.,7/8/2021,40,,0.0,0.0,0.0,0.0,neutral,,,effective,,0.8887424468994141,,"('', '', 'effective', '', '')"
104,Garden,67405,Ironite Plus Lawn & Garden Spray 7-0-1,https://www.walmart.com//ip/Ironite-Liquid-Lawn-Garden-Fertilizer-32-oz-Ready-to-Spray/105957405?selected=true,Walmart,PenningtonFertilizer,105957405,105957405,No,2021-06-07T00:00:00,2021,6,23,Awesome product for my plants!!!,[This review was collected as part of a promotion.] Loved this fertilizer so much!!! The best part was I just hooked it up to my water hose and just sprayed my plants! Weeks later my beautiful plants look so good and healthy!!!,organic reviews,13.46,5,0,0,0,Yes,[this review was collected as part of a promotion.] loved this fertilizer so much!!! the best part was i just hooked it up to my water hose and just sprayed my plants! weeks later my beautiful plants look so good and healthy!!!,6/7/2021,42,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9983837008476257,,"('', 'efficient', 'effective', 'ease of use', '')"
105,Garden,79059,Pennington Epsom Salt 7lb resealable bag,http://www.homedepot.com/p/202246374,Homedepot,PenningtonFertilizer,202246374,202246374,No,2022-04-01T00:00:00,2022,4,13,Epson Salt Boosts Plant Growth,Helps green trees by aiding roots to absorb nutrients from soil,organic reviews,9.97,5,0,0,0,No,helps green trees by aiding roots to absorb nutrients from soil,4/1/2022,11,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9944069385528564,,"('', 'efficient', 'effective', '', '')"
106,Garden,142340,Ironite Mineral Supplement 1-0-1 by Pennington 15lb bag ,http://www.homedepot.com/p/205561089,Homedepot,PenningtonFertilizer,205561089,205561089,No,2022-06-23T00:00:00,2022,6,25,Noticeable improvement in the lawn,"[This review was collected as part of a promotion.] We are in the middle of super hot temperatures and less rain than usual where I live. I want my grass to look great, but I do not want to use more water, or to have to mow in the heat from excessive growth of the grass. The Ironite Mineral Supplement 1-0-0 From the Makers of Pennington is an answer to my needs. It is providing nourishment to my lawn without the use of growth factors, so less water needed and no growth surge to mow, but a better looking green lawn.",syndicated reviews,19.98,5,0,0,0,Yes,"[this review was collected as part of a promotion.] we are in the middle of super hot temperatures and less rain than usual where i live. i want my grass to look great, but i do not want to use more water, or to have to mow in the heat from excessive growth of the grass. the ironite mineral supplement 1-0-0 from the makers of pennington is an answer to my needs. it is providing nourishment to my lawn without the use of growth factors, so less water needed and no growth surge to mow, but a better looking green lawn.",6/23/2022,101,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,ease of use,0.9987373948097229,,"('', 'efficient', 'effective', 'ease of use', '')"
107,Garden,140169,Pennington UltraGreen Lawn Fertilizer 30-0-4,https://www.amazon.com.com/dp/B07N29CHQ1,Amazon,PenningtonFertilizer,B07N29CHQ1,B07N29CHQ1,No,2022-06-01T00:00:00,2022,6,22,This stuff works!,I never write reviews but this stuff works! My st Augustine lawn is deep green and growing like crazy!,organic reviews,49.97,5,0,0,0,No,i never write reviews but this stuff works! my st augustine lawn is deep green and growing like crazy!,6/1/2022,19,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9991559982299805,,"('', 'efficient', 'effective', 'ease of use', '')"
108,Garden,141313,Alaska 5-1-1 Fish Fertilizer 32oz bottle (concentrate),http://www.homedepot.com/p/202949934,Homedepot,PenningtonFertilizer,100131259,202949934,Yes,2022-06-08T00:00:00,2022,6,23,"Great price,great value....","Great price,great value.",organic reviews,10.77,5,0,0,0,No,"great price,great value.",6/8/2022,3,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,,0.9932539463043213,,"('cost', 'efficient', 'effective', '', '')"
109,Garden,25835,Pennington UltraGreen Weed and Feed 30-0-4,http://www.homedepot.com/p/t/312265343,Homedepot,PenningtonFertilizer,312265343,312265343,No,2021-06-09T00:00:00,2021,6,23,Didnt make any difference to my yard and I listened...,Didnt make any difference to my yard and I listened to the recommended spreader setting,organic reviews,19.98,1,0,0,0,No,didnt make any difference to my yard and i listened to the recommended spreader setting,6/9/2021,15,,0.0,0.0,0.0,0.0,negative,,,,,0.6891241669654846,other,"('', '', '', '', 'other')"
110,Garden,140924,Ironite Mineral Supplement 1-0-0 1 15 lbs.,http://www.homedepot.com/p/317814846,Homedepot,PenningtonFertilizer,317814846,317814846,No,2022-06-13T00:00:00,2022,6,24,Definitely greener,[This review was collected as part of a promotion.] This stuff does what it say. I used the ironite the way the instructions said to on several dull looking spots on my lawn and after about a week theyve all brightened up and definitely gotten much greener. Going to be getting more and doing the whole lawn. Haha,syndicated reviews,0.0,5,0,0,0,Yes,[this review was collected as part of a promotion.] this stuff does what it say. i used the ironite the way the instructions said to on several dull looking spots on my lawn and after about a week theyve all brightened up and definitely gotten much greener. going to be getting more and doing the whole lawn. haha,6/13/2022,58,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9994738101959229,,"('', 'efficient', 'effective', 'ease of use', '')"
111,Garden,110105,Pennington Fast Acting Lime 30lb,http://www.homedepot.com/p/205876384,Homedepot,PenningtonFertilizer,205876384,205876384,No,2022-05-04T00:00:00,2022,5,18,It kills most of the moss and seems keeping the...,It kills most of the moss and seems keeping the grass growing. Looks good.,organic reviews,17.8,4,0,0,0,No,it kills most of the moss and seems keeping the grass growing. looks good.,5/4/2022,14,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9988024830818176,,"('', 'efficient', 'effective', '', '')"
112,Garden,140670,Ironite Plus Lawn & Garden Spray 7-0-1,http://www.homedepot.com/p/300274489,Homedepot,PenningtonFertilizer,300274489,300274489,No,2022-06-24T00:00:00,2022,6,25,Quality product!,"[This review was collected as part of a promotion.] Ironite Liquid Lawn & Garden Spray 7-0-1 From the Makers of Pennington works fast. Its so easy to use, just hooked it up to my garden hose and sprayed. My lawn started to look greener within days.",syndicated reviews,13.66,5,0,0,0,Yes,"[this review was collected as part of a promotion.] ironite liquid lawn & garden spray 7-0-1 from the makers of pennington works fast. its so easy to use, just hooked it up to my garden hose and sprayed. my lawn started to look greener within days.",6/24/2022,46,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9992662072181702,,"('', 'efficient', 'effective', 'ease of use', '')"
113,Garden,110533,Alaska 5-1-1 Fish Fertilizer 1 Gal (concentrate),http://www.homedepot.com/p/202949934,Homedepot,PenningtonFertilizer,100211859,202949934,Yes,2022-04-27T00:00:00,2022,4,17,The fertilizer is excellent it helps your plants to flower...,The fertilizer is excellent it helps your plants to flower better it is a little stinky but its OK,organic reviews,24.99,4,0,0,0,No,the fertilizer is excellent it helps your plants to flower better it is a little stinky but its ok,4/27/2022,19,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9961737990379333,,"('', 'efficient', 'effective', '', '')"
114,Garden,22651,Ironite 1-0-1 3lb bag,http://www.homedepot.com/p/t/205602145,Homedepot,PenningtonFertilizer,205602145,205602145,No,2021-10-30T00:00:00,2021,10,43,"Since applying the  Ironite 3 lbs. Mineral Supplement, my...","Since applying the  Ironite 3 lbs. Mineral Supplement, my lawn looks really healthy and green.",organic reviews,0.0,5,0,0,0,No,"since applying the  ironite 3 lbs. mineral supplement, my lawn looks really healthy and green.",10/30/2021,16,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.998063325881958,,"('', 'efficient', 'effective', '', '')"
115,Garden,79401,"Pennington Smart Patch Sun & Shade Mix, 10 lb",https://www.lowes.com/pd/Pennington-Smart-Patch-30-lbs-Sun-and-Shade-Lawn-Repair-Mix/5013046123,Lowes,PenningtonFertilizer,5013148095,5013046099,Yes,2022-04-03T00:00:00,2022,4,13,Cant plant until warmer and doesnt go along ways t,Small bag easy to lift havent used but looking forward,organic reviews,28.98,5,0,0,0,No,small bag easy to lift havent used but looking forward,4/3/2022,10,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9956566095352173,,"('', 'efficient', 'effective', 'ease of use', '')"
116,Garden,131516,Alaska 0-10-10 Morbloom Fertilizer 32 oz bottle (concentrate),http://www.homedepot.com/p/202817750,Homedepot,PenningtonFertilizer,202817750,202817750,Yes,2022-05-12T00:00:00,2022,5,19,This product revived my plants...,This product revived my plants,organic reviews,9.97,4,0,0,0,No,this product revived my plants,5/12/2022,5,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9983600378036499,,"('', 'efficient', 'effective', '', '')"
117,Garden,142342,Ironite Mineral Supplement 1-0-1 by Pennington 15lb bag ,http://www.homedepot.com/p/205561089,Homedepot,PenningtonFertilizer,205561089,205561089,No,2022-06-13T00:00:00,2022,6,24,"Seems great, green grass pretty fast!","[This review was collected as part of a promotion.] Easy to apply. I saw a change in grass going to darker green after just a few days. Will see if the stated ""reduced mowing"" is actually true. Seems to be growing the same as normal.",syndicated reviews,19.98,4,0,0,0,Yes,"[this review was collected as part of a promotion.] easy to apply. i saw a change in grass going to darker green after just a few days. will see if the stated ""reduced mowing"" is actually true. seems to be growing the same as normal.",6/13/2022,45,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9907899498939514,,"('', 'efficient', 'effective', 'ease of use', '')"
118,Garden,143839,Ironite Mineral Supplement 1-0-1 by Pennington 15lb bag ,https://www.lowes.com/pd/Ironite-15-lb-Improves-Soil-Structure/50260119,Lowes,PenningtonFertilizer,50260119,50260121,Yes,2022-06-28T00:00:00,2022,6,26,Gets the job done!,"[This review was collected as part of a promotion.] I was given the opportunity to try the Ironite Mineral Supplement 1-0-0 and I was pleasantly surprised at the job it did. The previous owners had 2 dogs and the backyard needed work. We prepped the yard getting rid of weeds, watered it well and used a spreader to put down the product and watered it the yard over the next few weeks on a pretty consistent basis. It started yo improve! The bald and path spots started to improve drastically. We are very impressed with the results thus far. Would definitely recommend the Ironite Mineral Supplement 1-0-0.",syndicated reviews,19.98,4,1,0,0,Yes,"[this review was collected as part of a promotion.] i was given the opportunity to try the ironite mineral supplement 1-0-0 and i was pleasantly surprised at the job it did. the previous owners had 2 dogs and the backyard needed work. we prepped the yard getting rid of weeds, watered it well and used a spreader to put down the product and watered it the yard over the next few weeks on a pretty consistent basis. it started yo improve! the bald and path spots started to improve drastically. we are very impressed with the results thus far. would definitely recommend the ironite mineral supplement 1-0-0.",6/28/2022,107,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9990277886390686,,"('cost', 'efficient', 'effective', 'ease of use', '')"
119,Garden,131523,Alaska 0-10-10 Morbloom Fertilizer 1 Gal bottle (concentrate),http://www.homedepot.com/p/202817750,Homedepot,PenningtonFertilizer,202817757,202817750,Yes,2022-05-12T00:00:00,2022,5,19,This product revived my plants...,This product revived my plants,organic reviews,18.47,4,0,0,0,No,this product revived my plants,5/12/2022,5,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9983600378036499,,"('', 'efficient', 'effective', '', '')"
120,Garden,142281,Ironite Mineral Supplement 1-0-1 by Pennington 15lb bag ,http://www.homedepot.com/p/205561089,Homedepot,PenningtonFertilizer,205561089,205561089,No,2022-06-14T00:00:00,2022,6,24,Simple to use,"[This review was collected as part of a promotion.] Loved the simplicity of this product when spreading this in my yard and it is making lawn greener. One improvement would be a finer particle size for better distribution. But overall, I enjoyed using this product!",syndicated reviews,19.98,4,0,0,0,Yes,"[this review was collected as part of a promotion.] loved the simplicity of this product when spreading this in my yard and it is making lawn greener. one improvement would be a finer particle size for better distribution. but overall, i enjoyed using this product!",6/14/2022,45,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9992749691009521,,"('', 'efficient', 'effective', 'ease of use', '')"
121,Garden,150130,Ironite Plus Lawn & Garden Spray 7-0-1,https://www.walmart.com//ip/Ironite-Mineral-Supplement-by-Pennington-7-0-1-Fertilizer-32-oz-Ready-to-Spray/105957405?selected=true,Walmart,PenningtonFertilizer,105957405,105957405,No,2022-06-26T00:00:00,2022,6,25,Super Easy,"[This review was collected as part of a promotion.] I wanted to give this time to work before I put in a review. First, its very easy to apply. Screw it in to your hose and turn it on. There is a little lever on the top where you have to move it to turn on the water and then again for the application. Second, the stream of application is very strong, steady, and reaches very far. My back yard is about 4,000 SQ and this covered it 1.5 times. Notably, it did not burn my grass like the last brand I used and those were granules. Third, I was able to apply this in a sweeping motion across my entire backyard with a lot of overlap in the stream so no complaints here. Verdict: my backyard growth is a lot greener than it was to begin with. The burn...",syndicated reviews,33.83,5,0,0,0,Yes,"[this review was collected as part of a promotion.] i wanted to give this time to work before i put in a review. first, its very easy to apply. screw it in to your hose and turn it on. there is a little lever on the top where you have to move it to turn on the water and then again for the application. second, the stream of application is very strong, steady, and reaches very far. my back yard is about 4,000 sq and this covered it 1.5 times. notably, it did not burn my grass like the last brand i used and those were granules. third, i was able to apply this in a sweeping motion across my entire backyard with a lot of overlap in the stream so no complaints here. verdict: my backyard growth is a lot greener than it was to begin with. the burn...",6/26/2022,150,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,ease of use,0.9980834722518921,,"('', 'efficient', 'effective', 'ease of use', '')"
122,Garden,140796,Ironite 1-0-1 3lb bag,http://www.homedepot.com/p/205602145,Homedepot,PenningtonFertilizer,205602145,205602145,No,2022-06-24T00:00:00,2022,6,25,grass is greener,[This review was collected as part of a promotion.] I applied this product as instructed and watered in the morning a few times . My grass appears greener now .,syndicated reviews,0.0,5,0,0,0,Yes,[this review was collected as part of a promotion.] i applied this product as instructed and watered in the morning a few times . my grass appears greener now .,6/24/2022,30,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9973546862602234,,"('', 'efficient', 'effective', 'ease of use', '')"
123,Garden,140435,"Lilly Miller Super Sweet Lime 25lb Bag
",http://www.homedepot.com/p/100183505,Homedepot,PenningtonFertilizer,100183505,100183505,No,2022-06-15T00:00:00,2022,6,24,Great product. Been using for years.  Works well on...,Great product. Been using for years.  Works well on veggies and lawn and is half the price of Scotts.,organic reviews,0.0,4,0,0,0,No,great product. been using for years.  works well on veggies and lawn and is half the price of scotts.,6/15/2022,20,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9977786540985107,,"('cost', 'efficient', 'effective', 'ease of use', '')"
124,Garden,4926,Pennington UltraGreen Lawn Fertilizer 30-0-4,https://www.amazon.com/Pennington-100536576-UltraGreen-Fertilizer-Covers/dp/B07N29CHQ1/ref=sr_1_1?keywords=021496019901&qid=1637068445&sr=8-1,Amazon,PenningtonFertilizer,B07N29CHQ1,B07N29CHQ1,No,2021-07-25T00:00:00,2021,7,29,dissolve problem,"Im not sure, but it seems to have a problem dissolving. I followed the instructions to a T and when the watering began, all of the pellets remained intact and did not dissolve at all!",organic reviews,13.48,3,0,0,0,No,"im not sure, but it seems to have a problem dissolving. i followed the instructions to a t and when the watering began, all of the pellets remained intact and did not dissolve at all!",7/25/2021,35,,0.0,0.0,0.0,0.0,neutral,,,,,0.47696951031684875,other,"('', '', '', '', 'other')"
125,Garden,142332,Ironite Mineral Supplement 1-0-1 by Pennington 15lb bag ,http://www.homedepot.com/p/205561089,Homedepot,PenningtonFertilizer,205561089,205561089,No,2022-06-23T00:00:00,2022,6,25,Works Great!,[This review was collected as part of a promotion.] Really helped with several bald patches in our yard. Helped the existing grass really look greener.,syndicated reviews,19.98,5,1,0,0,Yes,[this review was collected as part of a promotion.] really helped with several bald patches in our yard. helped the existing grass really look greener.,6/23/2022,25,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9978904724121094,,"('', 'efficient', 'effective', '', '')"
126,Garden,4943,Pennington UltraGreen Weed and Feed 30-0-4,https://www.amazon.com/Pennington-100536600-UltraGreen-Fertilizer-Covers/dp/B07N29LSZ1/ref=sr_1_1?keywords=021496019949&qid=1637068532&sr=8-1,Amazon,PenningtonFertilizer,B07N29LSZ1,B07N29LSZ1,No,2021-09-20T00:00:00,2021,9,38,Weeds dont stand a chance!,"Used this product on backyard which has tendency to get a lot of weeds. This product dries up really overly wet patches, killed weeds, and grass looks healthier and more lush.",organic reviews,19.98,5,0,0,0,No,"used this product on backyard which has tendency to get a lot of weeds. this product dries up really overly wet patches, killed weeds, and grass looks healthier and more lush.",9/20/2021,31,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.999140739440918,,"('', 'efficient', 'effective', '', '')"
127,Garden,7141,Alaska 5-1-1 Fish Fertilizer 1 Gal (concentrate),http://www.homedepot.com/p/t/100211859,Homedepot,PenningtonFertilizer,100211859,202949934,Yes,2021-10-17T00:00:00,2021,10,41,Very helpful in the garden...,Very helpful in the garden,organic reviews,24.99,4,0,0,0,No,very helpful in the garden,10/17/2021,5,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9977360963821411,,"('', 'efficient', 'effective', 'ease of use', '')"
128,Garden,140787,Ironite 1-0-1 3lb bag,http://www.homedepot.com/p/205602145,Homedepot,PenningtonFertilizer,205602145,205602145,No,2022-06-16T00:00:00,2022,6,24,Pennington pet & Garden mineral for lawn,[This review was collected as part of a promotion.] Oh wow this Pennington pet and garden mineral ironite has done wonders to my lawn the grass is growing faster and longer and fluffier love all the even green color,syndicated reviews,0.0,5,1,0,0,Yes,[this review was collected as part of a promotion.] oh wow this pennington pet and garden mineral ironite has done wonders to my lawn the grass is growing faster and longer and fluffier love all the even green color,6/16/2022,39,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9989332556724548,,"('', 'efficient', 'effective', '', '')"
129,Garden,25459,Pennington UltraGreen Starter Fertilizer 22-23-4 14lb,http://www.homedepot.com/p/t/312265336,Homedepot,PenningtonFertilizer,312265336,312265336,No,2021-06-03T00:00:00,2021,6,22,After one application early Spring I can see my lawn...,After one application early Spring I can see my lawn is a little healthier and thicker but I am not sure that because of the Pennington fertilizer or because of what I have done for the lawn. Before putting down Pennington fertilizer I hand raked the  whole lawn then put down leafgro and seeded.,organic reviews,16.98,4,0,0,0,No,after one application early spring i can see my lawn is a little healthier and thicker but i am not sure that because of the pennington fertilizer or because of what i have done for the lawn. before putting down pennington fertilizer i hand raked the  whole lawn then put down leafgro and seeded.,6/3/2021,55,,0.0,0.0,0.0,0.0,neutral,,,effective,,0.7373119592666626,,"('', '', 'effective', '', '')"
130,Garden,131447,Alaska 5-1-1 Fish Fertilizer 1 Gal (concentrate),http://www.homedepot.com/p/202949934,Homedepot,PenningtonFertilizer,100211859,202949934,Yes,2022-05-26T00:00:00,2022,5,21,I love this stuff - I use it on everything...,I love this stuff - I use it on everything,organic reviews,20.52,5,0,0,0,No,i love this stuff - i use it on everything,5/26/2022,10,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9947517514228821,,"('', 'efficient', 'effective', 'ease of use', '')"
131,Garden,78021,Pennington UltraGreen Weed and Feed 30-0-4,https://www.amazon.com/dp/B07N29LSZ1,Amazon,PenningtonFertilizer,B07N29LSZ1,B07N29LSZ1,No,2022-03-26T00:00:00,2022,3,12,After spreading I do have more weeds than I have before applying.,More weed after applying,organic reviews,22.99,3,0,0,0,No,more weed after applying,3/26/2022,4,,0.0,0.0,0.0,0.0,neutral,,,effective,,0.9700897932052612,,"('', '', 'effective', '', '')"
132,Garden,78043,"Lilly Miller Super Sweet Lime 25lb Bag
",http://www.homedepot.com/p/100183505,Homedepot,PenningtonFertilizer,100183505,100183505,No,2022-03-22T00:00:00,2022,3,12,Grass is turning green in only 6 days...,Grass is turning green in only 6 days,organic reviews,0.0,4,0,0,0,No,grass is turning green in only 6 days,3/22/2022,8,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,,0.9794237613677979,,"('', 'efficient', 'effective', '', '')"
133,Garden,140812,Ironite 1-0-1 3lb bag,http://www.homedepot.com/p/205602145,Homedepot,PenningtonFertilizer,205602145,205602145,No,2022-06-17T00:00:00,2022,6,24,Ironite is Fantastic,"[This review was collected as part of a promotion.] my lawn and bushes have never looked so green. After only a few short days of using Ironite mineral supplement, my lawn looks healthier than it has ever looked. Just a few simple steps to spread the minerals and you are good to go. Super happy with the results!",syndicated reviews,0.0,5,0,0,0,Yes,"[this review was collected as part of a promotion.] my lawn and bushes have never looked so green. after only a few short days of using ironite mineral supplement, my lawn looks healthier than it has ever looked. just a few simple steps to spread the minerals and you are good to go. super happy with the results!",6/17/2022,58,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.998814582824707,,"('', 'efficient', 'effective', 'ease of use', '')"
134,Garden,25569,Pennington UltraGreen Lawn Fertilizer 30-0-4,http://www.homedepot.com/p/t/312265378,Homedepot,PenningtonFertilizer,312265378,312265378,No,2021-09-21T00:00:00,2021,9,38,Pennington  superb fertilizer,Results have met my expectations,organic reviews,13.48,5,0,0,0,No,results have met my expectations,9/21/2021,5,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9953657984733582,,"('', 'efficient', 'effective', 'ease of use', '')"
135,Garden,77011,Pennington UltraGreen Lawn Fertilizer 30-0-4,https://www.amazon.com/Pennington-100536576-UltraGreen-Fertilizer-Covers/dp/B07N29CHQ1/ref=sr_1_1?keywords=021496019901&qid=1637068445&sr=8-1,Amazon,PenningtonFertilizer,B07N29CHQ1,B07N29CHQ1,No,2022-03-15T00:00:00,2022,3,11,Excellent product,Excellent,organic reviews,17.58,5,0,0,0,No,excellent,3/15/2022,1,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9910727739334106,,"('', 'efficient', 'effective', 'ease of use', '')"
136,Garden,131515,Alaska 0-10-10 Morbloom Fertilizer 32 oz bottle (concentrate),http://www.homedepot.com/p/202817750,Homedepot,PenningtonFertilizer,202817750,202817750,Yes,2022-05-17T00:00:00,2022,5,20,Easy to use and works just fine. Doesnt smell as...,Easy to use and works just fine. Doesnt smell as bad as the fish nitrogen but its still pretty strong.,organic reviews,9.97,5,0,0,0,No,easy to use and works just fine. doesnt smell as bad as the fish nitrogen but its still pretty strong.,5/17/2022,20,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9964792728424072,,"('', 'efficient', 'effective', 'ease of use', '')"
