,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,other_m,align_type
82,Garden,5348,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-07-22T00:00:00,2021,7,29,A slugs worst nighmare.,Kills the slugs dead over night. A must for my garden.,organic reviews,11.96,5,0,0,0,No,kills the slugs dead over night. a must for my garden.,2021-07-22,11,neutral,,efficient,effective,,0.9964912533760071,,"('', 'efficient', 'effective', '', '')"
83,Garden,110619,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-04T00:00:00,2022,5,18,I put 16 pounds around the perimeter of my house...,I put 16 pounds around the perimeter of my house and I havent seen a snail since then.,organic reviews,13.97,5,0,0,0,No,i put 16 pounds around the perimeter of my house and i havent seen a snail since then.,2022-05-04,18,neutral,,efficient,effective,,0.9953711628913879,,"('', 'efficient', 'effective', '', '')"
84,Garden,150342,Corry’s Slug & Snail Killer 1.75lb,https://www.walmart.com//ip/Corry-s-Ready-to-Use-Pellets-Slug-and-Snail-Killer-1-75-lbs/35610011?selected=true,Walmart,Corrys,35610011,35610011,No,2022-06-18T00:00:00,2022,6,24,I like your old mix better.,This works on slugs and snails but where is your insect one now.,syndicated reviews,7.76,3,0,0,0,No,this works on slugs and snails but where is your insect one now.,2022-06-18,13,neutral,,,effective,,0.996058464050293,,"('', '', 'effective', '', '')"
85,Garden,131568,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-19T00:00:00,2022,5,20,Slug killer,Not sure if it works.,organic reviews,7.97,1,0,0,0,No,not sure if it works.,2022-05-19,5,negative,,,,,0.6370143294334412,other,"('', '', '', '', 'other')"
86,Garden,77094,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-03-16T00:00:00,2022,3,11,Get rid of garden slugs,I use Corrys every spring and summer. Keeps slugs away.,organic reviews,23.97,5,0,0,0,No,i use corrys every spring and summer. keeps slugs away.,2022-03-16,10,neutral,,efficient,effective,,0.9957491159439087,,"('', 'efficient', 'effective', '', '')"
87,Garden,79102,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-04-01T00:00:00,2022,4,13,I used a liquid slug bait called Deadline.  I...,"I used a liquid slug bait called Deadline.  I prefer it to dry slug bait, but cant find it anywhere.",organic reviews,13.97,3,0,0,0,No,"i used a liquid slug bait called deadline.  i prefer it to dry slug bait, but cant find it anywhere.",2022-04-01,21,negative,,,,,0.6299293637275696,other,"('', '', '', '', 'other')"
88,Garden,72181,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-01-30T00:00:00,2022,1,4,Reliable/easy to spread and does the job.....,Reliable/easy to spread and does the job..,organic reviews,7.97,4,0,0,0,No,reliable/easy to spread and does the job..,2022-01-30,7,positive,,efficient,effective,ease of use,0.997312605381012,,"('', 'efficient', 'effective', 'ease of use', '')"
89,Garden,5194,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-07-30T00:00:00,2021,7,30,Facil de usar y efectivo en la elimination de babosas,pequena. Las bonuses en la.mayoria,organic reviews,11.96,5,0,0,0,No,pequena. las bonuses en la.mayoria,2021-07-30,5,neutral,,,effective,,0.8494223356246948,,"('', '', 'effective', '', '')"
90,Garden,141501,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-30T00:00:00,2022,6,26,"It works to stop slugs eating your plants, however, it...","It works to stop slugs eating your plants, however, it only lasts for about 2 weeks.Ibought onelast yer that lasted for month at Home Depot.",organic reviews,23.97,3,0,0,0,No,"it works to stop slugs eating your plants, however, it only lasts for about 2 weeks.ibought onelast yer that lasted for month at home depot.",2022-06-30,25,neutral,,,effective,,0.8781273365020752,,"('', '', 'effective', '', '')"
91,Garden,80163,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-06T00:00:00,2022,4,14,I use this every spring through fall. It keeps the...,I use this every spring through fall. It keeps the snails and slugs away from flowers. I put it down a few weeks before I start planting.,organic reviews,7.97,5,0,0,0,No,i use this every spring through fall. it keeps the snails and slugs away from flowers. i put it down a few weeks before i start planting.,2022-04-06,27,neutral,,efficient,effective,,0.9979789853096008,,"('', 'efficient', 'effective', '', '')"
92,Garden,110624,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-05T00:00:00,2022,5,18,"Since applying this around my hostas, the slugs and snails...","Since applying this around my hostas, the slugs and snails have stopped chewing holes through them. It works!!",organic reviews,13.97,5,0,0,0,No,"since applying this around my hostas, the slugs and snails have stopped chewing holes through them. it works!!",2022-05-05,18,positive,,efficient,effective,,0.9989197254180908,,"('', 'efficient', 'effective', '', '')"
93,Garden,14384,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-09-21T00:00:00,2021,9,38,Excellent product - slugs all gone....,Excellent product - slugs all gone.,organic reviews,7.64,5,0,0,0,No,excellent product - slugs all gone.,2021-09-21,6,positive,,efficient,effective,ease of use,0.9977751970291138,,"('', 'efficient', 'effective', 'ease of use', '')"
94,Garden,140209,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-24T00:00:00,2022,6,25,It really works!,"I found slugs eating leaves of young flowers. After applying this product, I found 2 dead slugs and have not found any more slugs and flowers are thriving!",organic reviews,25.98,5,0,0,0,No,"i found slugs eating leaves of young flowers. after applying this product, i found 2 dead slugs and have not found any more slugs and flowers are thriving!",2022-06-24,28,negative,cost,efficient,effective,,0.9980220794677734,,"('cost', 'efficient', 'effective', '', '')"
95,Garden,131576,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-19T00:00:00,2022,5,20,Pour a little pile away from your problem area and...,Pour a little pile away from your problem area and those little bugger will go to it,organic reviews,13.97,5,0,0,0,No,pour a little pile away from your problem area and those little bugger will go to it,2022-05-19,17,negative,,efficient,effective,ease of use,0.9983235001564026,,"('', 'efficient', 'effective', 'ease of use', '')"
96,Garden,141465,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-06-30T00:00:00,2022,6,26,Corrys slug & Snail killer,Good for killing the large (African) snails The price has more than doubled since the last time I bought it,organic reviews,7.97,5,0,0,0,No,good for killing the large (african) snails the price has more than doubled since the last time i bought it,2022-06-30,20,negative,cost,efficient,effective,,0.9978837370872498,,"('cost', 'efficient', 'effective', '', '')"
97,Garden,68068,Corry's Moss B Ware 3lb,https://www.walmart.com//ip/Corry-s-Moss-B-Ware-Moss-Killer-Herbicide-3-lb-Shaker/16794595?selected=true,Walmart,Corrys,16794595,16794595,No,2021-06-24T00:00:00,2021,6,25,To remove my nasty moss.,"I had a small amount of moss and soon to be away. I cannot wait to see no more moss. This review was collected as part of a promotion, and the opinions are my own.",organic reviews,12.88,5,0,0,0,Yes,"i had a small amount of moss and soon to be away. i cannot wait to see no more moss. this review was collected as part of a promotion, and the opinions are my own.",2021-06-24,35,positive,,,effective,,0.708926260471344,,"('', '', 'effective', '', '')"
98,Garden,68051,Corry’s Slug & Snail Killer 1.75lb,https://www.walmart.com//ip/Corry-s-Ready-to-Use-Pellets-Slug-and-Snail-Killer-1-75-lbs/35610011?selected=true,Walmart,Corrys,35610011,35610011,No,2021-06-15T00:00:00,2021,6,24,Get it!,This stuff works! I purchased this when the snails crossed the line and started attacking my giant succulents.,organic reviews,8.14,5,0,0,0,No,this stuff works! i purchased this when the snails crossed the line and started attacking my giant succulents.,2021-06-15,18,positive,cost,efficient,effective,,0.9990558624267578,,"('cost', 'efficient', 'effective', '', '')"
99,Garden,141496,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-16T00:00:00,2022,6,24,All the snails that were eating my plants are dead...,All the snails that were eating my plants are dead now.,organic reviews,13.97,4,0,0,0,No,all the snails that were eating my plants are dead now.,2022-06-16,11,negative,,efficient,effective,,0.9960008263587952,,"('', 'efficient', 'effective', '', '')"
100,Garden,80009,Corry’s Slug & Snail Killer 1.75lb,https://www.amazon.com/dp/B001M5CEFQ,Amazon,Corrys,B001M5CEFQ,B001M5CEFQ,No,2022-04-09T00:00:00,2022,4,14,Snail bait,Works great,organic reviews,7.76,5,0,0,0,No,works great,2022-04-09,2,positive,,efficient,effective,ease of use,0.9985783696174622,,"('', 'efficient', 'effective', 'ease of use', '')"
101,Garden,68076,Corry's Moss B Ware 3lb,https://www.walmart.com//ip/Corry-s-Moss-B-Ware-Moss-Killer-Herbicide-3-lb-Shaker/16794595?selected=true,Walmart,Corrys,16794595,16794595,No,2021-06-25T00:00:00,2021,6,25,Simple!,"i really enjoyed using Corrys moss bware. It worked well and was easy to use.  I loved that one container was enough for my roof and it was simple to apply without any tools. as an avid gardener I was concerned for my plants but happy to see they werent harmed at all!This review was collected as part of a promotion, and the opinions are my own.",organic reviews,12.88,5,0,0,0,Yes,"i really enjoyed using corrys moss bware. it worked well and was easy to use.  i loved that one container was enough for my roof and it was simple to apply without any tools. as an avid gardener i was concerned for my plants but happy to see they werent harmed at all!this review was collected as part of a promotion, and the opinions are my own.",2021-06-25,68,positive,,efficient,effective,ease of use,0.9947487115859985,,"('', 'efficient', 'effective', 'ease of use', '')"
102,Garden,80164,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-05T00:00:00,2022,4,14,Slug and Snail killer,I spread this in my garden ... no snail or slug issues since. great stuff..!!,organic reviews,7.97,5,0,0,0,No,i spread this in my garden ... no snail or slug issues since. great stuff..!!,2022-04-05,15,positive,,efficient,effective,ease of use,0.9971729516983032,,"('', 'efficient', 'effective', 'ease of use', '')"
103,Garden,68066,Corry's Moss B Ware 3lb,https://www.walmart.com//ip/Corry-s-Moss-B-Ware-Moss-Killer-Herbicide-3-lb-Shaker/16794595?selected=true,Walmart,Corrys,16794595,16794595,No,2021-06-26T00:00:00,2021,6,25,Corrys b ware works,"This is our second time purchasing Corrys Moss B ware. It works wonderfully on our roof. We have a section of our carport roof that collects moss every year and it disappears with one treatment of moss b ware. This review was collected as part of a promotion, and the opinions are my own.",organic reviews,12.88,5,0,0,0,Yes,"this is our second time purchasing corrys moss b ware. it works wonderfully on our roof. we have a section of our carport roof that collects moss every year and it disappears with one treatment of moss b ware. this review was collected as part of a promotion, and the opinions are my own.",2021-06-26,54,positive,,efficient,effective,ease of use,0.9990130662918091,,"('', 'efficient', 'effective', 'ease of use', '')"
104,Garden,5359,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-10-13T00:00:00,2021,10,41,Works well,"We have had quite the slug infestation. For 3 nights straight I was outside grabbing slugs off my hedges and disposing of them. Probably collected 20-30 a night, but didnt seem to make a dent. Waited until I knew we wouldnt have rain for a few days. Sprinkled all around my shrubs. In a couple days Ive seen less and less slugs and snails on my hedges. I have been finding these dried out slugs all over my patio and driveway. Would recommend buying a bigger box.",organic reviews,11.96,5,1,0,0,No,"we have had quite the slug infestation. for 3 nights straight i was outside grabbing slugs off my hedges and disposing of them. probably collected 20-30 a night, but didnt seem to make a dent. waited until i knew we wouldnt have rain for a few days. sprinkled all around my shrubs. in a couple days ive seen less and less slugs and snails on my hedges. i have been finding these dried out slugs all over my patio and driveway. would recommend buying a bigger box.",2021-10-13,87,negative,cost,,,,0.7464430928230286,,"('cost', '', '', '', '')"
105,Garden,140197,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-24T00:00:00,2022,6,25,Slow to act,"It may be safe for birds and pets, but only kills snails and slugs, and takes several days to do that.",organic reviews,25.98,3,0,0,0,No,"it may be safe for birds and pets, but only kills snails and slugs, and takes several days to do that.",2022-06-24,21,negative,cost,,,,0.7060641646385193,,"('cost', '', '', '', '')"
106,Garden,14468,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-07-17T00:00:00,2021,7,28,This log and snail killer works fantastic...,This log and snail killer works fantastic,organic reviews,7.64,5,0,0,0,No,this log and snail killer works fantastic,2021-07-17,7,positive,,efficient,effective,,0.9996182322502136,,"('', 'efficient', 'effective', '', '')"
107,Garden,90137,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-14T00:00:00,2022,4,15,Keeps the snails away....,Keeps the snails away.,organic reviews,23.97,5,0,0,0,No,keeps the snails away.,2022-04-14,4,neutral,,efficient,effective,,0.9975249767303467,,"('', 'efficient', 'effective', '', '')"
108,Garden,77095,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-03-16T00:00:00,2022,3,11,"They eat curl up in their shell and die, die,...","They eat curl up in their shell and die, die, deadIts that simple.",organic reviews,23.97,4,0,0,0,No,"they eat curl up in their shell and die, die, deadits that simple.",2022-03-16,13,negative,,efficient,effective,ease of use,0.9953610301017761,,"('', 'efficient', 'effective', 'ease of use', '')"
109,Garden,131578,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-22T00:00:00,2022,5,20,Great product it works well...,Great product it works well,organic reviews,13.97,4,0,0,0,No,great product it works well,2022-05-22,5,positive,,efficient,effective,ease of use,0.9991118907928467,,"('', 'efficient', 'effective', 'ease of use', '')"
110,Garden,100242,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-04-19T00:00:00,2022,4,16,Product works great....,Product works great.,organic reviews,13.97,5,0,0,0,No,product works great.,2022-04-19,3,positive,,efficient,effective,ease of use,0.9984984993934631,,"('', 'efficient', 'effective', 'ease of use', '')"
111,Garden,5199,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-06-30T00:00:00,2021,6,26,No more slime on your fingers ,Before this I was catching 20 to 30 snails a night Corey slugs is the greatest I may go out and not do not one at most I might catch one or two I live in the city but have a garden I threw it all over my small yard its about every two weeks youll be happy no more slime on your fingers,organic reviews,11.96,5,0,0,2,No,before this i was catching 20 to 30 snails a night corey slugs is the greatest i may go out and not do not one at most i might catch one or two i live in the city but have a garden i threw it all over my small yard its about every two weeks youll be happy no more slime on your fingers,2021-06-30,64,positive,,,effective,,0.9836430549621582,,"('', '', 'effective', '', '')"
112,Garden,131612,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-05-27T00:00:00,2022,5,21,Easily takes care of the problem....,Easily takes care of the problem.,organic reviews,23.97,5,0,0,0,No,easily takes care of the problem.,2022-05-27,6,neutral,,efficient,effective,ease of use,0.9984426498413086,,"('', 'efficient', 'effective', 'ease of use', '')"
113,Garden,130147,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-05-27T00:00:00,2022,5,21,No slugs!,We use to get a ton of giant slugs each summer. A sprinkle around the patio and no more.,organic reviews,12.46,5,0,0,0,No,we use to get a ton of giant slugs each summer. a sprinkle around the patio and no more.,2022-05-27,19,negative,,,,,0.452252596616745,other,"('', '', '', '', 'other')"
114,Garden,141489,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-23T00:00:00,2022,6,25,Effective but moldy?,"This is my go-to product to protect my gardens. It is very effective,  but in particularly wet seasons I have to apply more frequently.  I am not sure if it was our weather or the product but the pellets got fuzzy moldy which is gross when i used it around my vegetables.",organic reviews,13.97,5,0,0,0,No,"this is my go-to product to protect my gardens. it is very effective,  but in particularly wet seasons i have to apply more frequently.  i am not sure if it was our weather or the product but the pellets got fuzzy moldy which is gross when i used it around my vegetables.",2022-06-23,54,positive,,efficient,effective,,0.9928595423698425,,"('', 'efficient', 'effective', '', '')"
115,Garden,14623,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-07-09T00:00:00,2021,7,27,I used this and did not see any slug. let...,I used this and did not see any slug. let us wait and see any luck,organic reviews,7.64,2,0,0,0,No,i used this and did not see any slug. let us wait and see any luck,2021-07-09,16,neutral,,,effective,ease of use,0.9608065485954285,,"('', '', 'effective', 'ease of use', '')"
116,Garden,141473,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-01T00:00:00,2022,6,22,"Doesnt work, looks like more snails were reproduced....","Doesnt work, looks like more snails were reproduced.",organic reviews,13.97,1,0,0,0,No,"doesnt work, looks like more snails were reproduced.",2022-06-01,8,negative,,,,,0.6477600336074829,other,"('', '', '', '', 'other')"
117,Garden,5385,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-08-12T00:00:00,2021,8,32,it works,It works and isnt harmful to people or pets,organic reviews,11.96,5,0,0,0,No,it works and isnt harmful to people or pets,2021-08-12,9,positive,,efficient,effective,ease of use,0.9973976016044617,,"('', 'efficient', 'effective', 'ease of use', '')"
118,Garden,130151,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-05-29T00:00:00,2022,5,21,This Works,No more stepping on them!,organic reviews,12.46,5,0,0,0,No,no more stepping on them!,2022-05-29,5,neutral,,efficient,effective,,0.92436283826828,,"('', 'efficient', 'effective', '', '')"
119,Garden,140206,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-03T00:00:00,2022,6,22,It instantly worked! no snails in plants or side walk! amazing!,it instantly worked.,organic reviews,25.98,5,0,0,0,No,it instantly worked.,2022-06-03,3,positive,,efficient,effective,ease of use,0.9984642863273621,,"('', 'efficient', 'effective', 'ease of use', '')"
120,Garden,141443,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-06-01T00:00:00,2022,6,22,"Doesnt work, looks like more snails were reproduced....","Doesnt work, looks like more snails were reproduced.",organic reviews,7.97,1,0,0,0,No,"doesnt work, looks like more snails were reproduced.",2022-06-01,8,negative,,,,,0.6477600336074829,other,"('', '', '', '', 'other')"
121,Garden,68072,Corry's Moss B Ware 3lb,https://www.walmart.com//ip/Corry-s-Moss-B-Ware-Moss-Killer-Herbicide-3-lb-Shaker/16794595?selected=true,Walmart,Corrys,16794595,16794595,No,2021-06-29T00:00:00,2021,6,26,Great for killing moss,This is a great product to get rid of moss.  One container covers up to 3000 square feet. Very easy to use on roofs and sidewalks. I like that it has a child-proof cap. This review was collected as part of a promotion and the opinions are my own.,organic reviews,12.88,5,0,0,0,Yes,this is a great product to get rid of moss.  one container covers up to 3000 square feet. very easy to use on roofs and sidewalks. i like that it has a child-proof cap. this review was collected as part of a promotion and the opinions are my own.,2021-06-29,50,positive,,efficient,effective,ease of use,0.9979023933410645,,"('', 'efficient', 'effective', 'ease of use', '')"
122,Garden,131584,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-18T00:00:00,2022,5,20,bird food,"I put this out and around , slugs use it to get a better reach up . The Blue Jays gather it up every time I put it out , I have no idea why . I much prefer the old mix .",syndicated reviews,13.97,2,0,0,0,No,"i put this out and around , slugs use it to get a better reach up . the blue jays gather it up every time i put it out , i have no idea why . i much prefer the old mix .",2022-05-18,43,neutral,,,effective,,0.8572850227355957,,"('', '', 'effective', '', '')"
123,Garden,131561,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-26T00:00:00,2022,5,21,I can use for 1 time it all gone. Really...,I can use for 1 time it all gone. Really it is very good.,organic reviews,7.97,5,0,0,0,No,i can use for 1 time it all gone. really it is very good.,2022-05-26,14,positive,,efficient,effective,ease of use,0.9965962767601013,,"('', 'efficient', 'effective', 'ease of use', '')"
124,Garden,90126,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-13T00:00:00,2022,4,15,The snails and slugs are now decomposing in the back...,"The snails and slugs are now decomposing in the back yard, as intended. The snails that escaped vowed vengeance, so Ill need some more. As soon as they get here. Sometime later this week. Theyre moving very, very, slowly. Im kinda scared.",organic reviews,7.97,5,0,0,0,No,"the snails and slugs are now decomposing in the back yard, as intended. the snails that escaped vowed vengeance, so ill need some more. as soon as they get here. sometime later this week. theyre moving very, very, slowly. im kinda scared.",2022-04-13,42,negative,,,effective,,0.9824344515800476,,"('', '', 'effective', '', '')"
125,Garden,5371,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-11-02T00:00:00,2021,11,44,slug removal,didnt work at my house,organic reviews,11.96,3,0,0,0,No,didnt work at my house,2021-11-02,5,neutral,,,,,0.6804770827293396,other,"('', '', '', '', 'other')"
126,Garden,72039,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-01-24T00:00:00,2022,1,4,Flavor??? people dont eat this amazon bot!,Good value works on the horde of slugs I now have at my new home. Please dont feed to people. No matter what the Amazon bot recommends. Also its safe around dogs.,organic reviews,11.96,5,0,0,0,No,good value works on the horde of slugs i now have at my new home. please dont feed to people. no matter what the amazon bot recommends. also its safe around dogs.,2022-01-24,32,neutral,cost,efficient,effective,,0.9941025376319885,,"('cost', 'efficient', 'effective', '', '')"
127,Garden,5226,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-06-30T00:00:00,2021,6,26,I still have slugs,Still have slugs even though I have put it out several times. High cost for a product that did not work,organic reviews,11.96,2,0,0,0,No,still have slugs even though i have put it out several times. high cost for a product that did not work,2021-06-30,21,negative,cost,,,,0.9710718393325806,,"('cost', '', '', '', '')"
128,Garden,110634,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-05-05T00:00:00,2022,5,18,"Since applying this around my hostas, the slugs and snails...","Since applying this around my hostas, the slugs and snails have stopped chewing holes through them. It works!!",organic reviews,23.97,5,0,0,0,No,"since applying this around my hostas, the slugs and snails have stopped chewing holes through them. it works!!",2022-05-05,18,positive,,efficient,effective,,0.9989197254180908,,"('', 'efficient', 'effective', '', '')"
129,Garden,14458,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-07-16T00:00:00,2021,7,28,I really dont see its working yet...,I really dont see its working yet,organic reviews,7.64,2,0,0,0,No,i really dont see its working yet,2021-07-16,7,negative,,,,,0.6841567158699036,other,"('', '', '', '', 'other')"
130,Garden,5320,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-10-14T00:00:00,2021,10,41,Works GREAT!!!,"Before I used this I had a horrible problem with slugs in my garden, now NONE!!",organic reviews,11.96,5,0,0,0,No,"before i used this i had a horrible problem with slugs in my garden, now none!!",2021-10-14,16,negative,,efficient,effective,,0.9965311884880066,,"('', 'efficient', 'effective', '', '')"
131,Garden,110632,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-05-05T00:00:00,2022,5,18,Havent seen any snails since I put it out....,Havent seen any snails since I put it out.,organic reviews,23.97,5,0,0,0,No,havent seen any snails since i put it out.,2022-05-05,9,negative,,,effective,,0.9816806316375732,,"('', '', 'effective', '', '')"
132,Garden,110614,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-05T00:00:00,2022,5,18,"Since applying this around my hostas, the slugs and snails...","Since applying this around my hostas, the slugs and snails have stopped chewing holes through them. It works!!",organic reviews,7.97,5,0,0,0,No,"since applying this around my hostas, the slugs and snails have stopped chewing holes through them. it works!!",2022-05-05,18,positive,,efficient,effective,,0.9989197254180908,,"('', 'efficient', 'effective', '', '')"
133,Garden,68064,Corry's Moss B Ware 3lb,https://www.walmart.com//ip/Corry-s-Moss-B-Ware-Moss-Killer-Herbicide-3-lb-Shaker/16794595?selected=true,Walmart,Corrys,16794595,16794595,No,2021-06-25T00:00:00,2021,6,25,Bye-bye moss!,"I like that its a 3 pound Can which covers up to 3000 ft. and I like that I can use it on the roof patios or walkways.  Ive used these kinds of products before so I know that it works and I know that Correys is a reliable brand.  This review was collected as part of a promotion, and the opinions are my own.",organic reviews,12.88,5,0,0,0,Yes,"i like that its a 3 pound can which covers up to 3000 ft. and i like that i can use it on the roof patios or walkways.  ive used these kinds of products before so i know that it works and i know that correys is a reliable brand.  this review was collected as part of a promotion, and the opinions are my own.",2021-06-25,67,positive,,efficient,effective,ease of use,0.9847700595855713,,"('', 'efficient', 'effective', 'ease of use', '')"
134,Garden,14637,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-06-14T00:00:00,2021,6,24,This product helps me get ridsnails and slugs quickly....,This product helps me get ridsnails and slugs quickly.,organic reviews,7.64,5,0,0,0,No,this product helps me get ridsnails and slugs quickly.,2021-06-14,9,positive,,efficient,effective,ease of use,0.998423159122467,,"('', 'efficient', 'effective', 'ease of use', '')"
135,Garden,130142,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-05-28T00:00:00,2022,5,21,No more plant damage!!!,Placed around plants as directed. There has been no more damage on my plants since!!! Worked like a charm.,organic reviews,12.46,5,0,0,0,No,placed around plants as directed. there has been no more damage on my plants since!!! worked like a charm.,2022-05-28,19,positive,,efficient,effective,ease of use,0.9986379742622375,,"('', 'efficient', 'effective', 'ease of use', '')"
