,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost,ease of use,effective,efficient
26870,Garden,142802,Smart Seed Dense Shade Mixture 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933301,314933301,Yes,2022-06-01T00:00:00,2022,6,22,After 3 weeks I still have no growth. New soil...,After 3 weeks I still have no growth. New soil and watered every day.,organic reviews,11.25,1,0,0,0,No,after 3 weeks i still have no growth. new soil and watered every day.,6/1/2022,14,,,,,
24069,Garden,136183,Smart Seed Dense Shade Mixture 3lb bag,https://www.lowes.com/pd/Pennington-Smart-Seed-Dense-Shade-7-lb-Mixture-Blend-Grass-Seed/5013148065,Lowes,Pennington Grass,5013148071,5013148071,Yes,2022-05-20T00:00:00,2022,5,20,Great shade tree grass,"[This review was collected as part of a promotion.] I applied this to my front lawn underneath my two large shade trees, and it seems like the grass is starting to grow but only time will tell how it lasts. So far its great.",syndicated reviews,18.38,5,0,0,0,Yes,"[this review was collected as part of a promotion.] i applied this to my front lawn underneath my two large shade trees, and it seems like the grass is starting to grow but only time will tell how it lasts. so far its great.",5/20/2022,44,,,,,
9137,Garden,69009,Kentucky 31 Tall Fescue,https://www.homedepot.com/p/Pennington-10-lbs-Kentucky-31-Tall-Fescue-Penkoted-Grass-Seed-100521768/204711466,Homedepot,Pennington Grass,204711466,306924565,Yes,2021-07-23T00:00:00,2021,7,29,"My yard is beautiful, full and lush.","My yard is beautiful, full and lush.",organic reviews,21.98,5,0,0,0,No,"my yard is beautiful, full and lush.",7/23/2021,7,,,,,
9132,Garden,69004,Kentucky 31 Tall Fescue,https://www.homedepot.com/p/Pennington-10-lbs-Kentucky-31-Tall-Fescue-Penkoted-Grass-Seed-100521768/204711466,Homedepot,Pennington Grass,204711466,306924565,Yes,2021-06-09T00:00:00,2021,6,23,Less than 10% of the area seeded produced grass...,Less than 10% of the area seeded produced grass,organic reviews,21.98,1,0,0,0,No,less than 10% of the area seeded produced grass,6/9/2021,9,,,,,
413,Garden,3387,AMDRO Ant Block Home Perimeter Ant Bait 24oz,https://www.amazon.com/dp/B000QDEQ7E,Amazon,Amdro,B000QDEQ7E,B000QDEQ7E,No,2021-11-01T00:00:00,2021,11,44,It kills ants!!!,Ive tried them all over the years and this is the BEST. It kills 25 different kinds. I stood and watched as the ants grabbed pieces of poison and took it down into the mound. Some of the mounds had no activity whatsoever the next day. Others mounds took two days to show no activity. They did not move somewhere else and start a new mound. IT KILLED THEM (when the queen dies....the mound dies)Follow the instructions carefully.,organic reviews,14.47,5,0,0,0,No,ive tried them all over the years and this is the best. it kills 25 different kinds. i stood and watched as the ants grabbed pieces of poison and took it down into the mound. some of the mounds had no activity whatsoever the next day. others mounds took two days to show no activity. they did not move somewhere else and start a new mound. it killed them (when the queen dies....the mound dies)follow the instructions carefully.,11/1/2021,78,,,,,
28147,Garden,150059,Pennington Mealworm Pouch Wild Bird,https://www.walmart.com//ip/Pennington-Mealworms-Wild-Bird-Food-17-6-oz-Bag/642853603?selected=true,Walmart,Pennington Bird,642853603,503445691,Yes,2022-05-20T00:00:00,2022,5,20,The birds love it!,"We have lived in the same house for over 40 years and never had Bluebirds. After trying the product for less than a month, we had frequent Bluebird visits as well as other birds, We started with small bags, but the number increased to the point that we now buy the large bags.",organic reviews,13.87,5,0,0,0,No,"we have lived in the same house for over 40 years and never had bluebirds. after trying the product for less than a month, we had frequent bluebird visits as well as other birds, we started with small bags, but the number increased to the point that we now buy the large bags.",5/20/2022,53,,,,,
16252,Garden,100851,"Pennington Smart Patch Bermudagass Mix, 10 lb",https://www.lowes.com/pd/Pennington-Smart-Patch-Bermuda-10-LB/5005478561,Lowes,Pennington Grass,5005478561,5005478561,Yes,2022-04-21T00:00:00,2022,4,16,Didnt work for me,[This review was collected as part of a promotion.] I followed the instructions but have seen very minimal growth over the areas that I used the Smart Patch in.,syndicated reviews,18.98,3,0,0,0,Yes,[this review was collected as part of a promotion.] i followed the instructions but have seen very minimal growth over the areas that i used the smart patch in.,4/21/2022,29,,,,,
1055,Garden,6412,Smart Seed Dense Shade Mixture 3lb bag,https://www.amazon.com/dp/B08QCGQJT9,Amazon,Pennington Grass,B08QCGQJT9,B08QCGQJT9,Yes,2021-11-20T00:00:00,2021,11,46,No grass grew,I spread the seeds on a shaded bare spot but no grass ever grew.,organic reviews,11.58,2,0,0,0,No,i spread the seeds on a shaded bare spot but no grass ever grew.,11/20/2021,14,,,,,
6747,Garden,66585,Alaska 5-1-1 Fish Fertilizer 1 Gal (concentrate),https://www.walmart.com//ip/Alaska-Fish-Emulsion-Fertilizer-and-Plant-Food-1-Gallon/17757317?selected=true,Walmart,Pennington Fertilizer,17757317,17757317,No,2021-07-23T00:00:00,2021,7,29,good product good price,this is good quality and a good price. it does build a skin on it once you open it. I add one cup to 1 gallon of water and I spray it all over my plants to keep the deer from eating it because deer dont like the taste of fish lol I spray it once every 2 weeks and after a rain,organic reviews,20.88,5,0,0,0,No,this is good quality and a good price. it does build a skin on it once you open it. i add one cup to 1 gallon of water and i spray it all over my plants to keep the deer from eating it because deer dont like the taste of fish lol i spray it once every 2 weeks and after a rain,7/23/2021,63,,,,,
22291,Garden,134248,Sevin Ready-to-Use 1 gal.,https://www.lowes.com/pd/Sevin-1-Gallon-Garden-Insect-Killer/50261725,Lowes,GardenTech,50261725,50261725,No,2022-05-21T00:00:00,2022,5,20,Bye bye bugs,[This review was collected as part of a promotion.] This works great. I used this on my vegetable plants and it works great. Had lots of bugs hanging around and crawling on the plants. And now I they are gone so my plants can blossom. Great product,syndicated reviews,16.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] this works great. i used this on my vegetable plants and it works great. had lots of bugs hanging around and crawling on the plants. and now i they are gone so my plants can blossom. great product,5/21/2022,47,,,,,
26188,Garden,142120,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,Image for Weeds,311670295,311670269,Yes,2022-06-23T00:00:00,2022,6,25,Good product!,"[This review was collected as part of a promotion.] I like this product I have seen an improvement in my yard, and very easy to use",syndicated reviews,13.47,5,0,0,0,Yes,"[this review was collected as part of a promotion.] i like this product i have seen an improvement in my yard, and very easy to use",6/23/2022,26,,,,,
13044,Garden,77083,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/100175861,Homedepot,Image for Weeds,100598623,100175861,Yes,2022-03-15T00:00:00,2022,3,11,I wont be buying it again it does not work...,I wont be buying it again it does not work !,organic reviews,25.67,1,0,0,0,No,i wont be buying it again it does not work !,3/15/2022,11,,,,,
12677,Garden,75145,Pennington Cedar Bluebird House,https://www.walmart.com//ip/Pennington-Cedar-Bluebird-Wild-Bird-House-1-unit/20713363?selected=true,Walmart,Pennington Bird,20713363,20713363,No,2022-03-06T00:00:00,2022,3,9,"Great product, sloppy packaging","This is a great bird house, but does the manufacturer have to put three big staples right on the front of the bird house to secure the cardboard tag? I remove the staples, and there are three holes in the birdhouse that are very visible. Just seems really unnecessary and is an eye sore for sure. Sloppy thinking- they also stapled the screws to the bottom of the house as well that I had to pry open with pliers. More unnecessary holes. Doesnt make sense",organic reviews,11.56,3,0,0,0,No,"this is a great bird house, but does the manufacturer have to put three big staples right on the front of the bird house to secure the cardboard tag? i remove the staples, and there are three holes in the birdhouse that are very visible. just seems really unnecessary and is an eye sore for sure. sloppy thinking- they also stapled the screws to the bottom of the house as well that i had to pry open with pliers. more unnecessary holes. doesnt make sense",3/6/2022,85,,,,,
20743,Garden,132437,AMDRO Ant Killing Bait 4-Pk,http://www.homedepot.com/p/307855811,Homedepot,Amdro,307855811,307855811,Yes,2022-05-19T00:00:00,2022,5,20,The ONLY thing Ive found that truly works. Set it...,The ONLY thing Ive found that truly works. Set it and forget it. No fuss.,organic reviews,3.27,5,0,0,0,No,the only thing ive found that truly works. set it and forget it. no fuss.,5/19/2022,15,,,,,
25619,Garden,141551,AMDRO Ant Block Home Perimeter Ant Bait 24oz,http://www.homedepot.com/p/100598633,Homedepot,Amdro,100598633,100598633,Yes,2022-06-30T00:00:00,2022,6,26,ONE SHOT WAS ALL IT TOOK!,"I sprinkled one application around the house and within a few hours all the ants were gone and have not returned. iI was concerned about the puppy, but she paid no attention and it was not an issue.",organic reviews,14.27,5,0,0,0,No,"i sprinkled one application around the house and within a few hours all the ants were gone and have not returned. ii was concerned about the puppy, but she paid no attention and it was not an issue.",6/30/2022,38,,,,,
19504,Garden,131016,"Pennington Smart Patch Tall Fescue Mix, 5 lb",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713418,317713416,Yes,2022-05-12T00:00:00,2022,5,19,Easy to Use,"The Pennington 5 lbs. Smart Patch Bermuda grass seed with mulch and fertilizer is super easy to use. I had an area in my yard where crab grass has started. After removing the crab grass, it left a bare area. I used the Pennington smart patch to fill in the spot. It is easy to apply with just three steps. Loosen the soil, apply the Pennington smart patch and water. According to the manufacturer, you can see the results as soon as one week. I was expecting all the grass seed to germinate at once, but I guess depending on the seeds depth and warmth, it germinates randomly. My patch area has some grass a week old and still new grass sprouting. Its a great product and easy to use.",organic reviews,17.82,5,6,0,1,No,"the pennington 5 lbs. smart patch bermuda grass seed with mulch and fertilizer is super easy to use. i had an area in my yard where crab grass has started. after removing the crab grass, it left a bare area. i used the pennington smart patch to fill in the spot. it is easy to apply with just three steps. loosen the soil, apply the pennington smart patch and water. according to the manufacturer, you can see the results as soon as one week. i was expecting all the grass seed to germinate at once, but i guess depending on the seeds depth and warmth, it germinates randomly. my patch area has some grass a week old and still new grass sprouting. its a great product and easy to use.",5/12/2022,130,,,,,
690,Garden,4760,AMDRO Mouse Trap ,https://www.amazon.com/dp/B07L4B3B38,Amazon,Amdro,B07L4B3B38,B07L4B3B38,No,2021-07-08T00:00:00,2021,7,27,They dont work!,Plastic ears that clip into the base break off after couple practice runs. See rats running off and on with the trap set in place for days. Never caught one. The rats outsmart the trap! Caught one rat using traditional bait metal cage style trap.,organic reviews,5.98,1,0,0,0,No,plastic ears that clip into the base break off after couple practice runs. see rats running off and on with the trap set in place for days. never caught one. the rats outsmart the trap! caught one rat using traditional bait metal cage style trap.,7/8/2021,45,,,,,
11711,Garden,73374,20 lbs. Wild Bird Seed Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026386,312026384,Yes,2022-02-08T00:00:00,2022,2,6,Fly-in breakfast for our feathered friends,"Though I have not tasted the seed myself, I can pass on the endorsement of hundredsof small and medium-size birds.",organic reviews,12.98,5,0,0,0,No,"though i have not tasted the seed myself, i can pass on the endorsement of hundredsof small and medium-size birds.",2/8/2022,20,,,,,
13446,Garden,78119,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/100175861,Homedepot,Image for Weeds,100598623,100175861,Yes,2022-03-22T00:00:00,2022,3,12,"After spraying my yard, content was never delivered. Customer Service...","After spraying my yard, content was never delivered. Customer Service suggested a malfunctioning spray head and did offer to send a replacement. Time and energy wasted for an old man attempting DIY. Disappointing.",organic reviews,25.67,1,0,0,0,No,"after spraying my yard, content was never delivered. customer service suggested a malfunctioning spray head and did offer to send a replacement. time and energy wasted for an old man attempting diy. disappointing.",3/22/2022,33,,,,,
25414,Garden,141346,Alaska 5-1-1 Fish Fertilizer 5 Gal Bucket (concentrate),http://www.homedepot.com/p/202949934,Homedepot,Pennington Fertilizer,202949934,202949934,Yes,2022-06-22T00:00:00,2022,6,25,"I have been using this product for decades; its great,...","I have been using this product for decades; its great, though must be careful not to overdo it.  This bottle cost over 20% more than the last time I bought it 2 years ago, so Im not rating it excellent for the cost.",organic reviews,99.97,4,0,0,0,No,"i have been using this product for decades; its great, though must be careful not to overdo it.  this bottle cost over 20% more than the last time i bought it 2 years ago, so im not rating it excellent for the cost.",6/22/2022,44,,,,,
26013,Garden,141945,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,Image for Weeds,311670269,311670269,Yes,2022-06-30T00:00:00,2022,6,26,Good product,"[This review was collected as part of a promotion.] My yard has never been more weed free. It took a little longer than I expected to work, but it does work and my yard looks great.",syndicated reviews,15.47,4,0,0,0,Yes,"[this review was collected as part of a promotion.] my yard has never been more weed free. it took a little longer than i expected to work, but it does work and my yard looks great.",6/30/2022,36,,,,,
7111,Garden,66971,Pennington Select Black Oil Sunflower Seed 10lb,https://www.walmart.com//ip/Pennington-Select-Black-Oil-Sunflower-Seed-Wild-Bird-Feed-10-lb-Bag/44496032?selected=true,Walmart,Pennington Bird,44496032,44496032,No,2021-06-28T00:00:00,2021,6,26,For the Love of Squirrels,Excellent product.  Immediate delivery.,organic reviews,9.4,5,0,0,0,No,excellent product.  immediate delivery.,6/28/2021,5,,,,,
685,Garden,4725,AMDRO Mouse Trap ,https://www.amazon.com/dp/B07L4B3B38,Amazon,Amdro,B07L4B3B38,B07L4B3B38,No,2021-11-05T00:00:00,2021,11,44,Good trap,The rubber band was hard to put on end,organic reviews,5.98,5,0,0,0,No,the rubber band was hard to put on end,11/5/2021,9,,,,,
3755,Garden,37682,Smart Seed Sun & Shade Mixture 7lb bag,http://www.homedepot.com/p/t/314933320,Homedepot,Pennington Grass,314933320,314933321,Yes,2021-06-09T00:00:00,2021,6,23,"Great, I even forgot to water it for five days...","Great, I even forgot to water it for five days and then started watering it and it took off great stuff I use it again.",organic reviews,24.98,5,0,0,0,No,"great, i even forgot to water it for five days and then started watering it and it took off great stuff i use it again.",6/9/2021,25,,,,,
22618,Garden,134598,Sevin Insect Killer Dust 1 lb. ,https://www.lowes.com/pd/Sevin-5-Dust-1-lb-Garden-Insect-Killer/5000198919,Lowes,GardenTech,5000198919,5000198919,No,2022-05-21T00:00:00,2022,5,20,Sevin works great in my garden,[This review was collected as part of a promotion.] I really like how well Sevin powder works in my garden. I use it sparingly so as to not harm pollinators more than necessary. This powder seems to keep the harmful pests from destroying my plants and vegetables.,syndicated reviews,6.28,5,0,0,0,Yes,[this review was collected as part of a promotion.] i really like how well sevin powder works in my garden. i use it sparingly so as to not harm pollinators more than necessary. this powder seems to keep the harmful pests from destroying my plants and vegetables.,5/21/2022,47,,,,,
82,Garden,642,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,https://www.amazon.com/dp/B000NCUVB8,Amazon,Moss Out,B000NCUVB8,B000NCUVB8,No,2021-10-13T00:00:00,2021,10,41,You get see it work right away.,"You get see it work right away,moss turns black.",organic reviews,15.47,5,0,0,0,No,"you get see it work right away,moss turns black.",10/13/2021,9,,,,,
14301,Garden,80105,"Pennington Smart Patch Tall Fescue Mix, 10 lb",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713425,317713425,Yes,2022-04-05T00:00:00,2022,4,14,I wasted my money!,Grass didnt grow at all. I wonder if it was beyond its expiration date?? I decided to save money and purchased this product rather than Scotts EZ Patch which I usually buy. I will pay a little more and buy the Scotts product again next time.,organic reviews,18.98,1,0,0,0,No,grass didnt grow at all. i wonder if it was beyond its expiration date?? i decided to save money and purchased this product rather than scotts ez patch which i usually buy. i will pay a little more and buy the scotts product again next time.,4/5/2022,46,,,,,
16519,Garden,110093,MOSS OUT! For Lawns 20 lb Granules ,http://www.homedepot.com/p/100598516,Homedepot,Moss Out,100598516,100598516,Yes,2022-04-27T00:00:00,2022,4,17,Kills moss!,"This is used widely to kill moss in lawns in the pacific northwest.  For thick infestation, which is normal for my lawn, I have to do two treatments in the spring.  I only give 4 stars because this WILL stain your concrete--you have to be very careful to avoid and get it off your driveway, sidewalk, and patio surfaces.  Experts say you should also use a treatment of lime to reduce acidity which moss loves.",organic reviews,19.99,4,0,0,0,No,"this is used widely to kill moss in lawns in the pacific northwest.  for thick infestation, which is normal for my lawn, i have to do two treatments in the spring.  i only give 4 stars because this will stain your concrete--you have to be very careful to avoid and get it off your driveway, sidewalk, and patio surfaces.  experts say you should also use a treatment of lime to reduce acidity which moss loves.",4/27/2022,78,,,,,
13572,Garden,78245,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026386,312026384,Yes,2022-03-26T00:00:00,2022,3,12,Home Depot has become my go to place for bird...,"Home Depot has become my go to place for bird seed supply, until recently.  I recently read an article indicating Home Depot management has started brow beating employees over the ""white privledge "" issue.  I think it would be better if management did not force their political beliefs on employees or customers.  Management/Corporate is free to think what they want, naturally, but they need to ditch this stupid political correctness crap.  Will probably start shopping elsewhere.",organic reviews,12.98,4,0,0,0,No,"home depot has become my go to place for bird seed supply, until recently.  i recently read an article indicating home depot management has started brow beating employees over the ""white privledge "" issue.  i think it would be better if management did not force their political beliefs on employees or customers.  management/corporate is free to think what they want, naturally, but they need to ditch this stupid political correctness crap.  will probably start shopping elsewhere.",3/26/2022,80,,,,,
12031,Garden,73694,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 1 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-1-cu-ft-Bag/112490018?selected=true,Walmart,Expert Gardener,112490018,112490018,Yes,2022-02-17T00:00:00,2022,2,7,Great Potting Mix. This is my new mix now.,"My first time trying this soil and I will be using it from now on. Great soil , I just repotted my front porch flowers and love it",organic reviews,7.48,5,0,0,0,No,"my first time trying this soil and i will be using it from now on. great soil , i just repotted my front porch flowers and love it",2/17/2022,28,,,,,
20952,Garden,132677,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/312026381,Homedepot,Pennington Bird,312026400,312026381,Yes,2022-05-19T00:00:00,2022,5,20,too much stalk pieces,bag was full of a lot of wood and stalk pieces.  very disappointed,organic reviews,17.48,3,0,0,0,No,bag was full of a lot of wood and stalk pieces.  very disappointed,5/19/2022,14,,,,,
13163,Garden,77202,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026384,312026384,Yes,2022-03-15T00:00:00,2022,3,11,The birds love   it....,The birds love   it.,organic reviews,23.48,5,0,0,0,No,the birds love   it.,3/15/2022,6,,,,,
27177,Garden,143109,Smart Seed Ohio State Mixture 20lb bag,http://www.homedepot.com/p/314933286,Homedepot,Pennington Grass,314933299,314933286,Yes,2022-06-07T00:00:00,2022,6,23,Best Bermuda Grass Seed To Purchase,"Worked Great, seeds sprouted within a week.",organic reviews,53.97,5,0,0,0,No,"worked great, seeds sprouted within a week.",6/7/2022,7,,,,,
902,Garden,5680,Root Boost Rooting Hormone 2oz. Bottle,https://www.amazon.com/dp/B0068IS16S,Amazon,GardenTech,B0068IS16S,B0068IS16S,No,2021-08-03T00:00:00,2021,8,31,Didnt work and you only get 50% of your money back if you return.,Tried several different plants and nothing made it. Be cautious with this seller. I would look elsewhere.,organic reviews,8.96,1,0,0,1,No,tried several different plants and nothing made it. be cautious with this seller. i would look elsewhere.,8/3/2021,17,,,,,
16798,Garden,110372,"Pennington Smart Patch Sun & Shade Mix, 10 lb",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713423,317713416,Yes,2022-05-02T00:00:00,2022,5,18,Easy to use,"The Pennington 5 lbs. Smart Patch Bermuda Grass Seed with Mulch, Fertilizer is easy to use. It arrived in a bag instead of the jug pictured and I didnt think to shake it up. After raking the bare spot in the yard I shook some of the product out of the bag. It wasnt until I was on my second spot that I saw the actual seeds and realized that the first spot was light on them. The patch looks like kitty litter and spreads easily. I watered it as instructed and now I just have to wait for it to grow.",organic reviews,21.26,4,5,0,0,No,"the pennington 5 lbs. smart patch bermuda grass seed with mulch, fertilizer is easy to use. it arrived in a bag instead of the jug pictured and i didnt think to shake it up. after raking the bare spot in the yard i shook some of the product out of the bag. it wasnt until i was on my second spot that i saw the actual seeds and realized that the first spot was light on them. the patch looks like kitty litter and spreads easily. i watered it as instructed and now i just have to wait for it to grow.",5/2/2022,102,,,,,
20173,Garden,131788,Sevin Ready-to-Use 1.33 gal.,http://www.homedepot.com/p/303593722,Homedepot,GardenTech,311707480,303593722,Yes,2022-05-21T00:00:00,2022,5,20,Great pest control,[This review was collected as part of a promotion.] GardenTech Sevin Insect Killer Ready to Use is the best insect control product I have found on the market. It works wonders around my houseplants and vegetable garden. I highly recommend this product to anyone looking for a safe pest control to use around the house and garden.,syndicated reviews,19.98,5,1,0,0,Yes,[this review was collected as part of a promotion.] gardentech sevin insect killer ready to use is the best insect control product i have found on the market. it works wonders around my houseplants and vegetable garden. i highly recommend this product to anyone looking for a safe pest control to use around the house and garden.,5/21/2022,57,,,,,
18489,Garden,120125,"Pennington Smart Patch Dense Shade Mix, 10 lb",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713420,317713416,Yes,2022-05-08T00:00:00,2022,5,18,horrible,Put down as directed. Nothing sprouted. Water rvert day. Avoid this product its a waste,organic reviews,28.97,1,0,0,0,No,put down as directed. nothing sprouted. water rvert day. avoid this product its a waste,5/8/2022,15,,,,,
2801,Garden,24562,Pennington Mealworm Pouch Wild Bird,http://www.homedepot.com/p/t/312026378,Homedepot,Pennington Bird,312026378,312026378,No,2021-10-16T00:00:00,2021,10,41,The cardinals in my yard absolutely adore this bird feed!...,The cardinals in my yard absolutely adore this bird feed!,organic reviews,12.48,5,0,0,0,No,the cardinals in my yard absolutely adore this bird feed!,10/16/2021,10,,,,,
19699,Garden,131231,"Pennington Smart Patch Dense Shade Mix, 5 lb Jug",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713426,317713416,Yes,2022-05-15T00:00:00,2022,5,19,Not impressed,"I have a big shade tree that prevents the grass for growing underneath. I figured that this seed might do the trick. After three weeks of watering diligently, all that came up was some ""peach fuzz"" in a few small areas. I had taken some before and after photos hoping to show a miraculous difference but there was none. Maybe is would work better in a  climate other than South Florida.",organic reviews,28.98,2,1,0,1,No,"i have a big shade tree that prevents the grass for growing underneath. i figured that this seed might do the trick. after three weeks of watering diligently, all that came up was some ""peach fuzz"" in a few small areas. i had taken some before and after photos hoping to show a miraculous difference but there was none. maybe is would work better in a  climate other than south florida.",5/15/2022,72,,,,,
18436,Garden,120072,"Pennington Smart Patch Bermudagrass Mix, 5 lb Jug",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713428,317713416,Yes,2022-05-10T00:00:00,2022,5,19,It Works,I took three pictures of my grass. It is still growing where I seeded but it is very hard to see where I seeded. You do not need starter fertilizer since this contains fertilizer. The mulch hides the seeds so birds dont see it. Remember to keep the area moist and lightly water the area. If it is very sunny water the area twice. Seed after cutting your lawn and wait mowing until the seeds are grow approx 3 inches.,organic reviews,0,5,3,0,0,No,i took three pictures of my grass. it is still growing where i seeded but it is very hard to see where i seeded. you do not need starter fertilizer since this contains fertilizer. the mulch hides the seeds so birds dont see it. remember to keep the area moist and lightly water the area. if it is very sunny water the area twice. seed after cutting your lawn and wait mowing until the seeds are grow approx 3 inches.,5/10/2022,80,,,,,
12494,Garden,74409,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 1 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-1-cu-ft-Bag/112490018?selected=true,Walmart,Expert Gardener,112490018,112490018,Yes,2022-02-23T00:00:00,2022,2,8,"Great soil, great price!","Great potting mix. Has a good balance, not too heavy, great for repotting my plants from last year. I used this for my bare root blueberries and strawberries that I recently purchased, as I decided to put them in pots. Soil drained well, and held a good amount of moisture. I received product reimbursement in exchange for my honest review.",organic reviews,7.48,5,0,0,0,No,"great potting mix. has a good balance, not too heavy, great for repotting my plants from last year. i used this for my bare root blueberries and strawberries that i recently purchased, as i decided to put them in pots. soil drained well, and held a good amount of moisture. i received product reimbursement in exchange for my honest review.",2/23/2022,60,,,,,
7581,Garden,67453,"AMDRO Quick Kill Carpenter Bee, Ant & Termite Killer RTU 1gal",https://www.walmart.com//ip/Amdro-Quick-Kill-Carpenter-Bee-Ant-Termite-Killer-Trigger-Sprayer-1-Gallon/495792776?selected=true,Walmart,Amdro,495792776,495792776,No,2021-06-12T00:00:00,2021,6,23,No Bugs Here!,[This review was collected as part of a promotion.] I will say that I do have a pest guy so while this product is easy to assemble and easy to use I do not know if it works! One draw back is the continuous squeeze sprayer and not being automatic. Arm gets sore easily after a lot of applying around house.,organic reviews,12.77,4,0,0,0,Yes,[this review was collected as part of a promotion.] i will say that i do have a pest guy so while this product is easy to assemble and easy to use i do not know if it works! one draw back is the continuous squeeze sprayer and not being automatic. arm gets sore easily after a lot of applying around house.,6/12/2021,61,,,,,
10981,Garden,72573,Pennington Ultra Nut & Fruit Blend Bird Seed 12lb,https://www.walmart.com//ip/Pennington-Ultra-Fruit-Nut-Blend-Wild-Bird-Seed-and-Feed-12-lb-Bag/44496053?selected=true,Walmart,Pennington Bird,44496053,300120465,Yes,2022-01-31T00:00:00,2022,1,5,Misleading name for product,"I recently bought a 12 lb bag of the Ultra Nut and Fruit Blend. However, I discovered that the large peanuts clogged my feeder (an expensive, squirrel-proof feeder from a prominent national bird product company). So, I dumped the food and went through the entire bag, removing all the large peanuts and walnuts and chopping them (Im retired, so I have time on my hands). In closely sorting through the food, I discovered something - I found only two raisins and one dried cherry in the entire 12 lb bag. So, to call this a Nut and Fruit Blend may be technically accurate, it is at best incredibly misleading and, at worst, very dishonest. I bought this as a premium bird food but found it to be quite ordinary. As such, it is very overpriced.",syndicated reviews,21.28,2,0,0,0,No,"i recently bought a 12 lb bag of the ultra nut and fruit blend. however, i discovered that the large peanuts clogged my feeder (an expensive, squirrel-proof feeder from a prominent national bird product company). so, i dumped the food and went through the entire bag, removing all the large peanuts and walnuts and chopping them (im retired, so i have time on my hands). in closely sorting through the food, i discovered something - i found only two raisins and one dried cherry in the entire 12 lb bag. so, to call this a nut and fruit blend may be technically accurate, it is at best incredibly misleading and, at worst, very dishonest. i bought this as a premium bird food but found it to be quite ordinary. as such, it is very overpriced.",1/31/2022,135,,,,,
5619,Garden,65114,"Pennington Smart Patch Sun & Shade Mix, 5 lb Jug",https://www.lowes.com/pd/Pennington-Smart-Patch-Sun-and-Shade-5-LB/5005480037,Lowes,Pennington Grass,5005480037,5005480037,Yes,2021-10-24T00:00:00,2021,10,42,Nice coverage,"[This review was collected as part of a promotion.] I got this in the hopes of fixing some bare spots in my lawn, which is caused by dogs going to the bathroom, bunnies, and odd sunlight. Im not sure if I didnt water it enough so far, but some of the spots havent seemed to sprout anything yet. It states within 5 days Ill see some, but I havent seen any yet. I still have my hopes up though.",syndicated reviews,16.98,4,1,0,0,Yes,"[this review was collected as part of a promotion.] i got this in the hopes of fixing some bare spots in my lawn, which is caused by dogs going to the bathroom, bunnies, and odd sunlight. im not sure if i didnt water it enough so far, but some of the spots havent seemed to sprout anything yet. it states within 5 days ill see some, but i havent seen any yet. i still have my hopes up though.",10/24/2021,79,,,,,
12412,Garden,74327,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 8 qt. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-8-qt-Bag/114494649?selected=true,Walmart,Expert Gardener,114494649,112490018,Yes,2022-02-22T00:00:00,2022,2,8,Really nice soil!,This potting mix is really good! Im using this for my beginner planters. Its very high quality and will last me a while. What I like most about it is that it can be used both indoors and outdoors. I received product reimbursement in exchange for my honest review.,organic reviews,3.93,5,0,0,0,No,this potting mix is really good! im using this for my beginner planters. its very high quality and will last me a while. what i like most about it is that it can be used both indoors and outdoors. i received product reimbursement in exchange for my honest review.,2/22/2022,49,,,,,
