,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost,ease of use,effective,efficient,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,naive_cost,naive_efficient,naive_effective,naive_easeofuse
116,Garden,1206,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-08-24T00:00:00,2021,8,34,THIS WORKED,"I used a small amount in an outside corner of my deck where a pile of tiny wood chips kept appearing, most likely from many carpenter ants seen around that area. I applied a small amount again after rain a few days later.I cant say that I witnessed ants removing any of this product, so at first I was a little disappointed, but the ants and wood chips stopped appearing about a week after the 2nd application.I believe this product worked, because ants dont dissapear on their own, and I didnt use much.",organic reviews,8.88,5,0,0,0,No,"i used a small amount in an outside corner of my deck where a pile of tiny wood chips kept appearing, most likely from many carpenter ants seen around that area. i applied a small amount again after rain a few days later.i cant say that i witnessed ants removing any of this product, so at first i was a little disappointed, but the ants and wood chips stopped appearing about a week after the 2nd application.i believe this product worked, because ants dont dissapear on their own, and i didnt use much.",8/24/2021,93,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
117,Garden,1212,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-06-01T00:00:00,2021,6,22,ANT Bait,"Not sure what insect in the ant species this is for, but it did not work with mine.",organic reviews,8.88,3,0,0,1,No,"not sure what insect in the ant species this is for, but it did not work with mine.",6/1/2021,18,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
118,Garden,1216,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-10-23T00:00:00,2021,10,42,works great and cheaper than an exterminator,no ants in my kitchen since i started using it outside.,organic reviews,8.88,5,0,0,0,No,no ants in my kitchen since i started using it outside.,10/23/2021,11,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
119,Garden,1222,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-06-27T00:00:00,2021,6,25,Doesnt work for small ants,"Might work for the larger red fire ants, but certainly does NOT work for smaller ants.",organic reviews,8.88,2,0,0,0,No,"might work for the larger red fire ants, but certainly does not work for smaller ants.",6/27/2021,16,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
120,Garden,1234,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-08-21T00:00:00,2021,8,33,Kills ants!,Kills ants effectively,organic reviews,8.88,5,0,0,0,No,kills ants effectively,8/21/2021,3,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
121,Garden,1238,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-10-09T00:00:00,2021,10,40,Ants love this stuff like candy,"Its crazy, when you spread this around visible ants, you will see them start taking it like its candy. The next day the ants are gone.",organic reviews,8.88,5,0,0,0,No,"its crazy, when you spread this around visible ants, you will see them start taking it like its candy. the next day the ants are gone.",10/9/2021,26,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
122,Garden,1254,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-08-06T00:00:00,2021,8,31,Worked like a charm,Used it once and never had another issue.,organic reviews,8.88,5,0,0,0,No,used it once and never had another issue.,8/6/2021,8,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
123,Garden,1256,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-08-17T00:00:00,2021,8,33,Amazing,"I honestly had my doubts. I live in New Jersey and had tons of ant colonies alongside my home. It got so bad that they were coming inside and in my kitchen and bathroom. I poured this stuff in a couple spots in my yard one time and after just day, there were no longer ants inside my house. It seriously works. When i initially poured this stuff i expected the ants to immediately stop what theyre doing and grab it. That wasnt exactly how it went. I thought it wasnt working, left the house for a few hours and came back and they was significantly way less ants. If youre on the fence, try this!",organic reviews,8.88,5,0,0,0,No,"i honestly had my doubts. i live in new jersey and had tons of ant colonies alongside my home. it got so bad that they were coming inside and in my kitchen and bathroom. i poured this stuff in a couple spots in my yard one time and after just day, there were no longer ants inside my house. it seriously works. when i initially poured this stuff i expected the ants to immediately stop what theyre doing and grab it. that wasnt exactly how it went. i thought it wasnt working, left the house for a few hours and came back and they was significantly way less ants. if youre on the fence, try this!",8/17/2021,116,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
124,Garden,1258,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-08-17T00:00:00,2021,8,33,Finally No Ants,With ants and this kind of product its hard to know what worked. I was using a few different products at the same time. I can say that Id been using borax based products in the house for ages and never truly got rid of the ants. Youd notice the population drop but there would always be ants popping up somewhere. After using a whole carton of this stuff around 50% of the perimeter of the house (avoided back yard where the kids play) it looks like theyve gone. Its mid August and I havent seen an ant in the house for weeks.,organic reviews,8.88,5,0,0,0,No,with ants and this kind of product its hard to know what worked. i was using a few different products at the same time. i can say that id been using borax based products in the house for ages and never truly got rid of the ants. youd notice the population drop but there would always be ants popping up somewhere. after using a whole carton of this stuff around 50% of the perimeter of the house (avoided back yard where the kids play) it looks like theyve gone. its mid august and i havent seen an ant in the house for weeks.,8/17/2021,103,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
125,Garden,1260,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-08-10T00:00:00,2021,8,32,AMAZING!,"I literally put this out on a Sunday and Monday my ants were GONE! Holy grail of ant products, I will continue to purchase and share with anyone with ant issues!",organic reviews,8.88,5,0,0,0,No,"i literally put this out on a sunday and monday my ants were gone! holy grail of ant products, i will continue to purchase and share with anyone with ant issues!",8/10/2021,31,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
126,Garden,1267,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-06-15T00:00:00,2021,6,24,Magic!,"This product is a freaking amazing! I have had an ant issue for years! I have tried everything, which all lead to more ants. I just sprinkled this on all the ant trails I saw outside if my house and magic! Comparatively from before to now is amazing! I have seen 95% less ants in my home. If I could pinpoint all of the trails Im sure this would find them. So the ants remaining is on my part- not the product. I was also always worried about my kids and dog with other ""ant blockers"" but because it is an outdoor product I have no worries about my toddlers finding this bait.Definitely recommend and if they return I will know what to use.",organic reviews,8.88,5,0,0,0,No,"this product is a freaking amazing! i have had an ant issue for years! i have tried everything, which all lead to more ants. i just sprinkled this on all the ant trails i saw outside if my house and magic! comparatively from before to now is amazing! i have seen 95% less ants in my home. if i could pinpoint all of the trails im sure this would find them. so the ants remaining is on my part- not the product. i was also always worried about my kids and dog with other ""ant blockers"" but because it is an outdoor product i have no worries about my toddlers finding this bait.definitely recommend and if they return i will know what to use.",6/15/2021,124,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
127,Garden,1271,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-09-04T00:00:00,2021,9,35,Clears ants away.,Ants no longer come around.,organic reviews,8.88,5,0,0,0,No,ants no longer come around.,9/4/2021,5,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
128,Garden,1277,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-06-01T00:00:00,2021,6,22,No ants in my pants!!,Works like a charm!! All you need is a little bit!! No more ants!!,organic reviews,8.88,5,0,0,0,No,works like a charm!! all you need is a little bit!! no more ants!!,6/1/2021,14,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
129,Garden,1283,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-08-04T00:00:00,2021,8,31,Fire ants gone,Saves my yard from pesky fire ants. Consistently on the shelf for each season.,organic reviews,8.88,5,0,0,0,No,saves my yard from pesky fire ants. consistently on the shelf for each season.,8/4/2021,14,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
130,Garden,1285,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-06-09T00:00:00,2021,6,23,This is old stock,"I learned from using this product that you MUST use new (current year) stock or it will not be nearly as effective. I knew as soon as I opened the bottle that it was old, as the color of the active granules is a very light butter yellow. The granules in my bottle were dark yellow-old. I checked the date (stamped in ink on the bottle as part of a product code) and it was from 2020. NOT HAPPY.I expected being from Amazon that the product would have a large overturn and be very current stock-guess I should have asked the seller before purchase how old it was.Learn from my mistake and contact the seller to see what year the product was made.",organic reviews,8.88,1,0,0,0,No,"i learned from using this product that you must use new (current year) stock or it will not be nearly as effective. i knew as soon as i opened the bottle that it was old, as the color of the active granules is a very light butter yellow. the granules in my bottle were dark yellow-old. i checked the date (stamped in ink on the bottle as part of a product code) and it was from 2020. not happy.i expected being from amazon that the product would have a large overturn and be very current stock-guess i should have asked the seller before purchase how old it was.learn from my mistake and contact the seller to see what year the product was made.",6/9/2021,123,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
131,Garden,1289,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-07-06T00:00:00,2021,7,27,Good product,Got rid of ant problem quickly,organic reviews,8.88,5,0,0,0,No,got rid of ant problem quickly,7/6/2021,6,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
132,Garden,1290,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-06-18T00:00:00,2021,6,24,I recommend you buy directly from Hardware store,The bottle was only half full. I usually buy this product at the hardware store and it work great for killing ants outside your home. This bottle was half full though. Will not purchase off Amazon again.,organic reviews,8.88,1,0,0,0,No,the bottle was only half full. i usually buy this product at the hardware store and it work great for killing ants outside your home. this bottle was half full though. will not purchase off amazon again.,6/18/2021,37,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
133,Garden,1291,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-08-06T00:00:00,2021,8,31,Worked awesome! No fumes!,"Followed instructions, worked instantly.I had ants in the thousands, in front on my pavement, and inside of a tiny piece of food was dropped for a few minutes.I followed instructions waited for a non rainy day, sprinkled out outside, and at corners inside.Within minutes thousands of ants started carrying this in their mouth, the next day I saw some dead in the corners of my house.And since till now 2 weeks later so far havent seen them once.Its a pleasure!",organic reviews,8.88,5,0,0,0,No,"followed instructions, worked instantly.i had ants in the thousands, in front on my pavement, and inside of a tiny piece of food was dropped for a few minutes.i followed instructions waited for a non rainy day, sprinkled out outside, and at corners inside.within minutes thousands of ants started carrying this in their mouth, the next day i saw some dead in the corners of my house.and since till now 2 weeks later so far havent seen them once.its a pleasure!",8/6/2021,80,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
134,Garden,1294,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-08-15T00:00:00,2021,8,32,Does not work ants came back in week,Does not work,organic reviews,8.88,1,0,0,0,No,does not work,8/15/2021,3,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
135,Garden,1295,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-09-09T00:00:00,2021,9,36,Great item,did the job,organic reviews,8.88,5,0,0,0,No,did the job,9/9/2021,3,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
136,Garden,1299,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-07-16T00:00:00,2021,7,28,This stuff works!,"This works great. I have been battling ants for the past couple of months with Terro Ant traps; they usually work great but this year I have not been winning the ant battle. I put this stuff outside the kitchen door where they were coming in and within 2 days all of the ones I see are dead, and no new ones entering. I am never messing with the Terro again- going straight to this stuff if the need arises.",organic reviews,8.88,5,0,0,0,No,"this works great. i have been battling ants for the past couple of months with terro ant traps; they usually work great but this year i have not been winning the ant battle. i put this stuff outside the kitchen door where they were coming in and within 2 days all of the ones i see are dead, and no new ones entering. i am never messing with the terro again- going straight to this stuff if the need arises.",7/16/2021,80,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
137,Garden,1308,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-09-07T00:00:00,2021,9,36,This ia rhe one rhat works,The only brand that got rid of my any issue,organic reviews,8.88,5,0,0,0,No,the only brand that got rid of my any issue,9/7/2021,10,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
138,Garden,1310,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-07-20T00:00:00,2021,7,29,Work,Work but for a minute- Ants returned,organic reviews,8.88,3,0,0,0,No,work but for a minute- ants returned,7/20/2021,7,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
139,Garden,1311,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-07-08T00:00:00,2021,7,27,Not sure it works,Used this around my house and poured it directly into a ant hill the next morning the ant hill was larger with a sign... send more food... But seriously I had to buy another brand to rid myself of the troublesome antsGood luck,organic reviews,8.88,1,0,0,0,No,used this around my house and poured it directly into a ant hill the next morning the ant hill was larger with a sign... send more food... but seriously i had to buy another brand to rid myself of the troublesome antsgood luck,7/8/2021,43,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
140,Garden,1315,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-06-25T00:00:00,2021,6,25,incorrect amount in container,"I purchased two 12 oz of Amdro Ant Block, neither had been opened and both were just over one half full. Not happy.",organic reviews,8.88,3,0,0,0,No,"i purchased two 12 oz of amdro ant block, neither had been opened and both were just over one half full. not happy.",6/25/2021,23,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
141,Garden,1317,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-07-28T00:00:00,2021,7,30,Works well,"Easy to spread, long, fast acting",organic reviews,8.88,5,0,0,0,No,"easy to spread, long, fast acting",7/28/2021,6,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
142,Garden,1319,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-09-24T00:00:00,2021,9,38,Disappointed,"For as much as this product was hyped, didnt seem to make a difference in my front or back yard. Extremely small and didnt cover enough area for how expensive it was. Will not buy again.",organic reviews,8.88,2,0,0,0,No,"for as much as this product was hyped, didnt seem to make a difference in my front or back yard. extremely small and didnt cover enough area for how expensive it was. will not buy again.",9/24/2021,36,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
143,Garden,1328,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-07-29T00:00:00,2021,7,30,44479,This stuff WORKS! Nothing further to say,organic reviews,8.88,5,0,0,0,No,this stuff works! nothing further to say,7/29/2021,7,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
144,Garden,1337,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-06-20T00:00:00,2021,6,24,Invisible to ants,My house is under attack from carpenter ants again this summer. I have used sprays that work decent enough but figured I would try this because the ants are supposed to take the bait back to the nest to wipe out the whole colony. I used it according to the directions and have been watching ants walk right over this worthless stuff for 3 days. I am surprised because of the good reviews. Definitely did not work for me.,organic reviews,8.88,1,0,0,0,No,my house is under attack from carpenter ants again this summer. i have used sprays that work decent enough but figured i would try this because the ants are supposed to take the bait back to the nest to wipe out the whole colony. i used it according to the directions and have been watching ants walk right over this worthless stuff for 3 days. i am surprised because of the good reviews. definitely did not work for me.,6/20/2021,79,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
145,Garden,1340,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-09-11T00:00:00,2021,9,36,Works great at the campsite,I sprinkle it around the campsite for ants,organic reviews,8.88,5,0,0,0,No,i sprinkle it around the campsite for ants,9/11/2021,8,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
146,Garden,1344,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-09-13T00:00:00,2021,9,37,Great for some of the ants!,"This ant bed was teaming with ants 24 hours ago! Now it is an ant grave! However, there is still a steady stream of little black ants who wont touch the stuff out back. I consider this to be a huge success!",organic reviews,8.88,5,1,0,0,No,"this ant bed was teaming with ants 24 hours ago! now it is an ant grave! however, there is still a steady stream of little black ants who wont touch the stuff out back. i consider this to be a huge success!",9/13/2021,42,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
147,Garden,1346,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-07-12T00:00:00,2021,7,28,My go to for ants!,Best ant killer around!I just sprinkle a small amount in the path. Or a teaspoon at the opening of the mound.The next day the  are gone!,organic reviews,8.88,5,0,0,0,No,best ant killer around!i just sprinkle a small amount in the path. or a teaspoon at the opening of the mound.the next day the  are gone!,7/12/2021,27,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
148,Garden,1354,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-06-20T00:00:00,2021,6,24,Didnt work for me,"Didnt really work, I didnt see a difference outside. ended up using ortho defense.",organic reviews,8.88,3,0,0,1,No,"didnt really work, i didnt see a difference outside. ended up using ortho defense.",6/20/2021,14,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
149,Garden,1362,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-06-24T00:00:00,2021,6,25,Amazing,If you have an ant problem this is the stuff you want. I sprinkled some down and OMG the ants immediately started to carry it away!!!!!!! It was actually pretty funny watching them drag this away. It worked like a charm. Ant problem gone within 24 hours. Amazing.,organic reviews,8.88,5,0,0,0,No,if you have an ant problem this is the stuff you want. i sprinkled some down and omg the ants immediately started to carry it away!!!!!!! it was actually pretty funny watching them drag this away. it worked like a charm. ant problem gone within 24 hours. amazing.,6/24/2021,48,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
150,Garden,1365,AMDRO Ant Block Home Perimeter Ant Bait 12oz,https://www.amazon.com/dp/B001H1JKSY,Amazon,Amdro,B001H1JKSY,B001H1JKSY,No,2021-08-14T00:00:00,2021,8,32,It works. So Far,"After a couple months of trying to eliminate ants with several other insecticides, this stuff stopped an intensifying problem. Been 2 months now and not an ant has emerged. Knock on wood.",organic reviews,8.88,4,0,0,0,No,"after a couple months of trying to eliminate ants with several other insecticides, this stuff stopped an intensifying problem. been 2 months now and not an ant has emerged. knock on wood.",8/14/2021,32,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
151,Garden,1375,IMAGE Herbicide Brush & Vine Killer Concentrate,https://www.amazon.com/dp/B000VIWQC6,Amazon,Image for Weeds,B000VIWQC6,B000VIWQC6,No,2021-07-09T00:00:00,2021,7,27,Not too shabby,Works pretty good but doesnt kill everything. Use cardboard between bad stuff and good stuff. Doesnt kill winter ivy. I waited the 6 weeks to see dead leaves and nothing. To their credit it didnt specify winter Ivy. Not a bad product overall,organic reviews,0.0,4,0,0,0,No,works pretty good but doesnt kill everything. use cardboard between bad stuff and good stuff. doesnt kill winter ivy. i waited the 6 weeks to see dead leaves and nothing. to their credit it didnt specify winter ivy. not a bad product overall,7/9/2021,43,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
152,Garden,1456,Image Kills Nutsedge Concentrate,https://www.amazon.com/dp/B000ONXGLS,Amazon,Image for Weeds,B000ONXGLS,B000ONXGLS,No,2021-07-19T00:00:00,2021,7,29,"Spray at the base, get it in the root system","It works fantastic and wont kill your grass.. heres what you need to do though. Only spray it at the base of the sedge, not all over your grass. This doesnt work like Roundup, it needs to be absorbed through the roots.. not the leaves. Spray it in the dirt and then water it in. It should start withering in a day or two. 2.6oz per gallon but I typically do it stronger since Im not spraying all over my grass. This has a growth inhibitor in it also which prevents the sedge from growing while the poison is moving throughout the plant.",organic reviews,0.0,5,0,0,0,No,"it works fantastic and wont kill your grass.. heres what you need to do though. only spray it at the base of the sedge, not all over your grass. this doesnt work like roundup, it needs to be absorbed through the roots.. not the leaves. spray it in the dirt and then water it in. it should start withering in a day or two. 2.6oz per gallon but i typically do it stronger since im not spraying all over my grass. this has a growth inhibitor in it also which prevents the sedge from growing while the poison is moving throughout the plant.",7/19/2021,103,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
153,Garden,1540,Image Kills Nutsedge Concentrate,https://www.amazon.com/dp/B000ONXGLS,Amazon,Image for Weeds,B000ONXGLS,B000ONXGLS,No,2021-06-09T00:00:00,2021,6,23,GOOD BYE DOLLAR WEED,What can I say....it works and is easy to apply.,organic reviews,0.0,5,0,0,0,No,what can i say....it works and is easy to apply.,6/9/2021,10,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
154,Garden,1545,Image Kills Nutsedge Concentrate,https://www.amazon.com/dp/B000ONXGLS,Amazon,Image for Weeds,B000ONXGLS,B000ONXGLS,No,2021-10-15T00:00:00,2021,10,41,Seems to work,I had nutsedge a lot. Seemed to kill a lot of it. Make take several years to get it?,organic reviews,0.0,5,0,0,0,No,i had nutsedge a lot. seemed to kill a lot of it. make take several years to get it?,10/15/2021,19,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
155,Garden,1546,Image Kills Nutsedge Concentrate,https://www.amazon.com/dp/B000ONXGLS,Amazon,Image for Weeds,B000ONXGLS,B000ONXGLS,No,2021-10-03T00:00:00,2021,10,39,Have not used it,Plan to use it this winter when the cool season grasses come through my Bermuda but from what i read online its works just slow to see response,organic reviews,0.0,5,0,0,0,No,plan to use it this winter when the cool season grasses come through my bermuda but from what i read online its works just slow to see response,10/3/2021,28,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
156,Garden,1550,Image Kills Nutsedge Concentrate,https://www.amazon.com/dp/B000ONXGLS,Amazon,Image for Weeds,B000ONXGLS,B000ONXGLS,No,2021-09-03T00:00:00,2021,9,35,I sure does kill Nutsedge....and everything else!,First tried with exactly the recommended amount of 2.5oz per gallon in a sprayer. Lighly sprayed areas with the nutsedge. As instructed i watered the sprayed areas in 2 days to get the stuff to the roots. Started yellowing in a few days and the rest of the lawn looked fine. Within 2 weeks everything was dead.I figured maybe using a little less may work so I did 2 ounces per gallon...same thing happened.This definitely did not work for me. Btw i live in the north east. Maybe this product doesnt work on my type of grass. And i sorayed it as soon as these devils started to grow. Just info someone that may be of use to others. Good luck.,organic reviews,0.0,1,0,0,0,No,first tried with exactly the recommended amount of 2.5oz per gallon in a sprayer. lighly sprayed areas with the nutsedge. as instructed i watered the sprayed areas in 2 days to get the stuff to the roots. started yellowing in a few days and the rest of the lawn looked fine. within 2 weeks everything was dead.i figured maybe using a little less may work so i did 2 ounces per gallon...same thing happened.this definitely did not work for me. btw i live in the north east. maybe this product doesnt work on my type of grass. and i sorayed it as soon as these devils started to grow. just info someone that may be of use to others. good luck.,9/3/2021,121,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
157,Garden,1566,Image Kills Nutsedge Concentrate,https://www.amazon.com/dp/B000ONXGLS,Amazon,Image for Weeds,B000ONXGLS,B000ONXGLS,No,2021-11-09T00:00:00,2021,11,45,Works well works slow,"Worked well, although it took over a week to see results. Ill buy a second bottle. Didnt harm the grass.",organic reviews,0.0,3,0,0,0,No,"worked well, although it took over a week to see results. ill buy a second bottle. didnt harm the grass.",11/9/2021,20,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
158,Garden,1576,Image Kills Nutsedge Ready-to-Spray,https://www.amazon.com/dp/B001D226G0,Amazon,Image for Weeds,B001D226G0,B001D226G0,No,2021-08-15T00:00:00,2021,8,32,No longer use a weed and feed,"I had issues in the past with weed and feed products burning my zoysia lawn. I read a recommendation to use a good fertilizer and then spot treat weeds when they appear. I use a preemergent in March and use Millorganite at Easter, Memorial Day and Labor day. I started getting weeds that looked like sandspurs. I treated them with the Image and they all disappeared. My lawn looks the best it has looked in quite a while. Very pleased.",organic reviews,0.0,5,0,0,0,No,"i had issues in the past with weed and feed products burning my zoysia lawn. i read a recommendation to use a good fertilizer and then spot treat weeds when they appear. i use a preemergent in march and use millorganite at easter, memorial day and labor day. i started getting weeds that looked like sandspurs. i treated them with the image and they all disappeared. my lawn looks the best it has looked in quite a while. very pleased.",8/15/2021,80,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
159,Garden,1593,Image Kills Nutsedge Ready-to-Spray,https://www.amazon.com/dp/B001D226G0,Amazon,Image for Weeds,B001D226G0,B001D226G0,No,2021-08-26T00:00:00,2021,8,34,Nice color change on Zoysiagrass.,My lawn was green all season. Applied IMAGE to my zoysiaturf(listed) and it really changed the color(see results photo) Nice shade of brown now!,organic reviews,0.0,1,2,0,0,No,my lawn was green all season. applied image to my zoysiaturf(listed) and it really changed the color(see results photo) nice shade of brown now!,8/26/2021,24,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0
