,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,efficient,effective,cost,ease of use,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,align_type,other_m
102,Garden,70723,MOSS OUT! For Roofs & Structures 4 lb Granules,https://www.lowes.com/pd/Lilly-Miller-Moss-Out-For-Roofs-and-Structures-4-lb-Moss-Control/5001502087,Lowes,MossOut,5001502087,5001502087,No,2021-12-16 0:00:00,2021,12,50,impressive!,[This review was collected as part of a promotion.] This is the first time Ive used any type of miss removal product so I was a little skeptical of something working so fast but Im here to report that I was very wrong. This product removed moss from my drive way in less than 48 hours! Talk about impressive. Ill definitely be recommending this brand to everyone I know,syndicated reviews,15.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] this is the first time ive used any type of miss removal product so i was a little skeptical of something working so fast but im here to report that i was very wrong. this product removed moss from my drive way in less than 48 hours! talk about impressive. ill definitely be recommending this brand to everyone i know,2021-12-16,69,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9988499879837036,"('', 'efficient', 'effective', '', 'effective')",
103,Garden,70122,MOSS OUT! For Roofs & Walks Concentrate 54oz,http://www.homedepot.com/p/100598510,Homedepot,MossOut,100598510,100598510,No,2021-12-07 0:00:00,2021,12,49,GREAT,[This review was collected as part of a promotion.] We can see them dying after a week and a half and hasnt seen them back after so it works pretty good but just cant stand the strong smell.,syndicated reviews,0.0,4,0,0,0,Yes,[this review was collected as part of a promotion.] we can see them dying after a week and a half and hasnt seen them back after so it works pretty good but just cant stand the strong smell.,2021-12-07,38,,0.0,0.0,0.0,0.0,negative,,efficient,effective,,0.9975886940956116,"('', 'efficient', 'effective', '', 'effective')",
104,Garden,10406,MOSS OUT! For Lawns 20 lb Granules,http://www.homedepot.com/p/t/100598516,Homedepot,MossOut,100598516,100598516,No,2021-07-12 0:00:00,2021,7,28,Very pleased with out come of product,Very pleased with out come of product,organic reviews,18.97,4,0,0,0,No,very pleased with out come of product,2021-07-12,7,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9871447682380676,"('', 'efficient', 'effective', 'ease of use', 'effective')",
105,Garden,76181,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Plus-20-0-5-Lawn-Food-Fertilizer-20-lb/46855919?selected=true,Walmart,MossOut,46855919,46855919,No,2022-03-07 0:00:00,2022,3,10,average,[This review was collected as part of a promotion.] I gave this to my friend and she used it in her lawn. Honestly she was not really satisfied with the results so overall its an average product,syndicated reviews,21.72,3,0,0,0,Yes,[this review was collected as part of a promotion.] i gave this to my friend and she used it in her lawn. honestly she was not really satisfied with the results so overall its an average product,2022-03-07,37,,0.0,0.0,0.0,0.0,negative,cost,,,,0.7064980268478394,"('cost', '', '', '', 'cost')",
106,Garden,90007,MOSS OUT! For Lawns Liquid 32 oz. Ready To Spray,https://www.amazon.com/dp/B000BQQUNE,Amazon,MossOut,B000BQQUNE,B000BQQUNE,No,2022-04-16 0:00:00,2022,4,15,A waste of money -Unefficent,Inside the plastic bag that the product was in it was spilled and looked used but I still decided to use it on my lawn thinking it would work but a few days after use I have seen no improvement,organic reviews,11.98,2,1,0,0,No,inside the plastic bag that the product was in it was spilled and looked used but i still decided to use it on my lawn thinking it would work but a few days after use i have seen no improvement,2022-04-16,40,,0.0,0.0,0.0,0.0,negative,,,,,0.5652456283569336,"('', '', '', '', 'cost')",other
107,Garden,70159,MOSS OUT! For Lawns 20 lb Granules,https://www.homedepot.com/p/Moss-Out-20-lb-Moss-Out-Moss-Killer-Lawn-Granules-100099164/100598516,Homedepot,MossOut,100598516,100598516,No,2021-12-17 0:00:00,2021,12,50,good product,[This review was collected as part of a promotion.] There wasnt enough time to see the effects carry out but so far it seems pretty good! it was easy to use and instructions are clear and concise. It was easy to apply to the lawn,syndicated reviews,18.97,4,0,0,0,Yes,[this review was collected as part of a promotion.] there wasnt enough time to see the effects carry out but so far it seems pretty good! it was easy to use and instructions are clear and concise. it was easy to apply to the lawn,2021-12-17,45,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9880529046058655,"('', 'efficient', 'effective', 'ease of use', 'effective')",
108,Garden,140034,MOSS OUT! For Lawns 20 lb Granules,https://www.amazon.com.com/dp/B0015HZIT0,Amazon,MossOut,B0015HZIT0,B0015HZIT0,No,2022-06-06 0:00:00,2022,6,23,Useless didnt do anything applied numerous times miss still there waste of money,Does not work,organic reviews,22.48,1,0,0,0,No,does not work,2022-06-06,3,,0.0,0.0,0.0,0.0,negative,,,,,0.6648586988449097,"('', '', '', '', 'cost')",other
109,Garden,70826,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Plus-20-0-5-Lawn-Food-Fertilizer-20-lb/46855919?selected=true,Walmart,MossOut,46855919,46855919,No,2021-12-03 0:00:00,2021,12,48,Works so fast!,[This review was collected as part of a promotion.] This product was absolutely amazing in making sure an overgrowth of moss we had in our back yard was removed. It was simple and easy to use. Just apply to the moss covered area and it will over time remove the overgrowth while at the same time maintaining the health of your lawn!,organic reviews,21.84,5,0,0,0,Yes,[this review was collected as part of a promotion.] this product was absolutely amazing in making sure an overgrowth of moss we had in our back yard was removed. it was simple and easy to use. just apply to the moss covered area and it will over time remove the overgrowth while at the same time maintaining the health of your lawn!,2021-12-03,62,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9993349313735962,"('', 'efficient', 'effective', 'ease of use', 'effective')",
110,Garden,70655,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.lowes.com/pd/Moss-Out-27-oz-Moss-Control/3804579,Lowes,MossOut,3804579,3804579,No,2021-12-30 0:00:00,2021,12,52,Does the job,"[This review was collected as part of a promotion.] I dont have miss at my house, but I gave it to my boyfriends mom to try out. She says its ok and does whats its suppose to do.",syndicated reviews,16.78,3,0,0,0,Yes,"[this review was collected as part of a promotion.] i dont have miss at my house, but i gave it to my boyfriends mom to try out. she says its ok and does whats its suppose to do.",2021-12-30,38,,0.0,0.0,0.0,0.0,neutral,,,effective,,0.9394983649253845,"('', '', 'effective', '', 'effective')",
111,Garden,70644,MOSS OUT! For Lawns 20 lb Granules,https://www.lowes.com/pd/Moss-Out-20-lb-Moss-Control/3556974,Lowes,MossOut,3556974,3556974,No,2021-12-04 0:00:00,2021,12,48,great!,[This review was collected as part of a promotion.] I received this product for free from Influenster for testing purposes So far so good! We started using this a couple weeks ago on the lawn at our new house. Were starting to see some better control over the moss but are still waiting longer for the optimal results. Working out so far!,syndicated reviews,15.88,4,0,0,0,Yes,[this review was collected as part of a promotion.] i received this product for free from influenster for testing purposes so far so good! we started using this a couple weeks ago on the lawn at our new house. were starting to see some better control over the moss but are still waiting longer for the optimal results. working out so far!,2021-12-04,62,,0.0,0.0,0.0,0.0,positive,,,effective,,0.9912601113319397,"('', '', 'effective', '', 'effective')",
112,Garden,70714,MOSS OUT! For Roofs & Structures 4 lb Granules,https://www.lowes.com/pd/Lilly-Miller-Moss-Out-For-Roofs-and-Structures-4-lb-Moss-Control/5001502087,Lowes,MossOut,5001502087,5001502087,No,2021-12-02 0:00:00,2021,12,48,great product,[This review was collected as part of a promotion.] this was a great product to use to get moss off of the side of my house as well as some pavers in my yard. I applied and used as directed and with ease it removed the moss stains. price is good as well for future purchases,syndicated reviews,15.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] this was a great product to use to get moss off of the side of my house as well as some pavers in my yard. i applied and used as directed and with ease it removed the moss stains. price is good as well for future purchases,2021-12-02,56,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9997025728225708,"('cost', 'efficient', 'effective', 'ease of use', 'effective')",
113,Garden,130324,MOSS OUT! For Lawns 40 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,204766696,100598516,Yes,2022-05-19 0:00:00,2022,5,20,This stuff worked great! Within a few days the moss...,This stuff worked great! Within a few days the moss died and turned black.,organic reviews,22.48,5,0,0,0,No,this stuff worked great! within a few days the moss died and turned black.,2022-05-19,14,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9992973208427429,"('', 'efficient', 'effective', 'ease of use', 'effective')",
114,Garden,10423,MOSS OUT! For Lawns 20 lb Granules,http://www.homedepot.com/p/t/100598516,Homedepot,MossOut,100598516,100598516,No,2021-08-13 0:00:00,2021,8,32,Did the job it was supposed to....,Did the job it was supposed to.,organic reviews,18.97,4,0,0,0,No,did the job it was supposed to.,2021-08-13,7,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,,0.9898319244384766,"('', 'efficient', 'effective', '', 'effective')",
115,Garden,78371,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Liquid-Herbicide-Moss-Killer-for-Roofs-and-Walks-27-oz/17757412?selected=true,Walmart,MossOut,17757412,17757412,No,2022-03-26 0:00:00,2022,3,12,Painfully slow results.,The applicator nozzle is very hard to turn so make sure to turn it to the mix setting before turning on the water to your hose or you could end up drenched in it. The label says nothing about how long the application actually takes to kill the moss. In researching online I found that it can take 4-5 weeks for this product to work which I find to be way too long.The price is too high for the results and the time to get them IMO. I would not recommend this product.,organic reviews,17.24,1,0,0,0,No,the applicator nozzle is very hard to turn so make sure to turn it to the mix setting before turning on the water to your hose or you could end up drenched in it. the label says nothing about how long the application actually takes to kill the moss. in researching online i found that it can take 4-5 weeks for this product to work which i find to be way too long.the price is too high for the results and the time to get them imo. i would not recommend this product.,2022-03-26,93,,0.0,0.0,0.0,0.0,negative,cost,,,,0.9948369264602661,"('cost', '', '', '', 'cost')",
116,Garden,66570,MOSS OUT! For Lawns 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-for-Lawns-With-10-Iron-20lb-Bag-Covers-5-000-sq-ft/16795015?selected=true,Walmart,MossOut,16795015,16795015,No,2021-11-15 0:00:00,2021,11,46,the name says it all,[This review was collected as part of a promotion.] The north side of my house gets very mossy as you get close to the landscaping. This product made the moss die out in record time and the grass around the edging took over almost immediately.,organic reviews,14.97,5,0,0,0,Yes,[this review was collected as part of a promotion.] the north side of my house gets very mossy as you get close to the landscaping. this product made the moss die out in record time and the grass around the edging took over almost immediately.,2021-11-15,45,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,ease of use,0.9990959167480469,"('', 'efficient', 'effective', 'ease of use', 'effective')",
117,Garden,79006,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.amazon.com/dp/B000SKZ1QK,Amazon,MossOut,B000SKZ1QK,B000SKZ1QK,No,2022-04-02 0:00:00,2022,4,13,Se necesitan varias aplicaciones (3) para que este producto funcione.,"No funciona solo con una aplicacin,se necesitan por lo menos tres aplicaciones para que de buenos resultados.",organic reviews,17.24,4,0,0,0,No,"no funciona solo con una aplicacin,se necesitan por lo menos tres aplicaciones para que de buenos resultados.",2022-04-02,17,,0.0,0.0,0.0,0.0,neutral,,,,,0.6054258346557617,"('', '', '', '', 'cost')",other
118,Garden,70783,MOSS OUT! For Lawns 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-for-Lawns-With-10-Iron-20lb-Bag-Covers-5-000-sq-ft/16795015?selected=true,Walmart,MossOut,16795015,16795015,No,2021-12-04 0:00:00,2021,12,48,great!,[This review was collected as part of a promotion.] I received this product for free from Influenster for testing purposes So far so good! We started using this a couple weeks ago on the lawn at our new house. Were starting to see some better control over the moss but are still waiting longer for the optimal results. Working out so far!,organic reviews,14.97,4,0,0,0,Yes,[this review was collected as part of a promotion.] i received this product for free from influenster for testing purposes so far so good! we started using this a couple weeks ago on the lawn at our new house. were starting to see some better control over the moss but are still waiting longer for the optimal results. working out so far!,2021-12-04,62,,0.0,0.0,0.0,0.0,positive,,,effective,,0.9912601113319397,"('', '', 'effective', '', 'effective')",
119,Garden,130014,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,https://www.amazon.com/dp/B000NCUVB8,Amazon,MossOut,B000NCUVB8,B000NCUVB8,No,2022-05-19 0:00:00,2022,5,20,Received leaking,Product totally ineffective and received leaking in packaging,organic reviews,15.47,1,0,0,0,No,product totally ineffective and received leaking in packaging,2022-05-19,8,,0.0,0.0,0.0,0.0,negative,,,,,0.35681653022766113,"('', '', '', '', 'cost')",other
120,Garden,70824,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Plus-20-0-5-Lawn-Food-Fertilizer-20-lb/46855919?selected=true,Walmart,MossOut,46855919,46855919,No,2021-12-03 0:00:00,2021,12,48,yes!,"[This review was collected as part of a promotion.] Huge bag covered my whole back yard. I will buy this again in the future. Got rid of moss, grass looks green & pretty just in time to die during winter. Will use again in the spring.",organic reviews,21.84,4,0,0,0,Yes,"[this review was collected as part of a promotion.] huge bag covered my whole back yard. i will buy this again in the future. got rid of moss, grass looks green & pretty just in time to die during winter. will use again in the spring.",2021-12-03,46,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9988900423049927,"('cost', 'efficient', 'effective', 'ease of use', 'effective')",
121,Garden,9638,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,http://www.homedepot.com/p/t/100598513,Homedepot,MossOut,100598513,100598513,No,2021-11-24 0:00:00,2021,11,47,My husband was a BIG fan,[This review was collected as part of a promotion.] Unfortunately I broke my foot and dont have before or after photos but...my husband loved this stuff. He used it on our walkways and retaining wall and it has worked wonders. We would definitely buy it again. It was easy to use and worked better than expected! 10/10,syndicated reviews,0.0,5,0,0,0,Yes,[this review was collected as part of a promotion.] unfortunately i broke my foot and dont have before or after photos but...my husband loved this stuff. he used it on our walkways and retaining wall and it has worked wonders. we would definitely buy it again. it was easy to use and worked better than expected! 10/10,2021-11-24,57,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9984106421470642,"('', 'efficient', 'effective', 'ease of use', 'effective')",
122,Garden,9716,MOSS OUT! For Roofs & Structures 6 lb Granules,http://www.homedepot.com/p/t/100484120,Homedepot,MossOut,100484120,100484120,No,2021-10-15 0:00:00,2021,10,41,Miss Out Granules,Love the granules compared to the fine powder!,organic reviews,21.88,5,0,0,0,No,love the granules compared to the fine powder!,2021-10-15,8,,0.0,0.0,0.0,0.0,positive,,,effective,,0.9401390552520752,"('', '', 'effective', '', 'effective')",
123,Garden,70652,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.lowes.com/pd/Moss-Out-27-oz-Moss-Control/3804579,Lowes,MossOut,3804579,3804579,No,2021-12-24 0:00:00,2021,12,51,Great,"[This review was collected as part of a promotion.] Great product! It worked really well. It did a great job. I didnt really have too bad of a problem with moss, but it killed the moss I did have quickly.",syndicated reviews,16.78,5,0,0,0,Yes,"[this review was collected as part of a promotion.] great product! it worked really well. it did a great job. i didnt really have too bad of a problem with moss, but it killed the moss i did have quickly.",2021-12-24,40,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.998698890209198,"('cost', 'efficient', 'effective', 'ease of use', 'effective')",
124,Garden,73500,Lilly Miller Roofs and Walks 27-oz Concentrated Moss Control,https://www.lowes.com/pd/Moss-Out-27-oz-Concentrate-Moss-Control/3804581,Lowes,MossOut,3804581,3804581,No,2022-02-01 0:00:00,2022,2,5,no use,[This review was collected as part of a promotion.] Im not the type of person who knows how to do gardening so this product is i just sitting in a shelve collecting dust,syndicated reviews,15.78,1,0,0,0,Yes,[this review was collected as part of a promotion.] im not the type of person who knows how to do gardening so this product is i just sitting in a shelve collecting dust,2022-02-01,33,,0.0,0.0,0.0,0.0,negative,,,,,0.2594855725765228,"('', '', '', '', 'cost')",other
125,Garden,70633,MOSS OUT! For Lawns 20 lb Granules,https://www.lowes.com/pd/Moss-Out-20-lb-Moss-Control/3556974,Lowes,MossOut,3556974,3556974,No,2021-12-11 0:00:00,2021,12,49,first time using this stuff,"[This review was collected as part of a promotion.] Never knew they sell this kinda product. We dont have much of a moss problem but just patches here and there. Tried it out for the first time, definitely super easy to use and apply. Need to give it a few more weeks to see the difference. But happy with how it is going!",syndicated reviews,15.88,4,0,0,0,Yes,"[this review was collected as part of a promotion.] never knew they sell this kinda product. we dont have much of a moss problem but just patches here and there. tried it out for the first time, definitely super easy to use and apply. need to give it a few more weeks to see the difference. but happy with how it is going!",2021-12-11,63,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9987291097640991,"('', 'efficient', 'effective', 'ease of use', 'ease of use')",
126,Garden,70720,MOSS OUT! For Roofs & Structures 4 lb Granules,https://www.lowes.com/pd/Lilly-Miller-Moss-Out-For-Roofs-and-Structures-4-lb-Moss-Control/5001502087,Lowes,MossOut,5001502087,5001502087,No,2021-12-02 0:00:00,2021,12,48,Moss be gone!,"[This review was collected as part of a promotion.] Moss is a constant issue in my pavered backyard when it rains heavily or after the fall weather begins. As it gets colder, it appears in bulk. This product was very helpful for us to maintain and manage moss growth. Simply pour it out onto the moss-infected area and let it be. I noticed the moss dissipates and growth slows. I let it sit for a week before checking in on it. With two weeks in, I dont see as much moss growth compared to previous weeks. I would recommend this an option to people who want an alternative to managing moss growth besides just scraping away current moss. One thing to note is that the pellets can be a cause for concern if you have very little kids who might think its beads to play with.",syndicated reviews,15.98,4,0,0,0,Yes,"[this review was collected as part of a promotion.] moss is a constant issue in my pavered backyard when it rains heavily or after the fall weather begins. as it gets colder, it appears in bulk. this product was very helpful for us to maintain and manage moss growth. simply pour it out onto the moss-infected area and let it be. i noticed the moss dissipates and growth slows. i let it sit for a week before checking in on it. with two weeks in, i dont see as much moss growth compared to previous weeks. i would recommend this an option to people who want an alternative to managing moss growth besides just scraping away current moss. one thing to note is that the pellets can be a cause for concern if you have very little kids who might think its beads to play with.",2021-12-02,146,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,ease of use,0.9979982972145081,"('', 'efficient', 'effective', 'ease of use', 'effective')",
127,Garden,130023,MOSS OUT! For Lawns 20 lb Granules,https://www.amazon.com/dp/B0015HZIT0,Amazon,MossOut,B0015HZIT0,B0015HZIT0,No,2022-05-25 0:00:00,2022,5,21,Reliable Moss Killer for Lawns. Easy Spreader Settings.,Attack moss from the starting day and lasts a good time. One bag is mandatory.,organic reviews,14.97,5,0,0,0,No,attack moss from the starting day and lasts a good time. one bag is mandatory.,2022-05-25,15,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9894916415214539,"('', 'efficient', 'effective', '', 'effective')",
128,Garden,10520,MOSS OUT! For Lawns 20 lb Granules,http://www.homedepot.com/p/t/100598516,Homedepot,MossOut,100598516,100598516,No,2021-08-28 0:00:00,2021,8,34,Doesnt work,"Applied as directed. Wet the lawn afterwards. But Moss is as is across the lawn, as if nothing was applied.",organic reviews,18.97,1,0,0,0,No,"applied as directed. wet the lawn afterwards. but moss is as is across the lawn, as if nothing was applied.",2021-08-28,20,,0.0,0.0,0.0,0.0,negative,,,,,0.6341442465782166,"('', '', '', '', 'effective')",other
129,Garden,70823,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Plus-20-0-5-Lawn-Food-Fertilizer-20-lb/46855919?selected=true,Walmart,MossOut,46855919,46855919,No,2021-12-10 0:00:00,2021,12,49,ok product,[This review was collected as part of a promotion.] It was an ok product. Its probably because the change of weather before it got to work I still have a decent amount of it left. So I plan to try again when the weather is better and I know it will be better to try out.,organic reviews,21.84,3,0,0,0,Yes,[this review was collected as part of a promotion.] it was an ok product. its probably because the change of weather before it got to work i still have a decent amount of it left. so i plan to try again when the weather is better and i know it will be better to try out.,2021-12-10,56,,0.0,0.0,0.0,0.0,positive,,,,,0.4786926507949829,"('', '', '', '', 'effective')",other
130,Garden,140422,MOSS OUT! For Lawns 40 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,204766696,100598516,Yes,2022-06-17 0:00:00,2022,6,24,great,This is an excellent product. It kills the moss in your lawn while making the lawn greener and thicker,organic reviews,22.48,5,0,0,0,No,this is an excellent product. it kills the moss in your lawn while making the lawn greener and thicker,2022-06-17,19,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9990232586860657,"('', 'efficient', 'effective', '', 'effective')",
131,Garden,10653,MOSS OUT! For Lawns 20 lb Granules,http://www.homedepot.com/p/t/100598516,Homedepot,MossOut,100598516,100598516,No,2021-11-22 0:00:00,2021,11,47,still some moss left,"[This review was collected as part of a promotion.] It works okay, still some moss left but it does get rid of the smaller patches just fine, takes a whole longer and doesnt fully work on larger sections, affordable!",syndicated reviews,18.97,3,0,0,0,Yes,"[this review was collected as part of a promotion.] it works okay, still some moss left but it does get rid of the smaller patches just fine, takes a whole longer and doesnt fully work on larger sections, affordable!",2021-11-22,39,,0.0,0.0,0.0,0.0,positive,cost,,effective,,0.979642927646637,"('cost', '', 'effective', '', 'effective')",
132,Garden,9648,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,http://www.homedepot.com/p/t/100598513,Homedepot,MossOut,100598513,100598513,No,2021-11-30 0:00:00,2021,11,48,did a great job!,[This review was collected as part of a promotion.] I used this on my walk way. I had a thick layer of moss and This stuff turned it brown and then I power washed it. It got rid of all the moss. It did an excellent job. I must say that This will Not work If you dont use exactly as directed. My friend saw what a good job it did for me so she bought it and didnt use it as directed and didnt work that well for her.,syndicated reviews,0.0,5,0,0,0,Yes,[this review was collected as part of a promotion.] i used this on my walk way. i had a thick layer of moss and this stuff turned it brown and then i power washed it. it got rid of all the moss. it did an excellent job. i must say that this will not work if you dont use exactly as directed. my friend saw what a good job it did for me so she bought it and didnt use it as directed and didnt work that well for her.,2021-11-30,90,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,,0.9754552841186523,"('cost', 'efficient', 'effective', '', 'effective')",
133,Garden,781,MOSS OUT! For Lawns 20 lb Granules,https://www.amazon.com/dp/B0015HZIT0,Amazon,MossOut,B0015HZIT0,B0015HZIT0,No,2021-08-05 0:00:00,2021,8,31,Best product for getting rid of yard moss.,Tried other products but this is the most effective.,organic reviews,14.97,5,0,0,0,No,tried other products but this is the most effective.,2021-08-05,9,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9959632158279419,"('', 'efficient', 'effective', 'ease of use', 'efficient')",
134,Garden,70681,MOSS OUT! For Roofs & Walks 27 oz. Liquid Concentrate,https://www.lowes.com/pd/Moss-Out-27-oz-Concentrate-Moss-Control/3804581,Lowes,MossOut,3804581,3804581,No,2021-12-02 0:00:00,2021,12,48,Not sure about this,[This review was collected as part of a promotion.] I dont know how long it should take to work but it doesnt seem to be working. We have a moss problem on the south side of our home. I had my partner apply this to the effected area last week per the instructions on the bottle but it actually seems like there is more moss than before. Or its greener. Were gonna give it another week before we try something more high powered.,syndicated reviews,15.78,3,0,0,0,Yes,[this review was collected as part of a promotion.] i dont know how long it should take to work but it doesnt seem to be working. we have a moss problem on the south side of our home. i had my partner apply this to the effected area last week per the instructions on the bottle but it actually seems like there is more moss than before. or its greener. were gonna give it another week before we try something more high powered.,2021-12-02,83,,0.0,0.0,0.0,0.0,negative,cost,,,,0.9013634920120239,"('cost', '', '', '', 'cost')",
135,Garden,13764,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,http://www.homedepot.com/p/t/203419243,Homedepot,MossOut,203419243,203419243,No,2021-11-13 0:00:00,2021,11,45,great for next spring.,[This review was collected as part of a promotion.] I wasnt sure what this was when it showed up at my door a couple months ago. I do have a weed situation on my lawn during this past summer and I used a weed killer so this product will come handy when the temperatures are up again. Its winter soon so Im looking forward to use this on my lawn.,syndicated reviews,18.48,4,0,0,0,Yes,[this review was collected as part of a promotion.] i wasnt sure what this was when it showed up at my door a couple months ago. i do have a weed situation on my lawn during this past summer and i used a weed killer so this product will come handy when the temperatures are up again. its winter soon so im looking forward to use this on my lawn.,2021-11-13,70,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.979699969291687,"('cost', 'efficient', 'effective', 'ease of use', 'effective')",
136,Garden,72118,MOSS OUT! Spot Treater For Lawns & Flower Beds 5 lb Granules,http://www.homedepot.com/p/314752274,Homedepot,MossOut,314752274,314752274,No,2022-01-21 0:00:00,2022,1,3,Moss Out!,[This review was collected as part of a promotion.] This Moss Out works great! it doesnt smell horrendous like some of the other garden items!Worked really well on my lawn! I would definitely recommend.,syndicated reviews,14.97,5,0,0,0,Yes,[this review was collected as part of a promotion.] this moss out works great! it doesnt smell horrendous like some of the other garden items!worked really well on my lawn! i would definitely recommend.,2022-01-21,34,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9990978837013245,"('', 'efficient', 'effective', '', 'effective')",
137,Garden,70822,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Plus-20-0-5-Lawn-Food-Fertilizer-20-lb/46855919?selected=true,Walmart,MossOut,46855919,46855919,No,2021-12-09 0:00:00,2021,12,49,I cant try it quite yet.,"[This review was collected as part of a promotion.] Unfortunately its been snowing where I live so I cant try out this fertilizer. But it looks really good and Im excited for when the lawn thaws to try it out. Its very affordable and if it does everything it says, the lawn is going to look amazing! Thank you so much to influenster for giving me this to try.",organic reviews,21.84,4,0,0,0,Yes,"[this review was collected as part of a promotion.] unfortunately its been snowing where i live so i cant try out this fertilizer. but it looks really good and im excited for when the lawn thaws to try it out. its very affordable and if it does everything it says, the lawn is going to look amazing! thank you so much to influenster for giving me this to try.",2021-12-09,69,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,,0.979685366153717,"('cost', 'efficient', 'effective', '', 'effective')",
138,Garden,70765,MOSS OUT! For Roofs & Structures 6 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Economical-Concentrate-for-Roofs-Moss-Killer-6-lbs/16795013?selected=true,Walmart,MossOut,16795013,16795013,No,2021-12-02 0:00:00,2021,12,48,great product,[This review was collected as part of a promotion.] this was a great product to use to get moss off of the side of my house as well as some pavers in my yard. I applied and used as directed and with ease it removed the moss stains. price is good as well for future purchases,organic reviews,21.88,5,0,0,0,Yes,[this review was collected as part of a promotion.] this was a great product to use to get moss off of the side of my house as well as some pavers in my yard. i applied and used as directed and with ease it removed the moss stains. price is good as well for future purchases,2021-12-02,56,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9997025728225708,"('cost', 'efficient', 'effective', 'ease of use', 'effective')",
139,Garden,10043,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,http://www.homedepot.com/p/t/100138813,Homedepot,MossOut,100138813,100138813,Yes,2021-10-23 0:00:00,2021,10,42,Moss Our,Works rapidly turning moss black. Some signs or re-growth appeared a week or so later which kinda indicates to me that the kill doesnt affect anything but green growth and not the underlying root system. I did reapply and it did eliminate regrowth and seems to have lasted at least several weeks so far with no visible sign of green. At this time I used a dethacher device to remove dead moss.,organic reviews,15.47,5,0,0,1,No,works rapidly turning moss black. some signs or re-growth appeared a week or so later which kinda indicates to me that the kill doesnt affect anything but green growth and not the underlying root system. i did reapply and it did eliminate regrowth and seems to have lasted at least several weeks so far with no visible sign of green. at this time i used a dethacher device to remove dead moss.,2021-10-23,72,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,,0.9878957867622375,"('', 'efficient', 'effective', '', 'effective')",
