,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,sentiment,efficient,effective,cost,ease of use,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,align_type,other_m
80,Garden,67726,Expert Gardener Flower Plant Food Fertilizer 10-10-10; 10 lbs.,https://www.walmart.com//ip/Expert-Gardener-Flower-Plant-Food-Fertilizer-10-10-10-10-lbs/437693217?selected=true,Walmart,ExpertGardener,437693217,170461335,No,2021-06-13 0:00:00,2021,6,23,i would not recommend,Burned my flowers. the concentration of fertilizer is too harsh on not well established plants.,organic reviews,7.86,1,0,0,0,No,burned my flowers. the concentration of fertilizer is too harsh on not well established plants.,2021-06-13,Negative,0.0,0.0,0.0,0.0,negative,,,,,0.6330335140228271,"('', '', '', '', 'other')",other
81,Garden,67544,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112490018,Yes,2021-07-22 0:00:00,2021,7,29,Great Value,"Right away Im impressed with the texture of the mix. It is very light and fluffy. The price was great too especially for the quality youre getting. This review was collected as part of a promotion, and the opinions are my own.",organic reviews,9.97,5,0,0,0,Yes,"right away im impressed with the texture of the mix. it is very light and fluffy. the price was great too especially for the quality youre getting. this review was collected as part of a promotion, and the opinions are my own.",2021-07-22,Positive,0.0,1.0,1.0,0.0,positive,cost,efficient,effective,,0.978641152381897,"('cost', 'efficient', 'effective', '', '')",
82,Garden,67665,"Expert Gardener All-Purpose Plant Food Fertilizer 12-5-7, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Plant-Food-Fertilizer-12-5-7-10-lbs/652878366?selected=true,Walmart,ExpertGardener,652878366,515383298,No,2021-07-31 0:00:00,2021,7,30,Extra Boost of Nutrition that My Plants Love!,"First off, I love the size of this bag. Its the perfect amount of food to spread out between my 3 garden beds and still have plenty leftover for later. The colors of the pellets make it easy to see where Ive spread it. They really seem to absorb well into the soil and give my plants the nutrients they need. My yard is mostly red clay, so my plants need this extra boost to keep them healthy and thriving. I will definitely continue to use this! This review was collected as part of a promotion, and the opinions are my own.",organic reviews,9.77,5,0,0,0,Yes,"first off, i love the size of this bag. its the perfect amount of food to spread out between my 3 garden beds and still have plenty leftover for later. the colors of the pellets make it easy to see where ive spread it. they really seem to absorb well into the soil and give my plants the nutrients they need. my yard is mostly red clay, so my plants need this extra boost to keep them healthy and thriving. i will definitely continue to use this! this review was collected as part of a promotion, and the opinions are my own.",2021-07-31,Positive,0.0,1.0,0.0,0.0,positive,,efficient,effective,ease of use,0.997248649597168,"('', 'efficient', 'effective', 'ease of use', '')",
83,Garden,67713,"Expert Gardener Tomato & Vegetable Garden Plant Food Fertilizer 12-10-5, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-Tomato-Vegetable-Garden-Plant-Food-Fertilizer-12-10-5-10-lbs/381276552?selected=true,Walmart,ExpertGardener,381276552,920467930,No,2021-08-10 0:00:00,2021,8,32,"Good stuff, worked great",My tomatoes went crazy this year - have soooo many and they are so sweet!,organic reviews,9.92,5,0,0,0,No,my tomatoes went crazy this year - have soooo many and they are so sweet!,2021-08-10,Positive,0.0,1.0,0.0,0.0,positive,,,effective,,0.9637335538864136,"('', '', 'effective', '', '')",
84,Garden,67449,Expert Gardener All Purpose Plant Food 16-16-16 Fertilizer; 20 lb.,https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Plant-Food-16-16-16-Fertilizer-20-lb/104783034?selected=true,Walmart,ExpertGardener,104783034,104783034,No,2021-07-13 0:00:00,2021,7,28,GREAT PRICE!,GREAT PRICE...I am an avid gardener and I stock up on this fertilizer to last year round.  It is also a good size bag for me to handle.,organic reviews,13.42,5,0,0,0,No,great price...i am an avid gardener and i stock up on this fertilizer to last year round.  it is also a good size bag for me to handle.,2021-07-13,Positive,0.0,0.0,1.0,0.0,positive,cost,efficient,effective,ease of use,0.9957965016365051,"('cost', 'efficient', 'effective', 'ease of use', '')",
85,Garden,90583,"Expert Gardener Lawn Weed Control II Granule Herbicide, Covers 5,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Lawn-Weed-Control-II-Granule-Herbicide-Covers-5-000-sq-ft/55283719?selected=true,Walmart,ExpertGardener,55283719,55283719,No,2022-04-11 0:00:00,2022,4,15,Priduced too Much Dust. How safe is this product?,This product produced a lot of powder or dust as it was applied to the lawn. I wore a mask for most of the time I was using it. But I questioned how safe is this to use. I am sorry I bought and used it. I already had cancer 20 years ago. Unfortunately I did not read the instructions thoroughly and wore my clothes all day. Luckily I always backed away and never walked forward through the dust. I will never buy this again because of that. I used a handheld broadcast spreader but I believe it would produce dust if it was used in one that rolls on the ground. And I spread it by hand using the scoop for more than half the bag. Walmart was out of the Weed and Feed and that is the only reason I bought this. Their weed and feed is a good ...,organic reviews,9.92,1,0,0,0,No,this product produced a lot of powder or dust as it was applied to the lawn. i wore a mask for most of the time i was using it. but i questioned how safe is this to use. i am sorry i bought and used it. i already had cancer 20 years ago. unfortunately i did not read the instructions thoroughly and wore my clothes all day. luckily i always backed away and never walked forward through the dust. i will never buy this again because of that. i used a handheld broadcast spreader but i believe it would produce dust if it was used in one that rolls on the ground. and i spread it by hand using the scoop for more than half the bag. walmart was out of the weed and feed and that is the only reason i bought this. their weed and feed is a good ...,2022-04-11,Neutral,0.0,0.0,0.0,0.0,negative,,,,,0.6459783911705017,"('', '', '', '', 'other')",other
86,Garden,72734,Expert Gardener Citrus Plant Food Fertilizer 6-4-6; 10 lbs.,https://www.walmart.com//ip/Expert-Gardener-Citrus-Plant-Food-Fertilizer-6-4-6-10-lbs/587336041?selected=true,Walmart,ExpertGardener,587336041,870632402,Yes,2022-01-28 0:00:00,2022,1,4,Good Offer,I get the impression that its going to be a good product because they offer that Im going to have Lush Trees and Delicious Fruit. In addition to the guarantee of the return of my money. I hope that it gives good results; Well know in a few months. I received product reimbursement in exchanger for my honest review.,organic reviews,9.26,5,0,0,0,No,i get the impression that its going to be a good product because they offer that im going to have lush trees and delicious fruit. in addition to the guarantee of the return of my money. i hope that it gives good results; well know in a few months. i received product reimbursement in exchanger for my honest review.,2022-01-28,Positive,1.0,1.0,0.0,0.0,positive,cost,efficient,effective,,0.9570116400718689,"('cost', 'efficient', 'effective', '', '')",
87,Garden,67654,"Expert Gardener All-Purpose Plant Food Fertilizer 12-5-7, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Plant-Food-Fertilizer-12-5-7-10-lbs/652878366?selected=true,Walmart,ExpertGardener,652878366,515383298,No,2021-07-31 0:00:00,2021,7,30,Works great!,"It works great. I used this last year too and it helped my plants and vegetable garden flourish. I would recommend using this to feed your plants. This review was collected as part of a promotion, and the opinions are my own.",organic reviews,9.77,5,0,0,0,Yes,"it works great. i used this last year too and it helped my plants and vegetable garden flourish. i would recommend using this to feed your plants. this review was collected as part of a promotion, and the opinions are my own.",2021-07-31,Positive,0.0,1.0,0.0,0.0,positive,,efficient,effective,ease of use,0.998747706413269,"('', 'efficient', 'effective', 'ease of use', '')",
88,Garden,67879,"Expert Gardener Weed & Feed Lawn Fertilizer & Weed Control, Covers 15,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Weed-Feed-Lawn-Fertilizer-Weed-Control-Covers-15-000-sq-ft/935904830?selected=true,Walmart,ExpertGardener,935904830,603561302,No,2021-06-03 0:00:00,2021,6,22,Loving our yard,Easy to use! Our yard like old great!,organic reviews,38.74,5,0,0,0,No,easy to use! our yard like old great!,2021-06-03,Positive,0.0,0.0,0.0,1.0,positive,,efficient,effective,ease of use,0.9967999458312988,"('', 'efficient', 'effective', 'ease of use', '')",
89,Garden,74444,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 1 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-1-cu-ft-Bag/112490018?selected=true,Walmart,ExpertGardener,112490018,112490018,Yes,2022-02-22 0:00:00,2022,2,8,Top notch soil,I used this potting soil to repot a indoor plant. The consistency of the soil was good. It wasnt difficult to get out the bag or have too many clumps that I had to break apart. So far i have no complaints about it. I would definitely use this again to repot any other plants. I received product reimbursement in exchange for my honest review.,organic reviews,7.48,5,0,0,0,No,i used this potting soil to repot a indoor plant. the consistency of the soil was good. it wasnt difficult to get out the bag or have too many clumps that i had to break apart. so far i have no complaints about it. i would definitely use this again to repot any other plants. i received product reimbursement in exchange for my honest review.,2022-02-22,Positive,0.0,1.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9966206550598145,"('cost', 'efficient', 'effective', 'ease of use', '')",
90,Garden,67538,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112490018,Yes,2021-07-22 0:00:00,2021,7,29,Cant wait until final resource,the price is good and soil feels different . it feels more smooth . well I planted some  veggies . and just waiting for the final resource.,organic reviews,9.97,5,0,0,0,No,the price is good and soil feels different . it feels more smooth . well i planted some  veggies . and just waiting for the final resource.,2021-07-22,Positive,0.0,1.0,1.0,0.0,positive,cost,efficient,effective,ease of use,0.9655488729476929,"('cost', 'efficient', 'effective', 'ease of use', '')",
91,Garden,67699,"Expert Gardener All-Purpose Plant Food Fertilizer 12-5-7, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Plant-Food-Fertilizer-12-5-7-10-lbs/652878366?selected=true,Walmart,ExpertGardener,652878366,515383298,No,2021-07-31 0:00:00,2021,7,30,Great for Plants!,"This is a great product to help your pants perform a little better. I liked the price and size of the bag. It has clear instructions and is so easy to use This review was collected as part of a promotion, and the opinions are my own.",organic reviews,9.77,5,0,0,0,Yes,"this is a great product to help your pants perform a little better. i liked the price and size of the bag. it has clear instructions and is so easy to use this review was collected as part of a promotion, and the opinions are my own.",2021-07-31,Positive,0.0,1.0,1.0,0.0,positive,cost,efficient,effective,ease of use,0.9986501336097717,"('cost', 'efficient', 'effective', 'ease of use', '')",
92,Garden,77342,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 8 qt. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-8-qt-Bag/114494649?selected=true,Walmart,ExpertGardener,114494649,112134279,Yes,2022-03-18 0:00:00,2022,3,11,,Both bags were full of mushrooms and root systems.,organic reviews,3.93,1,0,0,0,No,both bags were full of mushrooms and root systems.,2022-03-18,Neutral,0.0,0.0,0.0,0.0,negative,,,effective,,0.9426476359367371,"('', '', 'effective', '', '')",
93,Garden,67649,"Expert Gardener All-Purpose Plant Food Fertilizer 12-5-7, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Plant-Food-Fertilizer-12-5-7-10-lbs/652878366?selected=true,Walmart,ExpertGardener,652878366,515383298,No,2021-07-31 0:00:00,2021,7,30,Great resealable package,"The plant food is very easy to use and the resealable packaging makes it also easy to store. The food is colored in several shades and shows up very distinctly on the soil. This review was collected as part of a promotion, and the opinions are my own.",organic reviews,9.77,5,0,0,0,Yes,"the plant food is very easy to use and the resealable packaging makes it also easy to store. the food is colored in several shades and shows up very distinctly on the soil. this review was collected as part of a promotion, and the opinions are my own.",2021-07-31,Positive,0.0,0.0,0.0,1.0,positive,,efficient,effective,ease of use,0.9980458617210388,"('', 'efficient', 'effective', 'ease of use', '')",
94,Garden,150307,"Expert Gardener Texas Turf Lawn Fertilizer, Plus 2% Iron, covers 5,000 sq. ft",https://www.walmart.com//ip/Expert-Gardener-Texas-Turf-Lawn-Food-Fertilizer-Plus-2-Iron-covers-5-000-sq-ft/660908503?selected=true,Walmart,ExpertGardener,660908503,660908503,No,2022-06-01 0:00:00,2022,6,22,,I live in East Texas and this is the first year that I applied this product. My yard exploded and I am mowing about twice a week. I used Scotts for years and finally figured out that I was paying for a name and their product didnt do what it advertised.,organic reviews,14.26,5,0,0,0,No,i live in east texas and this is the first year that i applied this product. my yard exploded and i am mowing about twice a week. i used scotts for years and finally figured out that i was paying for a name and their product didnt do what it advertised.,2022-06-01,Neutral,0.0,0.0,0.0,0.0,negative,cost,,effective,,0.941285252571106,"('cost', '', 'effective', '', '')",
95,Garden,67702,"Expert Gardener All-Purpose Plant Food Fertilizer 12-5-7, 10 lbs.",https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Plant-Food-Fertilizer-12-5-7-10-lbs/652878366?selected=true,Walmart,ExpertGardener,652878366,515383298,No,2021-07-31 0:00:00,2021,7,30,Great plant food,Just started using this product so not sure yet how well it works but with whats in it I am sure it will. This review is part of a promotion and the views and opinions are my own.,organic reviews,9.77,4,0,0,0,Yes,just started using this product so not sure yet how well it works but with whats in it i am sure it will. this review is part of a promotion and the views and opinions are my own.,2021-07-31,Positive,0.0,0.0,0.0,0.0,positive,,,,,0.5698500275611877,"('', '', '', '', 'other')",other
96,Garden,67736,"Expert Gardener All-Purpose Water Soluble Plant Food Fertilizer, 1.5 lb.",https://www.walmart.com//ip/Expert-Gardener-All-Purpose-Water-Soluble-Plant-Food-Fertilizer-1-5-lb/665863403?selected=true,Walmart,ExpertGardener,665863403,138006473,No,2021-08-20 0:00:00,2021,8,33,Does not burn plants!,"Very affordable and did not damage my plants, so I am very happy I was able to use it safely. Now I need to wait for the results! So far, so good.",organic reviews,2.97,5,0,0,0,No,"very affordable and did not damage my plants, so i am very happy i was able to use it safely. now i need to wait for the results! so far, so good.",2021-08-20,Positive,0.0,0.0,1.0,0.0,positive,cost,efficient,effective,ease of use,0.9931555986404419,"('cost', 'efficient', 'effective', 'ease of use', '')",
97,Garden,150163,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 8 qt. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-8-qt-Bag/114494649?selected=true,Walmart,ExpertGardener,114494649,114494649,Yes,2022-05-16 0:00:00,2022,5,20,Not for small pots. Too many large wood pieces.,Its mulch with some dirt added. So many large twigs and bark it was not suitable for my small pots. It was raining when I bought it so the bags were wet. When I got it home it was leaking brown and hot all over me. I smelled like manure. I wasnt expecting this from a potting soil. I guess MIX should have been a clue,organic reviews,4.74,1,0,0,0,No,its mulch with some dirt added. so many large twigs and bark it was not suitable for my small pots. it was raining when i bought it so the bags were wet. when i got it home it was leaking brown and hot all over me. i smelled like manure. i wasnt expecting this from a potting soil. i guess mix should have been a clue,2022-05-16,Negative,0.0,0.0,0.0,0.0,negative,,,,,0.3458779454231262,"('', '', '', '', 'other')",other
98,Garden,74388,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 1 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-1-cu-ft-Bag/112490018?selected=true,Walmart,ExpertGardener,112490018,112490018,Yes,2022-02-22 0:00:00,2022,2,8,Great and wonderful price,This isnt the first time Ive bought this potting mix but its the first time Im reviewing it online and Ive always been impressed by the potting mix for the price and convenience its Great. I received product reimbursement in exchange for my honest review.,organic reviews,7.48,5,0,0,0,No,this isnt the first time ive bought this potting mix but its the first time im reviewing it online and ive always been impressed by the potting mix for the price and convenience its great. i received product reimbursement in exchange for my honest review.,2022-02-22,Positive,0.0,1.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9838950037956238,"('', 'efficient', 'effective', 'ease of use', '')",
99,Garden,74314,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 8 qt. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-8-qt-Bag/114494649?selected=true,Walmart,ExpertGardener,114494649,112490018,Yes,2022-02-25 0:00:00,2022,2,8,Quality potting mix,I liked the texture of the potting soil because it had chunks of fertilizer and other natural bits mixed within to help my plants stay nice and healthy. I like this product better than other brands I have bought in the past. I received product reimbursement in exchange for my honest review.,organic reviews,3.93,5,0,0,0,No,i liked the texture of the potting soil because it had chunks of fertilizer and other natural bits mixed within to help my plants stay nice and healthy. i like this product better than other brands i have bought in the past. i received product reimbursement in exchange for my honest review.,2022-02-25,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9904111623764038,"('', 'efficient', 'effective', '', '')",
100,Garden,67873,"Expert Gardener Weed & Feed Lawn Fertilizer & Weed Control, Covers 15,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Weed-Feed-Lawn-Fertilizer-Weed-Control-Covers-15-000-sq-ft/935904830?selected=true,Walmart,ExpertGardener,935904830,603561302,No,2021-06-12 0:00:00,2021,6,23,,It works pretty good follow the directions and it should work as intended,organic reviews,38.74,4,0,0,0,No,it works pretty good follow the directions and it should work as intended,2021-06-12,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9990829825401306,"('', 'efficient', 'effective', 'ease of use', '')",
101,Garden,90605,"Expert Gardener Southern Weed & Feed, Lawn Fertilizer & Weed Control, Covers 10,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Southern-Weed-Feed-Lawn-Fertilizer-Weed-Control-Covers-10-000-sq-ft/810808383?selected=true,Walmart,ExpertGardener,810808383,261054710,Yes,2022-04-11 0:00:00,2022,4,15,Great for de-weeding,Perfect for beating back the annual weeds,organic reviews,37.86,5,0,0,0,No,perfect for beating back the annual weeds,2022-04-11,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9992973804473877,"('', 'efficient', 'effective', 'ease of use', '')",
102,Garden,74369,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 8 qt. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-8-qt-Bag/114494649?selected=true,Walmart,ExpertGardener,114494649,112490018,Yes,2022-02-23 0:00:00,2022,2,8,Great potting mix,"I have a small outdoor garden and my first time using this soil. So far its high quality, soft and light and airy. So far no complaints and I am looking forward to planting more with it. I received product reimbursement in exchange for my honest review.",organic reviews,3.93,5,0,0,0,No,"i have a small outdoor garden and my first time using this soil. so far its high quality, soft and light and airy. so far no complaints and i am looking forward to planting more with it. i received product reimbursement in exchange for my honest review.",2022-02-23,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.980116605758667,"('', 'efficient', 'effective', 'ease of use', '')",
103,Garden,67532,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112490018,Yes,2021-07-11 0:00:00,2021,7,27,"Inconsistent ingredients, quality and porosity.","purchased several bags this year. Two if the bags had what I was looking for, including rice hulls and composted bark. These bags offered ideal drainage and water retention for my purposes.The other bags were full of uncomposted wood chips and became oxygen deprived sludge after watering. These bags would have to set out for a year prior to use.I have tried growing annuals in Expert Gardener potting mix, and they do not thrive. They are often lethargic and sometimes look burned.They plants that I am collecting to like the variety of Expert Gardener with the rice hulls.Its just not worth it to buy the bags and haul them home to open, only to find the product that is sludgy in the presence of moisture.If you buy, try testing it out in pots without plants to see for yourself how long it takes to become something other than mud and bark.",organic reviews,9.97,1,0,0,0,No,"purchased several bags this year. two if the bags had what i was looking for, including rice hulls and composted bark. these bags offered ideal drainage and water retention for my purposes.the other bags were full of uncomposted wood chips and became oxygen deprived sludge after watering. these bags would have to set out for a year prior to use.i have tried growing annuals in expert gardener potting mix, and they do not thrive. they are often lethargic and sometimes look burned.they plants that i am collecting to like the variety of expert gardener with the rice hulls.its just not worth it to buy the bags and haul them home to open, only to find the product that is sludgy in the presence of moisture.if you buy, try testing it out in pots without plants to see for yourself how long it takes to become something other than mud and bark.",2021-07-11,,0.0,0.0,0.0,0.0,neutral,cost,,,,0.7862386703491211,"('cost', '', '', '', '')",
104,Garden,111828,"Expert Gardener Lawn Fertilizer, Plus 2% Iron, Covers 5,000 sq. ft",https://www.walmart.com//ip/Expert-Gardener-Lawn-Fertilizer-Plus-2-Iron-Covers-5-000-sq-ft/703225522?selected=true,Walmart,ExpertGardener,703225522,703225522,Yes,2022-05-02 0:00:00,2022,5,18,Excellent product,This item worked very well for me. My grass is better than it has ever been.,organic reviews,14.46,5,0,0,0,No,this item worked very well for me. my grass is better than it has ever been.,2022-05-02,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9995690584182739,"('', 'efficient', 'effective', 'ease of use', '')",
105,Garden,67724,Expert Gardener Flower Plant Food Fertilizer 10-10-10; 10 lbs.,https://www.walmart.com//ip/Expert-Gardener-Flower-Plant-Food-Fertilizer-10-10-10-10-lbs/437693217?selected=true,Walmart,ExpertGardener,437693217,170461335,No,2021-10-09 0:00:00,2021,10,40,I would not use again,Every plant I put it on died.  5 plants,organic reviews,7.86,1,0,0,0,No,every plant i put it on died.  5 plants,2021-10-09,,0.0,0.0,0.0,0.0,negative,cost,,,,0.7006093263626099,"('cost', '', '', '', '')",
106,Garden,72753,Expert Gardener Citrus Plant Food Fertilizer 6-4-6; 3.5 lbs.,https://www.walmart.com//ip/Expert-Gardener-Citrus-Plant-Food-Fertilizer-6-4-6-3-5-lbs/870632402?selected=true,Walmart,ExpertGardener,870632402,870632402,Yes,2022-01-27 0:00:00,2022,1,4,Inexpensive food to keep your tree happy,"Feeding your citrus trees on the recommended schedule is critical for keeping them healthy. I like that Expert Gardeners Citrus Food is affordable, easy to find at my local Walmart and feeds my tree for up to 3 months. The bag size is smaller, so its easy to carry and store any extra. There are clear instructions on how much to use for the size of your tree. Overall, a product I would definitely buy again. I received product reimbursement in exchange for my honest review.",organic reviews,4.68,5,0,0,0,No,"feeding your citrus trees on the recommended schedule is critical for keeping them healthy. i like that expert gardeners citrus food is affordable, easy to find at my local walmart and feeds my tree for up to 3 months. the bag size is smaller, so its easy to carry and store any extra. there are clear instructions on how much to use for the size of your tree. overall, a product i would definitely buy again. i received product reimbursement in exchange for my honest review.",2022-01-27,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9891003966331482,"('cost', 'efficient', 'effective', 'ease of use', '')",
107,Garden,74233,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 2 cu. ft. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-2-cu-ft-Bag/112134279?selected=true,Walmart,ExpertGardener,112134279,112134279,Yes,2022-02-22 0:00:00,2022,2,8,Good quality product..,The product was perfect for the planting I needed to do it was moist but not super wet or dry. The bag size is perfect for pouring and not spilling and storage as well. Looking at the product and the packaging so far I am very happy with it and I think it will be good for future uses as well. I received product reimbursement in exchange for my honest review.,organic reviews,11.97,5,0,0,0,No,the product was perfect for the planting i needed to do it was moist but not super wet or dry. the bag size is perfect for pouring and not spilling and storage as well. looking at the product and the packaging so far i am very happy with it and i think it will be good for future uses as well. i received product reimbursement in exchange for my honest review.,2022-02-22,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9975048899650574,"('', 'efficient', 'effective', 'ease of use', '')",
108,Garden,68113,"Expert Gardener Sun & Shade Grass Seed Northern Mix, for Sun to Partial Shade; 20 lbs.",https://www.walmart.com//ip/Expert-Gardener-Sun-Shade-Grass-Seed-Northern-Mix-for-Sun-to-Partial-Shade-20-lbs/108037091?selected=true,Walmart,ExpertGardener,108037091,660854953,No,2021-07-29 0:00:00,2021,7,30,awesome product,This product worked great.  There were dead spots,organic reviews,39.92,5,0,0,0,No,this product worked great.  there were dead spots,2021-07-29,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9937982559204102,"('', 'efficient', 'effective', '', '')",
109,Garden,150320,"Expert Gardener Lawn Fertilizer, Plus 2% Iron, Covers 15,000 sq. ft.",https://www.walmart.com//ip/Expert-Gardener-Lawn-Food-Fertilizer-Plus-2-Iron-Covers-15-000-sq-ft/595641402?selected=true,Walmart,ExpertGardener,595641402,595641402,Yes,2022-06-09 0:00:00,2022,6,23,"Save money, live better.","Significantly cheaper than name brand product. Fertilizer is fertilizer, n need to spend more money on it. Spread this over lawn with Scotts mini broadcast spreader. Grass responded well and is green.",organic reviews,34.88,5,0,0,0,No,"significantly cheaper than name brand product. fertilizer is fertilizer, n need to spend more money on it. spread this over lawn with scotts mini broadcast spreader. grass responded well and is green.",2022-06-09,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.997954249382019,"('cost', 'efficient', 'effective', 'ease of use', '')",
110,Garden,71105,"Expert Gardener Indoor and Outdoor Potting Soil Mix, 8 qt. Bag",https://www.walmart.com//ip/Expert-Gardener-Indoor-and-Outdoor-Potting-Soil-Mix-8-qt-Bag/114494649?selected=true,Walmart,ExpertGardener,114494649,112490018,Yes,2021-12-27 0:00:00,2021,12,52,,"Ok how can I start? This is an ok Option if youre a beginner gardener and if youre in a budget, but OUTDOORS. This is a potting mix thats mainly peat moss and bark. If youre using this in Houseplants for indoors, PLEASE add more perlite to it or else your soil will stay moist for even a month and attract fingus gnats or even rot your plants. i May even reccomend you add some bark or mulch to it for outside purposes to maake it more well draining. Again if youre a Beginner youre just growing some herbs and pretty annual flowers in pots, its an ok option for you to use. what I dont like about this mix which is also what i dont like about pretty much most of commercial potting mixes available on the market is that it has PEAT MOSS. I...",organic reviews,4.48,3,0,0,0,No,"ok how can i start? this is an ok option if youre a beginner gardener and if youre in a budget, but outdoors. this is a potting mix thats mainly peat moss and bark. if youre using this in houseplants for indoors, please add more perlite to it or else your soil will stay moist for even a month and attract fingus gnats or even rot your plants. i may even reccomend you add some bark or mulch to it for outside purposes to maake it more well draining. again if youre a beginner youre just growing some herbs and pretty annual flowers in pots, its an ok option for you to use. what i dont like about this mix which is also what i dont like about pretty much most of commercial potting mixes available on the market is that it has peat moss. i...",2021-12-27,,0.0,0.0,0.0,0.0,neutral,cost,,,,0.9895337820053101,"('cost', '', '', '', '')",
111,Garden,72740,Expert Gardener Citrus Plant Food Fertilizer 6-4-6; 3.5 lbs.,https://www.walmart.com//ip/Expert-Gardener-Citrus-Plant-Food-Fertilizer-6-4-6-3-5-lbs/870632402?selected=true,Walmart,ExpertGardener,870632402,870632402,Yes,2022-01-28 0:00:00,2022,1,4,Citrus tree food,This product contains many nutrients that citrus trees need. It feeds them for 3 months. I also like that it comes with a money back guarantee. I received product reimbursement in exchange for my honest review.,organic reviews,4.68,5,0,0,0,No,this product contains many nutrients that citrus trees need. it feeds them for 3 months. i also like that it comes with a money back guarantee. i received product reimbursement in exchange for my honest review.,2022-01-28,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9906314015388489,"('', 'efficient', 'effective', '', '')",
112,Garden,73729,"Expert Gardener Texas Turf Lawn Fertilizer, Plus 2% Iron, covers 5,000 sq. ft",https://www.walmart.com//ip/Expert-Gardener-Texas-Turf-Lawn-Fertilizer-Plus-2-Iron-covers-5-000-sq-ft/660908503?selected=true,Walmart,ExpertGardener,660908503,660908503,No,2022-02-12 0:00:00,2022,2,6,Best value for money,"Bought this spring 2021 and just bought it again for spring 2022. Lasts 3 to 4 months, really solid spread and rooting and really greens up St Augustine in the Houston area. I apply it early...mid-February.",organic reviews,14.88,5,0,0,0,No,"bought this spring 2021 and just bought it again for spring 2022. lasts 3 to 4 months, really solid spread and rooting and really greens up st augustine in the houston area. i apply it early...mid-february.",2022-02-12,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,,0.9974507689476013,"('cost', 'efficient', 'effective', '', '')",
