,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost_m,efficient_m,effective_m,ease of use_m,max
16064,Garden,100659,Image Kills Nutsedge Ready-to-Spray,https://www.lowes.com/pd/IMAGE-32-oz-Lawn-Weed-Killer/3158899,Lowes,ImageforWeeds,3158899,3158899,No,2022-04-23T00:00:00,2022,4,16,Kills the weeds,"I have had a similar experience as Bud in Florida did. First time I used it (2 years ago) the product dispensed properly and it took care of the weeds. Last two times I used it the product dispenses some, but then the water back flows into the concentrate after about 10 minutes of use. It kills the weeds great, but I think instead of using with a garden hose I am going to have to dilute in pump up sprayer from now on. Your garden hose dispensing system is not working properly.",syndicated reviews,20.98,4,0,0,0,No,"i have had a similar experience as bud in florida did. first time i used it (2 years ago) the product dispensed properly and it took care of the weeds. last two times i used it the product dispenses some, but then the water back flows into the concentrate after about 10 minutes of use. it kills the weeds great, but i think instead of using with a garden hose i am going to have to dilute in pump up sprayer from now on. your garden hose dispensing system is not working properly.",2022-04-23,93,Neutral,0.46120962500572205,0.07920120656490326,0.6672908067703247,0.0945071429014206,0.6672908067703247
1691,Garden,12615,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/t/100598623,Homedepot,ImageforWeeds,100598623,100175861,Yes,2021-07-22T00:00:00,2021,7,29,did not kill the weeds...,did not kill the weeds,organic reviews,19.97,1,0,0,0,No,did not kill the weeds,2021-07-22,5,Negative,0.6449375748634338,0.666799783706665,0.008740563876926899,0.10217110067605972,0.666799783706665
4970,Garden,56476,Image All-In-One Weed Killer Ready-to-Spray,https://www.lowes.com/pd/IMAGE-All-In-One-24-oz-Lawn-Weed-Killer/999990274,Lowes,ImageforWeeds,999990274,999990274,No,2021-06-28T00:00:00,2021,6,26,Works Okay.,"[This review was collected as part of a promotion.] I gave this weed killer a try, and yes, it does kill clovers, however, I did realize it did make my grass brown and burned the blades a bit. I gave this three stars foe that reason. My grass did recover in those spots, but it took about two weeks. If you have a major weed problem, I would recommend this for a one time use.",syndicated reviews,20.98,3,0,0,0,Yes,"[this review was collected as part of a promotion.] i gave this weed killer a try, and yes, it does kill clovers, however, i did realize it did make my grass brown and burned the blades a bit. i gave this three stars foe that reason. my grass did recover in those spots, but it took about two weeks. if you have a major weed problem, i would recommend this for a one time use.",2021-06-28,75,Positive,0.5438649654388428,0.2586941719055176,0.6804265379905701,0.01745588891208172,0.6804265379905701
13476,Garden,78149,Image Herbicide for St. Augustinegrass & Centipedegrass Concentrate,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594320,303594294,Yes,2022-03-22T00:00:00,2022,3,12,Nothing special. I saw limited results after first application....,Nothing special. I saw limited results after first application.,organic reviews,10.32,3,0,0,0,No,nothing special. i saw limited results after first application.,2022-03-22,9,Negative,0.5765671133995056,0.1630527675151825,0.05850425735116005,0.3494661748409271,0.5765671133995056
13440,Garden,78113,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-03-24T00:00:00,2022,3,12,This product did nothing to stop growth or eliminate annual...,This product did nothing to stop growth or eliminate annual bluegrass from my yard.,organic reviews,20.47,1,0,0,0,No,this product did nothing to stop growth or eliminate annual bluegrass from my yard.,2022-03-24,14,Negative,0.5716509819030762,0.11445329338312149,0.012758476659655571,0.03849416226148605,0.5716509819030762
18912,Garden,130355,IMAGE Noxall 10 lb,http://www.homedepot.com/p/100120827,Homedepot,ImageforWeeds,100120827,100120827,No,2022-05-25T00:00:00,2022,5,21,A little slow in taking care of the weeds in...,"A little slow in taking care of the weeds in the driveway, so give it a couple more weeks, then ask me this question.",organic reviews,34.97,4,0,0,0,No,"a little slow in taking care of the weeds in the driveway, so give it a couple more weeks, then ask me this question.",2022-05-25,24,Neutral,0.21107660233974457,0.0034618384670466185,0.020911788567900658,0.005426315125077963,0.21107660233974457
10582,Garden,72174,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-01-06T00:00:00,2022,1,1,Still have some green showing...,Still have some green showing,organic reviews,20.47,3,0,0,0,No,still have some green showing,2022-01-06,5,Neutral,0.38530927896499634,0.06997334212064743,0.17306089401245117,0.038204822689294815,0.38530927896499634
25927,Garden,141859,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-09T00:00:00,2022,6,23,The herbicide is excellent  but I had problems with...,"The herbicide is excellent  but I had problems with the bottle not working with my hose. Since I bought 4 bottles, I was able to transfer the contents of the 2 bottles that did not work to the bottle that did work.",organic reviews,15.47,3,0,0,0,No,"the herbicide is excellent  but i had problems with the bottle not working with my hose. since i bought 4 bottles, i was able to transfer the contents of the 2 bottles that did not work to the bottle that did work.",2022-06-09,43,Positive,0.26731160283088684,0.1598365753889084,0.6568724513053894,0.009976721368730068,0.6568724513053894
14170,Garden,79387,IMAGE Noxall 10 lb,https://www.lowes.com/pd/IMAGE-Noxall-10-lb-Weed-and-Grass-Killer/3699174,Lowes,ImageforWeeds,3699174,3699174,No,2022-04-02T00:00:00,2022,4,13,No weeds!,"Used a spreader to put some over grass, and weeds  three weeks ago. Noxoll still not working.",syndicated reviews,39.88,1,0,0,0,No,"used a spreader to put some over grass, and weeds  three weeks ago. noxoll still not working.",2022-04-02,18,Negative,0.5092071890830994,0.06544407457113266,0.004630583338439465,0.0845031887292862,0.5092071890830994
2415,Garden,20981,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,http://www.homedepot.com/p/t/303594294,Homedepot,ImageforWeeds,303594294,303594294,Yes,2021-06-24T00:00:00,2021,6,25,No!!!  Did not like nor did it kill one...,"No!!!  Did not like nor did it kill one weed!!!   Then unaware, I receive another bottle, did not know the automatically signed me up for another one!!!   Very UNHAPPY!!!   Please do not send me another one, Thank ou!!!",organic reviews,11.97,1,0,0,1,No,"no!!!  did not like nor did it kill one weed!!!   then unaware, i receive another bottle, did not know the automatically signed me up for another one!!!   very unhappy!!!   please do not send me another one, thank ou!!!",2021-06-24,45,Negative,0.6409456729888916,0.005364562850445509,0.00621374137699604,0.02380964159965515,0.6409456729888916
18502,Garden,120138,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594294,303594294,Yes,2022-05-10T00:00:00,2022,5,19,Defective Sprayer,"Sprayer did not work correctly, it just fills the bottle with water instead of dispensing it. Seems to be a very common issue with this product.",organic reviews,12.47,1,0,0,0,No,"sprayer did not work correctly, it just fills the bottle with water instead of dispensing it. seems to be a very common issue with this product.",2022-05-10,26,Negative,0.26659733057022095,0.0003190413408447057,0.0006336140213534236,0.0014688718365505338,0.26659733057022095
26323,Garden,142255,Image Herbicide for St. Augustinegrass & Centipedegrass Concentrate,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594320,303594294,Yes,2022-06-23T00:00:00,2022,6,25,Vitaminc723,[This review was collected as part of a promotion.] It worked however the smell of the weed killer was strong and over powering!,syndicated reviews,10.32,4,0,0,0,Yes,[this review was collected as part of a promotion.] it worked however the smell of the weed killer was strong and over powering!,2022-06-23,23,Neutral,0.22349761426448822,0.01485688891261816,0.5820140242576599,0.0015618775505572557,0.5820140242576599
25504,Garden,141436,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100598623,100175861,Yes,2022-06-14T00:00:00,2022,6,24,New Zoysia Sod,"I live in north Georgia, and have been using Image for several years on Emerald zoysia lawn. We re-sodded backyard with Emerald about six weeks ago, and Im noticing weeds sprouting all over the new sod. When is it safe to apply Image to new sod?",syndicated reviews,22.26,5,0,0,0,No,"i live in north georgia, and have been using image for several years on emerald zoysia lawn. we re-sodded backyard with emerald about six weeks ago, and im noticing weeds sprouting all over the new sod. when is it safe to apply image to new sod?",2022-06-14,46,Neutral,0.4533848762512207,0.07550264149904251,0.40718913078308105,0.10129094868898392,0.4533848762512207
