,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost,ease of use,effective,efficient,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,naive_cost,naive_efficient,naive_effective,naive_easeofuse
26295,Garden,142227,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-28T00:00:00,2022,6,26,It worked okay,[This review was collected as part of a promotion.] It worked fine at first but we had to reapply to get everything. I like it but not sure it works as well as what we normally use.,syndicated reviews,13.47,4,0,0,0,Yes,[this review was collected as part of a promotion.] it worked fine at first but we had to reapply to get everything. i like it but not sure it works as well as what we normally use.,6/28/2022,37,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
4926,Garden,56392,Image All-In-One Weed Killer Ready-to-Spray,https://www.lowes.com/pd/IMAGE-All-In-One-24-oz-Lawn-Weed-Killer/999990274,Lowes,ImageforWeeds,999990274,999990274,No,2021-06-26T00:00:00,2021,6,25,Awesome product!,[This review was collected as part of a promotion.] This is my first time to use a product in this form. It took some time after receiving it before I was able to try it out because of all the rain. After a few days I could see that it was working! The ease of use is great and I will try again in the future.,syndicated reviews,20.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] this is my first time to use a product in this form. it took some time after receiving it before i was able to try it out because of all the rain. after a few days i could see that it was working! the ease of use is great and i will try again in the future.,6/26/2021,66,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
2422,Garden,21020,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,http://www.homedepot.com/p/t/303594294,Homedepot,ImageforWeeds,303594294,303594294,Yes,2021-09-26T00:00:00,2021,9,38,wastw of time and money,"This thing did nothing, i have just about every type of weed and not a single one died.",organic reviews,11.97,1,0,0,0,No,"this thing did nothing, i have just about every type of weed and not a single one died.",9/26/2021,18,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
25960,Garden,141892,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-18T00:00:00,2022,6,24,Totally destroyed the dandelion takeover!,"[This review was collected as part of a promotion.] Ive previously treated my lawn with weed and feed granules right before spring. There were still some dandelions (and a few other weeds) that managed to survive and I felt like they were somehow still spreading. This Image Lawn Weed and Crabgrass Killer did the trick getting the remaining survivors and the ones that seems to be creeping over from my neighbors yard. I have to wait for a day that did not exceed 90 degrees to apply the weed killer, which was a challenge in the rising summer temperatures here in Georgia. Its important to read ALL of the instructions on the bottle because there is a lot to pay attention to. Theres no need for a spreader with this stray bottle, which was a big plus for me. I simply connected the bottle to a hose and let the sprayer do most of the work. I now have a weed-free lawn with no annoying dandelions threatening to take over the grass!",syndicated reviews,15.47,5,3,0,0,Yes,"[this review was collected as part of a promotion.] ive previously treated my lawn with weed and feed granules right before spring. there were still some dandelions (and a few other weeds) that managed to survive and i felt like they were somehow still spreading. this image lawn weed and crabgrass killer did the trick getting the remaining survivors and the ones that seems to be creeping over from my neighbors yard. i have to wait for a day that did not exceed 90 degrees to apply the weed killer, which was a challenge in the rising summer temperatures here in georgia. its important to read all of the instructions on the bottle because there is a lot to pay attention to. theres no need for a spreader with this stray bottle, which was a big plus for me. i simply connected the bottle to a hose and let the sprayer do most of the work. i now have a weed-free lawn with no annoying dandelions threatening to take over the grass!",6/18/2022,172,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
4822,Garden,53868,Image Kills Nutsedge Ready-to-Spray,https://www.lowes.com/pd/IMAGE-32-oz-Lawn-Weed-Killer/3158899,Lowes,ImageforWeeds,3158899,3158899,No,2021-06-13T00:00:00,2021,6,23,Beastie Nutsedge,"Reading these comments I wonder, how many people complaining actually read the ENTIRE instructions before using. I have not tried this yet but plan on it in the next week on my centipede lawn. I have St Augustine Centipede as well and the instructions clearly say not to use it in the winter to control winter weeds on St Augustine Centipede. It also says the lawn should be established and it may cause yellowing of grass as it kills the weeds. People expect miracles, they think herbicide should kill only the weed not harm the grass any way shape or form and instructions do not say that. I certainly hope my grass is not killed and I do not want it yellowing but it is small price to pay if it kills the weeds. I do not want a lawn full of stickers that is for sure so we will see what happens.",organic reviews,19.98,3,2,0,1,No,"reading these comments i wonder, how many people complaining actually read the entire instructions before using. i have not tried this yet but plan on it in the next week on my centipede lawn. i have st augustine centipede as well and the instructions clearly say not to use it in the winter to control winter weeds on st augustine centipede. it also says the lawn should be established and it may cause yellowing of grass as it kills the weeds. people expect miracles, they think herbicide should kill only the weed not harm the grass any way shape or form and instructions do not say that. i certainly hope my grass is not killed and i do not want it yellowing but it is small price to pay if it kills the weeds. i do not want a lawn full of stickers that is for sure so we will see what happens.",6/13/2021,153,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26067,Garden,141999,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-28T00:00:00,2022,6,26,Kills MOST things,"[This review was collected as part of a promotion.] I received this through sample. I tried on my lawn and it killed most of the weeds that were around the yard. I must have some strong clover around my area, because it did not touch it. I would try other products from these guys",syndicated reviews,15.47,3,0,0,0,Yes,"[this review was collected as part of a promotion.] i received this through sample. i tried on my lawn and it killed most of the weeds that were around the yard. i must have some strong clover around my area, because it did not touch it. i would try other products from these guys",6/28/2022,54,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
13873,Garden,79090,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,Yes,2022-04-01T00:00:00,2022,4,13,Didnt come out when sprayed...,Didnt come out when sprayed,organic reviews,20.47,1,0,0,0,No,didnt come out when sprayed,4/1/2022,5,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
7422,Garden,67294,Image All-In-One Weed Killer Ready-to-Spray,https://www.walmart.com//ip/Image-All-in-One-Lawn-Weed-Killer-24-oz-Ready-to-Spray/180315212?selected=true,Walmart,ImageforWeeds,180315212,180315212,No,2021-06-25T00:00:00,2021,6,25,Good Stuff,[This review was collected as part of a promotion.] It did a good job slowing the growth of the weeds in the Bahia field I live in. Nothing I have found works better than commercial bare ground sterilizer so slowing the growth is a huge win.,organic reviews,20.18,5,0,0,0,Yes,[this review was collected as part of a promotion.] it did a good job slowing the growth of the weeds in the bahia field i live in. nothing i have found works better than commercial bare ground sterilizer so slowing the growth is a huge win.,6/25/2021,46,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
20711,Garden,132397,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-05-12T00:00:00,2022,5,19,"Where it worked it worked well, but the coverage was...","Where it worked it worked well, but the coverage was spotty using a hose in sprayer.It will take two treatments to get complete resulsts.",organic reviews,13.47,4,0,0,0,No,"where it worked it worked well, but the coverage was spotty using a hose in sprayer.it will take two treatments to get complete resulsts.",5/12/2022,24,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26227,Garden,142159,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-18T00:00:00,2022,6,24,Works Well,[This review was collected as part of a promotion.] I typically only use granules to apply weed treatment to my lawn but this year I needed something additional. I applied this ready to spray weed killer and within a few days I could start to see the weeds turn brown. It was very easy to apply and started working very quickly.,syndicated reviews,13.47,5,1,0,0,Yes,[this review was collected as part of a promotion.] i typically only use granules to apply weed treatment to my lawn but this year i needed something additional. i applied this ready to spray weed killer and within a few days i could start to see the weeds turn brown. it was very easy to apply and started working very quickly.,6/18/2022,61,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
17105,Garden,110679,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-05-04T00:00:00,2022,5,18,This worked really well!...,This worked really well!,organic reviews,15.47,5,0,0,0,No,this worked really well!,5/4/2022,4,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26280,Garden,142212,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-28T00:00:00,2022,6,26,Works really well,"[This review was collected as part of a promotion.] My yard is filled with weeds so it took me some time to decide where would be the best place to try this out. I decided to spray it along the side of my yard, between mine and my neighbors property line. We have a well and septic system, so I wanted the chemicals to be far from that. This bottle simply screws into your house and you slide a plastic piece to turn it on straight water or to mix it in. I had mine on the water option at first and didnt realize it for a few minutes when I thought it was taking too long for the level in the bottle to decrease. Ha! Then, I noticed where it said ""mix"". After that, I sprayed for about 5 minutes until the bottle was empty. An hour later, I walked by the area and noticed changes. Some of the weeds were wilted, but the most common sign of working were the yellowing of weeds. Product does have a strong scent, so if that would bother you, wear an N95. I tried not to inhale as much when spraying, or breathed away from the area. Overall, great product and works fast. Im very happy to have had this to try out on my weed-ridden yard!",syndicated reviews,13.47,4,0,0,0,Yes,"[this review was collected as part of a promotion.] my yard is filled with weeds so it took me some time to decide where would be the best place to try this out. i decided to spray it along the side of my yard, between mine and my neighbors property line. we have a well and septic system, so i wanted the chemicals to be far from that. this bottle simply screws into your house and you slide a plastic piece to turn it on straight water or to mix it in. i had mine on the water option at first and didnt realize it for a few minutes when i thought it was taking too long for the level in the bottle to decrease. ha! then, i noticed where it said ""mix"". after that, i sprayed for about 5 minutes until the bottle was empty. an hour later, i walked by the area and noticed changes. some of the weeds were wilted, but the most common sign of working were the yellowing of weeds. product does have a strong scent, so if that would bother you, wear an n95. i tried not to inhale as much when spraying, or breathed away from the area. overall, great product and works fast. im very happy to have had this to try out on my weed-ridden yard!",6/28/2022,225,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26236,Garden,142168,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-28T00:00:00,2022,6,26,Easy to use,"[This review was collected as part of a promotion.] Easy to use and works as expected. Could be the drought in TX, but I havent seen any weeds pop up recently.",syndicated reviews,13.47,5,0,0,0,Yes,"[this review was collected as part of a promotion.] easy to use and works as expected. could be the drought in tx, but i havent seen any weeds pop up recently.",6/28/2022,31,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
2308,Garden,19443,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/t/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2021-07-28T00:00:00,2021,7,30,Its been a couple weeks now. The most dense crab...,Its been a couple weeks now. The most dense crab areas Ive not cut since the application but the crabs are withering away. This product works!,organic reviews,14.97,5,0,0,0,No,its been a couple weeks now. the most dense crab areas ive not cut since the application but the crabs are withering away. this product works!,7/28/2021,26,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
12728,Garden,76004,Image Kills Nutsedge Ready-to-Spray,https://www.amazon.com/dp/B001D226G0,Amazon,ImageforWeeds,B001D226G0,B001D226G0,No,2022-03-12T00:00:00,2022,3,10,Like a Box of Chocolates,"Used this product now over five years at least. I buy it mostly to kill Poa Annua. Season to season it has been very inconsistent. Some years it worked great and others not so great. When it does work, it works slow, about three weeks. If your after Poa Annua its the cheapest thing I could find out there that will work....sometimes. I usually try it first yearly just because it is so cheap and it will work. Its almost like the recipe changes from batch to batch, I dont know. I give it 3 out of 5 stars, and I will buy it again.",organic reviews,0.0,3,0,0,0,No,"used this product now over five years at least. i buy it mostly to kill poa annua. season to season it has been very inconsistent. some years it worked great and others not so great. when it does work, it works slow, about three weeks. if your after poa annua its the cheapest thing i could find out there that will work....sometimes. i usually try it first yearly just because it is so cheap and it will work. its almost like the recipe changes from batch to batch, i dont know. i give it 3 out of 5 stars, and i will buy it again.",3/12/2022,105,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
12131,Garden,74046,Image Kills Nutsedge Concentrate,http://www.homedepot.com/p/100175861,Homedepot,ImageforWeeds,100175861,100175861,No,2022-02-22T00:00:00,2022,2,8,Works slow but does a excellent job....,Works slow but does a excellent job.,organic reviews,20.47,5,0,0,0,No,works slow but does a excellent job.,2/22/2022,7,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
25987,Garden,141919,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-23T00:00:00,2022,6,25,Bye Bye Weeds,"[This review was collected as part of a promotion.] I have a bermuda grass lawn and Ive used Image before. The actual formula Im not sure is any different than what Ive used in the past. The dispenser is much better and easier to turn on and off. Instead of a knob where I have to awkwardly turn it and Im never sure which way to turn it. This new one is just a slider switch on the top which is extremely convenient and properly labeled so there is no question about which direction to slide it to turn it off/on. The application itself is quite easy. Just attach it to the house, turn it on and start spraying. Im never really sure how much I need to spray for it to have an affect so I just did a light layer around the lawn. It would be nice if it was dyed so I could see where I sprayed and the darkness of the grass tells me how much I sprayed. It was easy enough but one bottle was not enough for my entire lawn. I live on about 0.25 acres so its not very big but I think two bottles would be more than enough. So after the application, the waiting began. It did not happen very quickly and quite honestly, I think its gonna take more time. Some of the weeds have started to turn brown a little bit where they look unhealthy but Im not sure if theyre actually dying or not? Its been about a week now so this stuff works kind of slow. If its anything like the old stuff, itll probably take about 3 weeks. The roundup stuff my neighbor uses seems to work a lot faster. It hasnt killed my current grass yet.",syndicated reviews,15.47,4,1,0,0,Yes,"[this review was collected as part of a promotion.] i have a bermuda grass lawn and ive used image before. the actual formula im not sure is any different than what ive used in the past. the dispenser is much better and easier to turn on and off. instead of a knob where i have to awkwardly turn it and im never sure which way to turn it. this new one is just a slider switch on the top which is extremely convenient and properly labeled so there is no question about which direction to slide it to turn it off/on. the application itself is quite easy. just attach it to the house, turn it on and start spraying. im never really sure how much i need to spray for it to have an affect so i just did a light layer around the lawn. it would be nice if it was dyed so i could see where i sprayed and the darkness of the grass tells me how much i sprayed. it was easy enough but one bottle was not enough for my entire lawn. i live on about 0.25 acres so its not very big but i think two bottles would be more than enough. so after the application, the waiting began. it did not happen very quickly and quite honestly, i think its gonna take more time. some of the weeds have started to turn brown a little bit where they look unhealthy but im not sure if theyre actually dying or not? its been about a week now so this stuff works kind of slow. if its anything like the old stuff, itll probably take about 3 weeks. the roundup stuff my neighbor uses seems to work a lot faster. it hasnt killed my current grass yet.",6/23/2022,301,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26118,Garden,142050,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-27T00:00:00,2022,6,26,Fast and Effective,[This review was collected as part of a promotion.] I was very impressed with the results we got. We have had a hard time killing weeds around our fence and air conditioners. Surprised at how quickly we could see a difference.,syndicated reviews,13.47,5,0,0,0,Yes,[this review was collected as part of a promotion.] i was very impressed with the results we got. we have had a hard time killing weeds around our fence and air conditioners. surprised at how quickly we could see a difference.,6/27/2022,41,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
1663,Garden,12339,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/t/100598623,Homedepot,ImageforWeeds,100598623,100175861,Yes,2021-07-28T00:00:00,2021,7,30,Ive used this product because its one of few that...,"Ive used this product because its one of few that targets nutsedge. However ive never been able to eliminate the problem entirely w one bottle it kills some, yellows others but never rids the area.",organic reviews,19.97,2,0,0,0,No,"ive used this product because its one of few that targets nutsedge. however ive never been able to eliminate the problem entirely w one bottle it kills some, yellows others but never rids the area.",7/28/2021,35,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
1715,Garden,13449,IMAGE Noxall 10 lb,http://www.homedepot.com/p/t/100120827,Homedepot,ImageforWeeds,100120827,100120827,No,2021-06-10T00:00:00,2021,6,23,"Works well, eliminated the vegetation for a complete season with...","Works well, eliminated the vegetation for a complete season with one application",organic reviews,33.54,5,0,0,0,No,"works well, eliminated the vegetation for a complete season with one application",6/10/2021,12,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26233,Garden,142165,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-17T00:00:00,2022,6,24,Semi-Decent,"[This review was collected as part of a promotion.] I was excited to receive this because my lawn looks horrible from all of the weeds growing. The previous weed killer I purchased didnt do much. However, this product definitely killed more than the previous one. It did not kill all of the weeds like I had hoped for. It did kill the smaller weeds like dandelion and clover but the stubborn crabgrass wouldnt budge. Also the handle attachment on the one I received was at a very odd angle and found it a bit difficult to attach the hose. The smell was very strong as well. Overall I would say I am pleased with the product since it did kill some weeds. I dont necessarily think I would purchase this again.",syndicated reviews,13.47,3,1,0,0,Yes,"[this review was collected as part of a promotion.] i was excited to receive this because my lawn looks horrible from all of the weeds growing. the previous weed killer i purchased didnt do much. however, this product definitely killed more than the previous one. it did not kill all of the weeds like i had hoped for. it did kill the smaller weeds like dandelion and clover but the stubborn crabgrass wouldnt budge. also the handle attachment on the one i received was at a very odd angle and found it a bit difficult to attach the hose. the smell was very strong as well. overall i would say i am pleased with the product since it did kill some weeds. i dont necessarily think i would purchase this again.",6/17/2022,131,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
26127,Garden,142059,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-06-21T00:00:00,2022,6,25,Didnt Kill my Weeds,[This review was collected as part of a promotion.] I only sprayed this on half my lawn to see a difference. So I used the whole bottle on about 800 sq. feet and it has been a little over a week now and my crabgrass and clovers are still there. I was really hoping this would work so that I could have at least a good half yard. It was very east to use and did not leak when I hooked up my hose to it like most other spray items. I dont think I would recommend this to anyone trying to kill weeds.,syndicated reviews,13.47,1,0,0,0,Yes,[this review was collected as part of a promotion.] i only sprayed this on half my lawn to see a difference. so i used the whole bottle on about 800 sq. feet and it has been a little over a week now and my crabgrass and clovers are still there. i was really hoping this would work so that i could have at least a good half yard. it was very east to use and did not leak when i hooked up my hose to it like most other spray items. i dont think i would recommend this to anyone trying to kill weeds.,6/21/2022,104,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
14866,Garden,90150,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-04-13T00:00:00,2022,4,15,Applied the whole bottle to the fescue lawn 6 days...,Applied the whole bottle to the fescue lawn 6 days ago and no effect on the weeds. Based on my experience I will never buy again.,organic reviews,15.47,1,0,0,0,No,applied the whole bottle to the fescue lawn 6 days ago and no effect on the weeds. based on my experience i will never buy again.,4/13/2022,26,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
24125,Garden,140055,Image Kills Nutsedge Concentrate,https://www.amazon.com.com/dp/B000ONXGLS,Amazon,ImageforWeeds,B000ONXGLS,B000ONXGLS,No,2022-06-23T00:00:00,2022,6,25,It works for poa anua,Worked on my bermuda lawn. Apply early as this stuff takes time to work. Fully read the instructions. Also the hose end version is easier to use.,organic reviews,16.47,4,0,0,0,No,worked on my bermuda lawn. apply early as this stuff takes time to work. fully read the instructions. also the hose end version is easier to use.,6/23/2022,27,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
15669,Garden,100264,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-04-20T00:00:00,2022,4,16,Not as good as I had hoped....,Not as good as I had hoped.,organic reviews,15.47,3,0,0,0,No,not as good as i had hoped.,4/20/2022,7,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
25939,Garden,141871,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-29T00:00:00,2022,6,26,Easy to use,[This review was collected as part of a promotion.] Love how thorough the instructions are. Even a newbie to lawn care can figure it out. It is not for some kinds of grasses so make sure this works for your yard. Just hook it up to your house and it takes care of most kinds of lawn weeds.,syndicated reviews,15.47,5,1,0,0,Yes,[this review was collected as part of a promotion.] love how thorough the instructions are. even a newbie to lawn care can figure it out. it is not for some kinds of grasses so make sure this works for your yard. just hook it up to your house and it takes care of most kinds of lawn weeds.,6/29/2022,58,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
15688,Garden,100283,Image for Weeds Southern Lawn Weed Killer for St. Augustinegrass and Centipedegrass Ready-to-Spray,http://www.homedepot.com/p/303594294,Homedepot,ImageforWeeds,303594294,303594294,Yes,2022-04-19T00:00:00,2022,4,16,With one application my clover is down about 60%. ...,"With one application my clover is down about 60%.  Id use it again, but its no panacea.",organic reviews,12.47,3,0,0,0,No,"with one application my clover is down about 60%.  id use it again, but its no panacea.",4/19/2022,18,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
4940,Garden,56411,Image All-In-One Weed Killer Ready-to-Spray,https://www.lowes.com/pd/IMAGE-All-In-One-24-oz-Lawn-Weed-Killer/999990274,Lowes,ImageforWeeds,999990274,999990274,No,2021-06-27T00:00:00,2021,6,25,Great results,[This review was collected as part of a promotion.] After I applied Image All-In-One Weed Killer Ready-To-Spray to my annoying clover patches wi ty in a week the clover patches started turning brown and wilting away. so far it has not harmed my yard grass.,syndicated reviews,20.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] after i applied image all-in-one weed killer ready-to-spray to my annoying clover patches wi ty in a week the clover patches started turning brown and wilting away. so far it has not harmed my yard grass.,6/27/2021,45,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
25921,Garden,141853,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-23T00:00:00,2022,6,25,Great product,[This review was collected as part of a promotion.] This product was perfect for our lawn to get rid of the weeds. The spray bottle was easy to use and was perfect for getting it onto the grass evenly.,syndicated reviews,15.47,5,0,0,0,Yes,[this review was collected as part of a promotion.] this product was perfect for our lawn to get rid of the weeds. the spray bottle was easy to use and was perfect for getting it onto the grass evenly.,6/23/2022,39,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
14874,Garden,90158,IMAGE Lawn Weed & Crabgrass Killer Concentrate ,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670295,311670269,Yes,2022-04-14T00:00:00,2022,4,15,It dodnt seem to kill the crab grass. Ita been...,It dodnt seem to kill the crab grass. Ita been a week and lots of dead weeds but bit the one I bought it for,organic reviews,13.47,3,0,0,0,No,it dodnt seem to kill the crab grass. ita been a week and lots of dead weeds but bit the one i bought it for,4/14/2022,25,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
15673,Garden,100268,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-04-19T00:00:00,2022,4,16,Image 32 oz Weed and Crabgrass Killer Ready-To-Spray works well...,Image 32 oz Weed and Crabgrass Killer Ready-To-Spray works well on my Bermuda grass lawn. It kills most weeds after one application without harming the Bermuda grass.,organic reviews,15.47,4,0,0,0,No,image 32 oz weed and crabgrass killer ready-to-spray works well on my bermuda grass lawn. it kills most weeds after one application without harming the bermuda grass.,4/19/2022,27,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
7460,Garden,67332,Image All-In-One Weed Killer Concentrate,https://www.walmart.com//ip/Image-All-in-One-Lawn-Weed-Killer-Herbicide-24-oz-Concentrate/932621795?selected=true,Walmart,ImageforWeeds,932621795,932621795,No,2021-06-28T00:00:00,2021,6,26,"Knocks Back Most Weeds, Second Round for Tough Ones","[This review was collected as part of a promotion.] This stuff is pretty effective, but be prepared to hit the tougher weeds like Sedge and clover with a second round. I have bermuda in my front yard, where I used this and found that there was a little stress but the grass does of course recover. My advice would be to add a ""sticker"" to make sure it adheres to the weeds you are spraying.",organic reviews,17.42,4,0,0,0,Yes,"[this review was collected as part of a promotion.] this stuff is pretty effective, but be prepared to hit the tougher weeds like sedge and clover with a second round. i have bermuda in my front yard, where i used this and found that there was a little stress but the grass does of course recover. my advice would be to add a ""sticker"" to make sure it adheres to the weeds you are spraying.",6/28/2021,75,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
13251,Garden,77290,Image All-In-One Weed Killer Ready-to-Spray,https://www.lowes.com/pd/IMAGE-All-In-One-24-oz-Lawn-Weed-Killer/999990274,Lowes,ImageforWeeds,999990274,999990274,No,2022-03-17T00:00:00,2022,3,11,No,"I would never buy any product that is not able to keep there online information up to date. The instructions on label describes a different spray nozzle, so I will need to mix a solution for my spray can. I bought this so I could be sure to get full coverage. Another thing they think everyone lives in their time zone. Color their Image as bad.",syndicated reviews,21.98,1,0,0,0,No,"i would never buy any product that is not able to keep there online information up to date. the instructions on label describes a different spray nozzle, so i will need to mix a solution for my spray can. i bought this so i could be sure to get full coverage. another thing they think everyone lives in their time zone. color their image as bad.",3/17/2022,66,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
25915,Garden,141847,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-23T00:00:00,2022,6,25,Kills weeds fast!,"[This review was collected as part of a promotion.] This weed killer does what it says - kills weeds without killing the grass. We have Bermuda grass and have had trouble finding a product that would reliably kill weeds but leave the grass alone. So far so good with this one. Sprayer works great, too!",syndicated reviews,15.47,5,0,0,0,Yes,"[this review was collected as part of a promotion.] this weed killer does what it says - kills weeds without killing the grass. we have bermuda grass and have had trouble finding a product that would reliably kill weeds but leave the grass alone. so far so good with this one. sprayer works great, too!",6/23/2022,55,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
25958,Garden,141890,IMAGE Lawn Weed & Crabgrass Killer Ready-To-Spray,http://www.homedepot.com/p/311670269,Homedepot,ImageforWeeds,311670269,311670269,Yes,2022-06-28T00:00:00,2022,6,26,Everything is dead,[This review was collected as part of a promotion.] Everything died including my lawn so I guess it worked?,syndicated reviews,15.47,3,0,0,0,Yes,[this review was collected as part of a promotion.] everything died including my lawn so i guess it worked?,6/28/2022,19,-1,0.0,0.0,0.0,0.0,-1,0,0,0,0,0,0,0,0
